#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.25042e+07 5.61572e+08 5.79917e+06 4.17295e+08 4.1463e+08 8.3734e+07 1.35979e+09 1.69207e+07 1.12466e+09 9.99364e+08 5.00674e+08 2459
1.60797e+08 5.85592e+08 7.51942e+06 4.97568e+08 3.36818e+08 1.64007e+08 1.44015e+09 2.00096e+07 1.29157e+09 9.98163e+08 6.67579e+08 1701
2.53392e+08 6.26257e+08 7.25055e+06 5.00671e+08 4.17062e+08 1.6701e+08 1.41388e+09 1.81065e+07 1.12466e+09 1.16507e+09 5.00674e+08 2295
4.00897e+08 6.21229e+08 6.83983e+06 5.00584e+08 4.14771e+08 1.67023e+08 1.51834e+09 1.76647e+07 1.29157e+09 1.16347e+09 6.67579e+08 2566
6.33094e+08 6.54182e+08 6.74391e+06 5.51839e+08 4.26457e+08 2.18174e+08 1.5435e+09 1.71497e+07 1.29157e+09 1.24596e+09 6.67579e+08 2978
1.00621e+09 6.76781e+08 6.3858e+06 5.81306e+08 4.19833e+08 2.47646e+08 1.59752e+09 1.59215e+07 1.375e+09 1.16253e+09 7.08577e+08 3515
1.59176e+09 7.14571e+08 7.05522e+06 5.81306e+08 5.02407e+08 2.47566e+08 1.62773e+09 1.53631e+07 1.375e+09 1.2449e+09 6.67602e+08 3957
2.5164e+09 7.51262e+08 7.08791e+06 5.84132e+08 5.77362e+08 2.50331e+08 1.65342e+09 1.47442e+07 1.4584e+09 1.24374e+09 7.90825e+08 4536
3.99243e+09 7.81631e+08 7.05809e+06 6.09694e+08 5.98425e+08 2.75859e+08 1.69465e+09 1.4002e+07 1.4584e+09 1.32584e+09 7.51008e+08 5251
6.35209e+09 8.47051e+08 7.5698e+06 6.65142e+08 6.64269e+08 3.31304e+08 1.73482e+09 1.33927e+07 1.4584e+09 1.40781e+09 7.51008e+08 6067
1.00348e+10 8.99692e+08 7.4713e+06 6.67602e+08 7.49029e+08 2.73388e+08 1.81449e+09 1.27559e+07 1.54178e+09 1.4879e+09 8.34385e+08 7234
1.59398e+10 9.64727e+08 7.6419e+06 7.49029e+08 7.92751e+08 3.40798e+08 1.85401e+09 1.23064e+07 1.62513e+09 1.48604e+09 9.17733e+08 8246
2.51066e+10 1.06294e+09 8.47638e+06 8.22755e+08 9.09074e+08 4.07153e+08 1.87836e+09 1.23538e+07 1.62513e+09 1.56735e+09 9.17733e+08 8644
3.93551e+10 1.14455e+09 9.59583e+06 8.74274e+08 1.0006e+09 4.58357e+08 1.91676e+09 1.34898e+07 1.62513e+09 1.65712e+09 9.17733e+08 8015
6.19314e+10 1.25516e+09 1.23751e+07 9.57732e+08 1.16629e+09 5.08768e+08 1.87387e+09 1.62103e+07 1.54178e+09 1.73183e+09 8.34385e+08 5842
9.63416e+10 1.41894e+09 2.04819e+07 1.05862e+09 1.39642e+09 5.62131e+08 1.80993e+09 2.32917e+07 1.4584e+09 1.65276e+09 8.34415e+08 2822
1.50654e+11 1.7692e+09 4.93952e+07 1.29157e+09 2.04681e+09 7.50958e+08 1.60872e+09 4.18396e+07 1.20812e+09 1.57613e+09 5.84132e+08 780
2.33926e+11 2.58262e+09 1.46196e+08 2.48907e+09 2.05104e+09 1.90551e+09 1.30805e+09 7.84954e+07 9.59173e+08 1.24775e+09 4.18564e+08 146
3.38031e+11 2.26117e+09 3.20064e+08 2.27678e+09 6.98436e+08 1.0259e+09 1.1483e+09 2.69041e+08 6.23988e+08 1.334e+09 1.56955e+08 9
