#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.49067e+07 0 0 0 0 0 0 4.08563e-06 1.90222e-06 0 0 0 121734
1.55901e+08 0 0 0 0 0 0 1.04913e-05 4.43562e-06 0 0 0 32042
2.47186e+08 0 0 0 0 0 0 3.37181e-05 9.98774e-06 0 0 0 21203
3.91558e+08 0 0 0 0 0 0 5.39489e-05 1.41515e-05 0 0 0 13853
6.2088e+08 0 0 0 0 0 0 9.68883e-05 2.78434e-05 0 0 0 8966
9.82125e+08 0 0 0 0 0 0 0.000413237 7.26149e-05 0 0 0 5638
1.5573e+09 0 0 0 0 0 0 0.000668532 0.000133843 0 0 0 3523
2.4598e+09 0 0 0 0 0 0 0.00105328 0.000199581 0 0 0 2103
3.89701e+09 0 0 0 0 0 0 0.00170522 0.00035432 0 0 0 1266
6.14621e+09 0 0 0 0 0 0 0.0026184 0.000635154 0 0 0 695
9.7663e+09 0 0 0 0 0 0 0.0044109 0.00106126 0 0 0 421
1.56457e+10 0 0 0 0 0 0 0.00738889 0.00214383 0 0 0 234
2.46358e+10 0 0 0 0 0 0 0.00658811 0.00228029 0 0 0 121
3.90572e+10 0 0 0 0 0 0 0.00695577 0.0033265 0 0 0 70
5.88927e+10 0 0 0 0 0 0 0.0124021 0.00740651 0 0 0 23
9.72108e+10 0 0 0 0 0 0 0 0 0 0 0 9
1.47538e+11 0 0 0 0 0 0 0 0 0 0 0 2
