#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=1.002310 (z=-0.002305)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 11.25 - 11.75
#HM    Stats: 2.794120e+13 (median) + 4.397060e+13  / - 1.648830e+13
#SM    Stats: 2.401840e+11 (median) + 1.126690e+11  / - 4.816699e+10
#ObsSM Stats: 2.480690e+11 (median) + 1.170310e+11  / - 6.069500e+10
#VMP   Stats: 4.445400e+02 (median) + 1.521200e+02  / - 1.077000e+02
#ICL   Stats: 2.417750e+10 (median) + 6.498130e+10  / - 1.962078e+10
#SSFR  Stats: 2.350279e-12 (median) + 8.536980e-12  / - 1.674333e-12
sfh 0.055623 0 0 0 #avg: 3.53711e-06; avg_err: 3.49663e-06; sd: 0.000250076; counts: 5116
sfh 0.060123 0 0 0 #avg: 0.00164476; avg_err: 0.000164576; sd: 0.0117704; counts: 5116
sfh 0.062373 0 0 0 #avg: 0.011635; avg_err: 0.000842206; sd: 0.060234; counts: 5116
sfh 0.064623 0 0.0124169 0 #avg: 0.035225; avg_err: 0.0018593; sd: 0.132976; counts: 5116
sfh 0.066873 0 0.103438 0 #avg: 0.0890587; avg_err: 0.00403028; sd: 0.288242; counts: 5116
sfh 0.069123 0 0.271423 0 #avg: 0.181284; avg_err: 0.00705259; sd: 0.504395; counts: 5116
sfh 0.071373 0.0106371 0.503639 0.0106371 #avg: 0.306403; avg_err: 0.0114123; sd: 0.816198; counts: 5116
sfh 0.073623 0.0527439 0.761558 0.0527439 #avg: 0.462486; avg_err: 0.0148226; sd: 1.0601; counts: 5116
sfh 0.075873 0.120243 1.04222 0.120243 #avg: 0.658652; avg_err: 0.0202304; sd: 1.44686; counts: 5116
sfh 0.078123 0.222299 1.33541 0.219624 #avg: 0.91078; avg_err: 0.0280341; sd: 2.00498; counts: 5116
sfh 0.080373 0.361337 1.58973 0.34198 #avg: 1.1312; avg_err: 0.0334658; sd: 2.39345; counts: 5116
sfh 0.082623 0.501768 1.73963 0.450956 #avg: 1.30443; avg_err: 0.0354713; sd: 2.53688; counts: 5116
sfh 0.085998 0.791633 2.35315 0.670044 #avg: 1.87888; avg_err: 0.0499865; sd: 3.57499; counts: 5116
sfh 0.089373 1.11088 2.9526 0.888058 #avg: 2.4089; avg_err: 0.0584652; sd: 4.18138; counts: 5116
sfh 0.092748 1.47016 3.67422 1.13284 #avg: 3.01123; avg_err: 0.0682479; sd: 4.88103; counts: 5116
sfh 0.096123 1.9531 4.43089 1.46977 #avg: 3.84137; avg_err: 0.0884379; sd: 6.32501; counts: 5116
sfh 0.099498 2.42299 5.27924 1.77 #avg: 4.80051; avg_err: 0.118014; sd: 8.44028; counts: 5116
sfh 0.102873 2.94991 6.32347 2.11457 #avg: 5.85058; avg_err: 0.141842; sd: 10.1444; counts: 5116
sfh 0.106248 3.54769 7.51721 2.51488 #avg: 6.92717; avg_err: 0.162502; sd: 11.622; counts: 5116
sfh 0.109623 4.1886 8.8122 2.9664 #avg: 8.26986; avg_err: 0.198661; sd: 14.2081; counts: 5116
sfh 0.112998 4.89447 10.1287 3.45871 #avg: 9.62027; avg_err: 0.245268; sd: 17.5414; counts: 5116
sfh 0.116373 5.54795 11.7177 3.89049 #avg: 10.8824; avg_err: 0.266043; sd: 19.0272; counts: 5116
sfh 0.119748 6.24157 13.5096 4.37689 #avg: 12.4271; avg_err: 0.303827; sd: 21.7295; counts: 5116
sfh 0.123123 6.95124 15.2792 4.8773 #avg: 14.0189; avg_err: 0.343773; sd: 24.5864; counts: 5116
sfh 0.126498 7.66487 17.3327 5.34594 #avg: 15.6634; avg_err: 0.384764; sd: 27.518; counts: 5116
sfh 0.129873 8.50672 19.4755 5.92328 #avg: 17.3331; avg_err: 0.417607; sd: 29.867; counts: 5116
sfh 0.133248 9.25938 21.3314 6.40989 #avg: 19.0427; avg_err: 0.445436; sd: 31.8573; counts: 5116
sfh 0.136623 10.1259 23.176 7.04216 #avg: 20.7885; avg_err: 0.468825; sd: 33.53; counts: 5116
sfh 0.141685 11.4274 27.7601 8.07445 #avg: 23.6934; avg_err: 0.531649; sd: 38.0231; counts: 5116
sfh 0.146748 12.742 31.5942 8.97833 #avg: 27.1675; avg_err: 0.645789; sd: 46.1863; counts: 5116
sfh 0.15181 14.0629 35.7497 9.96858 #avg: 30.4523; avg_err: 0.724725; sd: 51.8318; counts: 5116
sfh 0.156873 15.5536 41.4494 11.0539 #avg: 34.2407; avg_err: 0.825885; sd: 59.0667; counts: 5116
sfh 0.161935 17.3245 46.1371 12.4563 #avg: 38.0035; avg_err: 0.951227; sd: 68.031; counts: 5116
sfh 0.166998 19.2303 51.2129 14.0216 #avg: 41.504; avg_err: 0.91279; sd: 65.2821; counts: 5116
sfh 0.17206 21.1502 55.1592 15.5 #avg: 45.92; avg_err: 1.02045; sd: 72.9818; counts: 5116
sfh 0.177123 23.1526 61.1587 17.0236 #avg: 50.5158; avg_err: 1.09727; sd: 78.4757; counts: 5116
sfh 0.182185 25.7542 72.6226 19.1039 #avg: 55.6656; avg_err: 1.20412; sd: 86.1177; counts: 5116
sfh 0.187248 28.3711 77.5529 21.2389 #avg: 59.938; avg_err: 1.27671; sd: 91.3095; counts: 5116
sfh 0.19231 30.201 84.632 22.6691 #avg: 63.6745; avg_err: 1.27239; sd: 91; counts: 5116
sfh 0.197373 32.4615 93.6195 24.3303 #avg: 68.338; avg_err: 1.33955; sd: 95.8036; counts: 5116
sfh 0.202435 34.9525 103.755 26.3171 #avg: 72.9757; avg_err: 1.39077; sd: 99.4665; counts: 5116
sfh 0.207498 37.2357 108.824 27.7685 #avg: 75.9379; avg_err: 1.3856; sd: 99.097; counts: 5116
sfh 0.21256 41.2371 113.123 31.033 #avg: 80.9927; avg_err: 1.48244; sd: 106.023; counts: 5116
sfh 0.217623 43.9079 119.531 33.0853 #avg: 84.2334; avg_err: 1.46392; sd: 104.698; counts: 5116
sfh 0.222685 47.6089 119.907 35.7419 #avg: 87.9306; avg_err: 1.50422; sd: 107.581; counts: 5116
sfh 0.227748 50.4053 122.794 37.9813 #avg: 91.0249; avg_err: 1.50512; sd: 107.645; counts: 5116
sfh 0.23281 54.5692 129.551 41.3324 #avg: 95.1889; avg_err: 1.54933; sd: 110.807; counts: 5116
sfh 0.237873 58.6115 127.693 44.3108 #avg: 98.1702; avg_err: 1.53418; sd: 109.723; counts: 5116
sfh 0.242935 61.7454 132.502 46.4935 #avg: 102.197; avg_err: 1.5858; sd: 113.416; counts: 5116
sfh 0.247998 64.0848 135.557 47.314 #avg: 105.265; avg_err: 1.61004; sd: 115.149; counts: 5116
sfh 0.25306 68.7974 129.501 50.9633 #avg: 107.389; avg_err: 1.57639; sd: 112.743; counts: 5116
sfh 0.258123 72.296 132.924 52.8205 #avg: 110.193; avg_err: 1.5986; sd: 114.331; counts: 5116
sfh 0.263185 75.8504 133.822 55.4041 #avg: 113.168; avg_err: 1.60343; sd: 114.676; counts: 5116
sfh 0.268248 79.2215 130.171 57.3737 #avg: 115.214; avg_err: 1.5891; sd: 113.651; counts: 5116
sfh 0.27331 84.7279 127.252 62.3609 #avg: 117.977; avg_err: 1.55939; sd: 111.526; counts: 5116
sfh 0.278373 87.8782 131.002 64.2281 #avg: 119.92; avg_err: 1.57571; sd: 112.694; counts: 5116
sfh 0.283435 90.6976 124.176 65.7246 #avg: 121.222; avg_err: 1.54448; sd: 110.46; counts: 5116
sfh 0.288498 93.2228 123.541 66.7204 #avg: 122.713; avg_err: 1.57555; sd: 112.682; counts: 5116
sfh 0.29356 96.0878 122.597 67.7473 #avg: 124.355; avg_err: 1.53938; sd: 110.095; counts: 5116
sfh 0.298623 98.4303 117.594 69.1269 #avg: 125.22; avg_err: 1.52787; sd: 109.272; counts: 5116
sfh 0.303685 98.2545 119.036 67.2249 #avg: 124.455; avg_err: 1.47071; sd: 105.184; counts: 5116
sfh 0.308748 98.5038 116.995 66.3693 #avg: 124.695; avg_err: 1.42746; sd: 102.091; counts: 5116
sfh 0.31381 99.7322 115.415 65.3957 #avg: 125.052; avg_err: 1.42266; sd: 101.748; counts: 5116
sfh 0.318873 101.363 114.655 66.551 #avg: 124.828; avg_err: 1.38353; sd: 98.9488; counts: 5116
sfh 0.323935 99.5981 111.126 64.5455 #avg: 122.357; avg_err: 1.35162; sd: 96.6672; counts: 5116
sfh 0.328997 98.6464 108.142 62.1162 #avg: 121.234; avg_err: 1.33601; sd: 95.5502; counts: 5116
sfh 0.33406 99.1424 101.054 61.9535 #avg: 119.546; avg_err: 1.29788; sd: 92.8235; counts: 5116
sfh 0.339122 97.9281 98.5409 62.3795 #avg: 117.716; avg_err: 1.27436; sd: 91.1412; counts: 5116
sfh 0.344185 96.7602 97.6368 60.0123 #avg: 116.849; avg_err: 1.25485; sd: 89.7457; counts: 5116
sfh 0.349247 96.9375 95.6395 59.2632 #avg: 115.387; avg_err: 1.20385; sd: 86.0987; counts: 5116
sfh 0.35431 94.4906 92.5364 57.7861 #avg: 111.84; avg_err: 1.14467; sd: 81.8657; counts: 5116
sfh 0.359372 91.9277 87.1913 56.2806 #avg: 108.5; avg_err: 1.12362; sd: 80.3608; counts: 5116
