#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.334060 (z=1.993474)
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final a=0.334060 (z=1.993474) stellar mass
#mpeak range: 9.75 - 10.25
#HM    Stats: 9.799999e+09 (median) + 4.785300e+09  / - 3.191179e+09
#SM    Stats: 1.577100e+06 (median) + 4.023920e+06  / - 1.217264e+06
#ObsSM Stats: 1.506830e+06 (median) + 4.376770e+06  / - 1.185275e+06
#VMP   Stats: 5.182000e+01 (median) + 8.430000e+00  / - 7.820000e+00
#ICL   Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR  Stats: 9.158697e-10 (median) + 2.152629e-09  / - 6.165943e-10
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 1120997
sfh 0.060123 0 0 0 #avg: 4.47086e-20; avg_err: 4.47086e-20; sd: 4.73362e-17; counts: 1120997
sfh 0.062373 0 0 0 #avg: 6.86749e-16; avg_err: 6.8649e-16; sd: 7.26836e-13; counts: 1120997
sfh 0.064623 0 0 0 #avg: 8.37241e-15; avg_err: 5.34972e-15; sd: 5.66413e-12; counts: 1120997
sfh 0.066873 0 0 0 #avg: 1.38082e-14; avg_err: 4.46361e-15; sd: 4.72594e-12; counts: 1120997
sfh 0.069123 0 0 0 #avg: 4.05328e-14; avg_err: 1.01947e-14; sd: 1.07938e-11; counts: 1120997
sfh 0.071373 0 0 0 #avg: 6.89129e-14; avg_err: 1.29032e-14; sd: 1.36615e-11; counts: 1120997
sfh 0.073623 0 0 0 #avg: 1.30644e-13; avg_err: 2.28958e-14; sd: 2.42414e-11; counts: 1120997
sfh 0.075873 0 0 0 #avg: 1.90269e-13; avg_err: 2.13369e-14; sd: 2.25908e-11; counts: 1120997
sfh 0.078123 0 0 0 #avg: 3.37819e-13; avg_err: 2.78609e-14; sd: 2.94983e-11; counts: 1120997
sfh 0.080373 0 0 0 #avg: 5.33916e-13; avg_err: 3.88261e-14; sd: 4.11079e-11; counts: 1120997
sfh 0.082623 0 0 0 #avg: 7.82255e-13; avg_err: 4.45318e-14; sd: 4.7149e-11; counts: 1120997
sfh 0.085998 0 0 0 #avg: 1.29876e-12; avg_err: 5.30395e-14; sd: 5.61567e-11; counts: 1120997
sfh 0.089373 0 0 0 #avg: 2.13267e-12; avg_err: 7.31861e-14; sd: 7.74873e-11; counts: 1120997
sfh 0.092748 0 0 0 #avg: 3.21672e-12; avg_err: 8.30483e-14; sd: 8.79291e-11; counts: 1120997
sfh 0.096123 0 0 0 #avg: 5.04588e-12; avg_err: 1.07073e-13; sd: 1.13366e-10; counts: 1120997
sfh 0.099498 0 0 0 #avg: 7.54643e-12; avg_err: 1.32786e-13; sd: 1.4059e-10; counts: 1120997
sfh 0.102873 0 0 0 #avg: 1.11031e-11; avg_err: 1.64489e-13; sd: 1.74156e-10; counts: 1120997
sfh 0.106248 0 0 0 #avg: 1.65007e-11; avg_err: 2.01933e-13; sd: 2.13801e-10; counts: 1120997
sfh 0.109623 0 0 0 #avg: 2.40347e-11; avg_err: 2.54904e-13; sd: 2.69885e-10; counts: 1120997
sfh 0.112998 0 0 0 #avg: 3.34156e-11; avg_err: 2.95746e-13; sd: 3.13127e-10; counts: 1120997
sfh 0.116373 0 0 0 #avg: 4.46158e-11; avg_err: 3.3142e-13; sd: 3.50898e-10; counts: 1120997
sfh 0.119748 0 0 0 #avg: 5.79533e-11; avg_err: 3.65759e-13; sd: 3.87255e-10; counts: 1120997
sfh 0.123123 0 0 0 #avg: 7.26658e-11; avg_err: 3.96219e-13; sd: 4.19505e-10; counts: 1120997
sfh 0.126498 0 0 0 #avg: 8.94274e-11; avg_err: 4.31267e-13; sd: 4.56613e-10; counts: 1120997
sfh 0.129873 0 0 0 #avg: 1.09774e-10; avg_err: 4.7224e-13; sd: 4.99994e-10; counts: 1120997
sfh 0.133248 0 0 0 #avg: 1.33203e-10; avg_err: 5.12882e-13; sd: 5.43025e-10; counts: 1120997
sfh 0.136623 0 3.3646e-11 0 #avg: 1.59692e-10; avg_err: 5.52355e-13; sd: 5.84817e-10; counts: 1120997
sfh 0.141685 0 2.23073e-10 0 #avg: 2.01187e-10; avg_err: 6.07884e-13; sd: 6.4361e-10; counts: 1120997
sfh 0.146748 0 4.11266e-10 0 #avg: 2.48028e-10; avg_err: 6.66254e-13; sd: 7.0541e-10; counts: 1120997
sfh 0.15181 0 5.87556e-10 0 #avg: 2.98383e-10; avg_err: 7.1666e-13; sd: 7.58779e-10; counts: 1120997
