#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.63867e+07 9.38174e-06 9.38174e-06 4.69086e-06 0 0 0 0.000104511 5.31627e-06 0 0 0 426360
1.56935e+08 2.80275e-05 2.80275e-05 1.40136e-05 0 0 0 0.00026616 1.26579e-05 0 0 0 142717
2.48812e+08 8.95015e-05 8.95015e-05 2.83017e-05 0 0 0 0.000555421 2.02251e-05 0 0 0 111730
3.94053e+08 0.000173643 0.000173643 4.48309e-05 0 0 0 0.00102726 3.27848e-05 0 0 0 86384
6.25279e+08 0.000370348 0.000370348 7.40565e-05 0 0 0 0.00195684 5.34715e-05 0 0 0 67504
9.90978e+08 0.000701262 0.000701262 0.000115247 0 0 0 0.00360812 8.53851e-05 0 0 0 52762
1.56972e+09 0.00160662 0.00160662 0.000197605 0 0 0 0.00631058 0.000134805 0 0 0 41080
2.48661e+09 0.00240506 0.00240506 0.000275552 0 0 0 0.0103991 0.000207961 0 0 0 31600
3.94272e+09 0.00443532 0.00443532 0.00042585 0 0 0 0.0179125 0.000325894 0 0.0255507 0 24350
6.25213e+09 0.00881994 0.00881994 0.000681552 0 0 0 0.0274024 0.00047604 0 0.0516278 0 18821
9.90474e+09 0.0137836 0.0137836 0.000946866 0 0 0 0.0409762 0.000671494 0 0.0956155 0 15163
1.57324e+10 0.0190538 0.0190538 0.00122847 0 0 0 0.061595 0.000947966 0 0.144022 0 12386
2.50024e+10 0.0335852 0.0337718 0.00175481 0 0 0 0.0849618 0.00117289 0.0247158 0.177141 0.0247158 10719
3.95e+10 0.0515441 0.0517663 0.00234581 0 0 0 0.108554 0.00145938 0.0480359 0.203849 0.0480359 9002
6.2096e+10 0.0604452 0.0604452 0.00289376 0 0 0 0.125556 0.00179259 0.0691453 0.210371 0.0691453 6783
9.65467e+10 0.0523574 0.0523574 0.0035955 0 0 0 0.136496 0.00247772 0.0849042 0.209226 0.0849042 3839
1.49641e+11 0.0418343 0.0418343 0.00568101 0 0 0 0.141337 0.00442641 0.0873116 0.223579 0.0873116 1243
2.31232e+11 0.0378378 0.0378378 0.0140663 0 0 0 0.118589 0.0109054 0.0592148 0.239989 0.0592148 185
3.55932e+11 0 0 0 0 0 0 0.0882097 0.0384339 0.0372944 0.211974 0.0372944 8
