#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
3.05117e+08 3.41278e+08 3.41278e+08 3.41278e+08 0 0 5.36715e+08 5.36715e+08 5.36715e+08 0 0 1
1.00079e+09 4.03236e+08 4.25106e+07 4.01517e+08 7.61936e+07 7.10372e+07 6.50839e+08 9.99789e+07 6.74785e+08 1.36004e+08 2.07841e+08 3
1.74041e+09 4.06843e+08 7.08675e+07 4.7771e+08 0 1.41735e+08 5.70864e+08 1.03921e+08 6.74785e+08 0 2.07841e+08 2
2.31038e+09 3.70352e+08 1.98903e+07 4.01517e+08 6.42198e+06 6.55414e+07 6.40268e+08 3.45174e+07 6.74785e+08 0 1.38069e+08 4
4.02423e+09 5.61869e+08 5.4576e+07 6.09358e+08 5.95758e+07 2.99745e+08 7.15646e+08 1.2546e+08 7.43049e+08 5.26385e+08 2.76105e+08 6
9.4523e+09 6.98168e+08 1.10607e+08 7.2039e+08 2.43855e+08 3.81742e+08 6.05256e+08 7.27042e+07 6.74785e+08 6.82641e+07 3.47129e+08 5
1.60644e+10 4.73656e+08 5.85883e+07 5.43816e+08 1.08309e+08 2.07841e+08 5.67469e+08 4.69245e+07 5.35262e+08 2.07787e+08 6.83181e+07 6
2.57452e+10 5.02745e+08 5.02745e+08 5.02745e+08 0 0 1.0763e+09 1.0763e+09 1.0763e+09 0 0 1
3.31889e+10 4.38997e+08 9.77186e+07 5.36715e+08 0 1.95437e+08 6.66307e+08 1.29591e+08 7.95898e+08 0 2.59182e+08 2
5.73183e+10 3.58075e+08 1.37673e+07 3.60165e+08 2.06414e+07 2.69124e+07 9.51453e+08 1.04882e+08 1.03501e+09 4.12922e+07 2.91961e+08 3
1.16914e+11 3.58422e+08 3.58422e+08 3.58422e+08 0 0 1.45711e+09 1.45711e+09 1.45711e+09 0 0 1
1.35893e+11 3.12754e+08 3.12754e+08 3.12754e+08 0 0 1.20565e+09 1.20565e+09 1.20565e+09 0 0 1
