#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.84164e+07 0.019235 0.0198532 0.00034449 0 0 0 0.00417298 4.74704e-05 0 0 0 174682
1.58054e+08 0.0327272 0.0340995 0.00066144 0 0 0 0.00674335 8.57484e-05 0 0 0 81614
2.4922e+08 0.0434856 0.0455725 0.000821311 0 0 0 0.00901069 0.000110772 0 0.0103818 0 70920
3.94486e+08 0.056186 0.0594179 0.00105435 0 0 0 0.0119381 0.000149146 0 0.0200733 0 56313
6.25006e+08 0.0784542 0.0837499 0.00141446 0 0 0 0.0160413 0.000200983 0 0.0306242 0 43809
9.89259e+08 0.101273 0.110076 0.00186367 0 0 0 0.0210215 0.000269127 0 0.0415169 0 33395
1.56969e+09 0.130376 0.141948 0.0023702 0 0 0 0.0269592 0.000353221 0 0.0604213 0 25925
2.48826e+09 0.161997 0.180726 0.00305053 0 1 0 0.0337969 0.00045448 0 0.0731784 0 20235
3.9461e+09 0.198596 0.222326 0.00372796 0 1 0 0.0420215 0.00058792 0 0.0933131 0 16098
6.26733e+09 0.237067 0.2743 0.00459638 0 1 0 0.0523507 0.000733836 0.010307 0.110914 0.010307 13241
9.92062e+09 0.287235 0.335419 0.00552401 0 1 0 0.063972 0.000901046 0.0204346 0.123754 0.0204346 10709
1.56735e+10 0.332989 0.397104 0.00660865 0 1 0 0.0763947 0.00109306 0.0309642 0.137546 0.0309642 8703
2.47914e+10 0.36806 0.447442 0.00806725 0 1 0 0.0885548 0.00138464 0.0411463 0.154527 0.0411463 6412
3.9128e+10 0.414764 0.509343 0.0102642 0 1 0 0.105661 0.00184475 0.0609465 0.166132 0.0609465 4335
6.10326e+10 0.434146 0.524169 0.0140295 0 1 0 0.115358 0.00257981 0.0759919 0.164233 0.0759919 2255
9.51705e+10 0.465538 0.551391 0.0228469 0 1 0 0.136475 0.00458058 0.0952536 0.194868 0.0952536 827
1.46453e+11 0.526012 0.635838 0.0525137 1 0 1 0.178434 0.0117336 0.143916 0.204641 0.123765 173
2.28478e+11 0.470588 0.529412 0.151406 0 1 0 0.184971 0.035699 0.155294 0.238703 0.114695 17
