#For SF galaxies, QTime is the duration of the last period when they were quenched.
#obs_sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.5979e+07 8.2089e-06 8.2089e-06 0 0 0 0 0 0.124513 5.53974e-05 0.122923 0.0210377 0.0177269 0.15395 5.42506e-05 0.154405 0.0194461 0.0201792 0.187341 2.74949e-05 0.18939 0.00692295 0.0111751 121819
1.56283e+08 2.75505e-05 2.75505e-05 0 0 0 0 0 0.1238 0.000102908 0.122338 0.021187 0.0180406 0.154622 0.000100175 0.155166 0.019452 0.0202394 0.187716 4.9961e-05 0.189799 0.0068046 0.011222 36297
2.47353e+08 4.05943e-05 4.05943e-05 0 0 0 0 0 0.124153 0.00012737 0.122632 0.0216802 0.018352 0.155624 0.000122039 0.156145 0.0195921 0.0201995 0.188158 5.92865e-05 0.19019 0.00658455 0.010717 24634
3.9226e+08 6.17093e-05 6.17093e-05 0 0 0 0 0 0.125475 0.000157684 0.124125 0.0215852 0.0188818 0.157358 0.000148165 0.158307 0.0189355 0.0205748 0.188963 6.99541e-05 0.190994 0.00612028 0.0104022 16205
6.19955e+08 0.000194099 0.000137242 0 0 0 0 0 0.126654 0.000202205 0.125539 0.0219886 0.0194382 0.158654 0.000183341 0.159422 0.0186577 0.0199228 0.189479 8.50419e-05 0.191452 0.00596683 0.00997993 10304
9.82587e+08 0.000298196 0.000210841 0 0 0 0 0 0.128284 0.000247374 0.127492 0.0211208 0.0197835 0.159723 0.000218274 0.160772 0.017663 0.0196773 0.190041 9.98142e-05 0.191971 0.00556955 0.00969478 6707
1.55416e+09 0 0 0 0 0 0 0 0.129781 0.000316132 0.12841 0.0226535 0.0190965 0.161208 0.000279883 0.162492 0.0175796 0.0201845 0.190609 0.00012414 0.192385 0.00547715 0.00893268 4210
2.45972e+09 0.00189466 0.000846674 0 0 0 0 0 0.131406 0.000393944 0.130723 0.0215971 0.0199608 0.162347 0.000350762 0.16343 0.0176134 0.0197523 0.191015 0.000152452 0.192711 0.00544821 0.00878954 2639
3.90476e+09 0.000636132 0.000636132 0 0 0 0 0 0.133807 0.000513325 0.133387 0.0213874 0.0200503 0.164187 0.000433715 0.16519 0.0171096 0.0179079 0.191587 0.000184832 0.193332 0.00483462 0.00835906 1572
6.18723e+09 0.00214133 0.00151334 0 0 0 0 0 0.13557 0.0006888 0.134703 0.0229564 0.0200208 0.16562 0.000569739 0.167592 0.0159085 0.0194808 0.192376 0.000233102 0.194092 0.0045923 0.00799356 934
9.75664e+09 0.00529101 0.00304936 0 0 0 0 0 0.138267 0.00089792 0.138236 0.023019 0.0217401 0.168098 0.000728948 0.169735 0.0156192 0.0201616 0.19304 0.000286609 0.194746 0.00457709 0.00793213 567
1.56377e+10 0 0 0 0 0 0 0 0.140132 0.00113712 0.139134 0.0218211 0.0197493 0.169543 0.000894244 0.171037 0.0151808 0.0160662 0.193386 0.000401985 0.19529 0.00426383 0.00782432 323
2.46755e+10 0.00666667 0.00666667 2.82242e+06 2.82242e+06 0 0 0 0.143679 0.00158929 0.145437 0.0173742 0.02304 0.171837 0.0011902 0.173776 0.0130323 0.0155869 0.194397 0.000477119 0.195743 0.00368923 0.00572187 150
3.95035e+10 0 0 0 0 0 0 0 0.143534 0.00206752 0.143775 0.019315 0.0203544 0.170766 0.00176161 0.172902 0.0133671 0.0182252 0.194663 0.000625638 0.196479 0.00286332 0.00730509 88
6.20411e+10 0 0 0 0 0 0 0 0.144177 0.00263118 0.143088 0.0214726 0.0159144 0.169749 0.00212242 0.172366 0.0131624 0.0173601 0.194742 0.000683782 0.195338 0.00311843 0.00294374 44
9.0566e+10 0 0 0 0 0 0 0 0.140575 0.00439476 0.136118 0.0223932 0.0158923 0.168504 0.00351425 0.169293 0.0170145 0.0162395 0.193307 0.00130145 0.195556 0.00309585 0.00680654 26
1.58725e+11 0 0 0 0 0 0 0 0.153695 0.0198221 0.157002 0.0292535 0.0391729 0.18364 0.00777232 0.187032 0.00804897 0.0182262 0.198559 0.00165278 0.199267 0.00173406 0.00385843 3
2.15575e+11 0 0 0 0 0 0 0 0.15068 0.00748641 0.14947 0.0280789 0.0203261 0.177372 0.0041255 0.181089 0.0085267 0.0167225 0.194873 0.00171089 0.198032 0.000538245 0.00974338 6
3.82641e+11 0 0 0 0 0 0 0 0.144108 0.0162516 0.16036 0 0.0325032 0.173711 0.01301 0.186721 0 0.0260201 0.197174 0.0028365 0.200011 0 0.00567299 2
