#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.70509e+09 5.68291e+08 1.244e+07 4.75409e+08 3.21693e+08 1.5645e+08 1.22263e+09 2.37521e+07 1.17237e+09 7.01746e+08 5.60556e+08 565
1.61285e+10 5.09556e+08 2.42585e+07 4.14109e+08 2.97691e+08 1.00386e+08 1.33901e+09 6.42652e+07 1.25149e+09 8.50804e+08 6.39673e+08 125
2.61696e+10 4.86682e+08 1.67373e+07 4.02633e+08 2.40619e+08 8.36737e+07 1.01658e+09 3.76847e+07 8.53413e+08 7.89499e+08 3.22537e+08 198
4.14684e+10 4.98236e+08 1.01409e+07 4.00439e+08 3.08964e+08 8.24583e+07 9.47147e+08 1.94001e+07 8.53413e+08 5.55505e+08 3.22537e+08 497
6.44682e+10 5.0472e+08 6.79558e+06 4.03668e+08 2.98078e+08 8.47085e+07 9.8724e+08 1.50609e+07 8.53413e+08 6.33798e+08 3.22537e+08 1045
1.0152e+11 5.34344e+08 6.26569e+06 4.67033e+08 3.06061e+08 1.47129e+08 1.01616e+09 1.25452e+07 8.53413e+08 7.11799e+08 3.22537e+08 1585
1.60104e+11 5.75285e+08 6.3256e+06 4.79814e+08 3.6017e+08 1.5991e+08 1.02917e+09 1.1046e+07 9.3351e+08 6.31703e+08 4.02633e+08 2199
2.51568e+11 6.34633e+08 6.87375e+06 5.32304e+08 4.1805e+08 2.10612e+08 1.06228e+09 1.12156e+07 9.3351e+08 7.09403e+08 4.02633e+08 2492
3.9871e+11 6.68692e+08 7.19548e+06 5.57248e+08 4.56126e+08 2.34711e+08 1.10171e+09 1.1235e+07 9.3351e+08 7.86793e+08 4.02633e+08 2626
6.24458e+11 7.36213e+08 8.82136e+06 6.15082e+08 5.00385e+08 2.43773e+08 1.13152e+09 1.29464e+07 9.56335e+08 8.41039e+08 4.25459e+08 2233
9.78765e+11 7.87106e+08 1.15638e+07 6.52126e+08 5.99364e+08 2.70135e+08 1.16877e+09 1.64817e+07 1.01337e+09 7.84001e+08 4.82497e+08 1528
1.54051e+12 8.98289e+08 1.71865e+07 7.61983e+08 6.52788e+08 3.63906e+08 1.13083e+09 2.03056e+07 1.01337e+09 7.84001e+08 4.82497e+08 956
2.45405e+12 9.7681e+08 2.74657e+07 8.39574e+08 7.25639e+08 4.35906e+08 1.15673e+09 3.05459e+07 1.01337e+09 7.84001e+08 4.49746e+08 464
3.79048e+12 1.13145e+09 4.52864e+07 1.00112e+09 8.73001e+08 5.1862e+08 1.02967e+09 4.2268e+07 8.53413e+08 8.6689e+08 4.03668e+08 219
6.01996e+12 1.35962e+09 8.14215e+07 1.17237e+09 1.05405e+09 6.92559e+08 9.69569e+08 5.76515e+07 8.53413e+08 6.33798e+08 4.03668e+08 87
1.01949e+13 1.72145e+09 1.53526e+08 1.72789e+09 5.96887e+08 9.43891e+08 8.55736e+08 7.9935e+07 6.92559e+08 5.58931e+08 2.42813e+08 32
1.44731e+13 1.46667e+09 3.57602e+08 8.53413e+08 1.81706e+09 4.03668e+08 7.23812e+08 1.18459e+08 6.11817e+08 4.81181e+08 1.62071e+08 10
2.28665e+13 1.36101e+09 3.06822e+08 1.02774e+09 6.24804e+08 1.91566e+08 1.02554e+09 2.43456e+08 6.92559e+08 8.72654e+08 2.11245e+08 7
6.175e+13 6.92559e+08 6.92559e+08 6.92559e+08 0 0 4.79814e+08 4.79814e+08 4.79814e+08 0 0 1
