#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
47.5339 1 0 4.29012e+08 2.61653e+06 0 9.41735e+08 0 0.437075 0.000582219 0.438614 0.122824 0.135982 0.715727 0.000425454 0.721743 0.0847967 0.0949001 0.92927 0.000215084 0.943106 0.0237276 0.05013 50167
63.2773 1 0 5.98969e+08 3.11616e+06 4.93943e+08 7.88209e+08 4.93943e+08 0.370406 0.000483427 0.371543 0.10372 0.119288 0.681552 0.00035105 0.685307 0.0738811 0.0805992 0.908227 0.000245339 0.926091 0.0291702 0.0741286 52909
80.1082 1 0 9.07359e+08 3.62924e+06 7.1696e+08 1.02505e+09 7.1696e+08 0.368363 0.000401493 0.368418 0.0938772 0.103072 0.655796 0.000304006 0.657809 0.0723961 0.0771868 0.879418 0.000270039 0.899722 0.0425736 0.0945731 65405
99.8249 1 0 1.25241e+09 4.34676e+06 9.41735e+08 1.38435e+09 9.41735e+08 0.388245 0.000360424 0.387918 0.084347 0.0914637 0.637431 0.000287737 0.63842 0.0713407 0.074456 0.845302 0.000295344 0.859251 0.0644427 0.0963163 70833
125.197 1 0 1.66331e+09 5.92528e+06 1.28215e+09 1.75756e+09 7.88209e+08 0.408175 0.000359289 0.407518 0.0761803 0.0797796 0.604604 0.000310915 0.601639 0.0723048 0.0673132 0.794484 0.000365044 0.802361 0.0838097 0.100625 58147
157.414 1 0 2.1897e+09 8.60578e+06 1.63211e+09 2.37825e+09 1.02688e+09 0.389505 0.000359572 0.38934 0.0640834 0.0683001 0.542278 0.000365644 0.536168 0.0754231 0.0641846 0.731829 0.00050124 0.736065 0.105841 0.11388 42036
197.893 1 0 2.84302e+09 1.26299e+07 2.32608e+09 2.77602e+09 1.49696e+09 0.347128 0.000387348 0.3462 0.0586668 0.0604759 0.47742 0.000461315 0.468808 0.0796461 0.0630554 0.671685 0.000719051 0.670024 0.135264 0.128648 28355
248.64 1 0 3.55053e+09 1.84038e+07 3.03971e+09 3.18711e+09 1.98493e+09 0.303258 0.000460047 0.302194 0.0558644 0.0570475 0.419781 0.000587932 0.411503 0.0765167 0.0621463 0.616855 0.00100573 0.608141 0.152837 0.129324 17259
312.581 1 0 4.12952e+09 2.61084e+07 3.76585e+09 3.1282e+09 2.3865e+09 0.266674 0.000545488 0.264941 0.0515496 0.0496613 0.373674 0.000734366 0.368639 0.0690872 0.0634616 0.56385 0.00135374 0.551598 0.146148 0.119872 9697
393.148 1 0 4.50055e+09 3.551e+07 4.25596e+09 2.88765e+09 2.39794e+09 0.238071 0.00066928 0.236209 0.045581 0.0448468 0.340156 0.000946421 0.337323 0.0634739 0.0631928 0.521177 0.00170465 0.512097 0.116382 0.104082 5043
493.518 1 0 4.52575e+09 4.7056e+07 4.37915e+09 2.26487e+09 2.2879e+09 0.219271 0.000860183 0.216062 0.0412447 0.0355345 0.318425 0.00115865 0.318349 0.0522233 0.0561207 0.493814 0.00197872 0.494911 0.0748166 0.0883107 2439
619.299 1 0 4.41653e+09 6.49141e+07 4.25596e+09 1.97085e+09 1.81187e+09 0.204095 0.00109996 0.201723 0.0317928 0.0289045 0.304545 0.00153148 0.304318 0.0415375 0.04491 0.478705 0.00241144 0.478601 0.0590859 0.0645769 1073
779.852 1 0 4.20903e+09 9.94198e+07 4.01036e+09 1.79925e+09 1.68427e+09 0.188968 0.00133919 0.188222 0.0270125 0.0258819 0.291336 0.00196066 0.293308 0.0331224 0.0370319 0.476325 0.00367531 0.478862 0.0548667 0.0543062 428
971.95 1 0 3.60843e+09 1.29649e+08 3.64403e+09 1.35437e+09 1.66959e+09 0.18865 0.00183003 0.187887 0.0240576 0.0210635 0.290567 0.00283398 0.291112 0.0339902 0.0327708 0.483735 0.00438823 0.483225 0.0569336 0.0468807 148
1215.18 1 0 3.01907e+09 2.05611e+08 3.03971e+09 1.21626e+09 1.75756e+09 0.180386 0.00466183 0.176671 0.0231515 0.0165382 0.290722 0.00973435 0.278119 0.0343456 0.0213365 0.505243 0.00774762 0.503447 0.0383942 0.0433715 37
1622.9 1 0 1.9987e+09 1.28174e+09 3.28045e+09 0 2.56349e+09 0.18198 0.00013265 0.182113 0 0.0002653 0.292224 0.00232536 0.294549 0 0.00465071 0.52104 0.015085 0.536125 0 0.0301699 2
