#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=1.002310 (z=-0.002305)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 2.45 - 2.61667
#HM    Stats: 9.614710e+12 (median) + 5.694090e+12  / - 2.798530e+12
#SM    Stats: 1.101270e+11 (median) + 6.252301e+10  / - 4.221330e+10
#ObsSM Stats: 1.105150e+11 (median) + 6.754200e+10  / - 4.484110e+10
#VMP   Stats: 3.167700e+02 (median) + 4.931000e+01  / - 2.656000e+01
#ICL   Stats: 3.804830e+09 (median) + 1.048947e+10  / - 2.571410e+09
#SSFR  Stats: 5.141634e-11 (median) + 9.947653e-11  / - 3.589791e-11
sfh 0.055623 0 0 0 #avg: 6.39793e-06; avg_err: 6.39793e-06; sd: 0.000338244; counts: 2796
sfh 0.060123 0 0 0 #avg: 0.000306993; avg_err: 8.85118e-05; sd: 0.00467942; counts: 2796
sfh 0.062373 0 0 0 #avg: 0.00232062; avg_err: 0.000427991; sd: 0.0226269; counts: 2796
sfh 0.064623 0 0 0 #avg: 0.00683131; avg_err: 0.00112909; sd: 0.0596924; counts: 2796
sfh 0.066873 0 0 0 #avg: 0.0198561; avg_err: 0.00254214; sd: 0.134397; counts: 2796
sfh 0.069123 0 0 0 #avg: 0.0397471; avg_err: 0.00407355; sd: 0.21536; counts: 2796
sfh 0.071373 0 0.0405461 0 #avg: 0.0683001; avg_err: 0.0055261; sd: 0.292152; counts: 2796
sfh 0.073623 0 0.0975565 0 #avg: 0.098327; avg_err: 0.0072094; sd: 0.381145; counts: 2796
sfh 0.075873 0 0.17459 0 #avg: 0.140009; avg_err: 0.00941542; sd: 0.497772; counts: 2796
sfh 0.078123 0.0129895 0.271592 0.0129895 #avg: 0.196223; avg_err: 0.0117046; sd: 0.618794; counts: 2796
sfh 0.080373 0.0394919 0.372558 0.0394919 #avg: 0.270675; avg_err: 0.0253732; sd: 1.34142; counts: 2796
sfh 0.082623 0.0810109 0.426711 0.0810109 #avg: 0.315044; avg_err: 0.0207282; sd: 1.09585; counts: 2796
sfh 0.085998 0.157033 0.563281 0.150536 #avg: 0.455503; avg_err: 0.0229636; sd: 1.21404; counts: 2796
sfh 0.089373 0.243377 0.710537 0.21557 #avg: 0.612199; avg_err: 0.0358691; sd: 1.89632; counts: 2796
sfh 0.092748 0.350573 0.871317 0.283269 #avg: 0.768963; avg_err: 0.0315118; sd: 1.66596; counts: 2796
sfh 0.096123 0.486726 1.00481 0.364183 #avg: 0.956667; avg_err: 0.0353788; sd: 1.8704; counts: 2796
sfh 0.099498 0.626071 1.22039 0.445967 #avg: 1.1865; avg_err: 0.0415369; sd: 2.19597; counts: 2796
sfh 0.102873 0.785178 1.39776 0.528081 #avg: 1.4567; avg_err: 0.0507072; sd: 2.68078; counts: 2796
sfh 0.106248 0.966445 1.61717 0.637104 #avg: 1.71681; avg_err: 0.0563168; sd: 2.97734; counts: 2796
sfh 0.109623 1.14003 1.85173 0.715984 #avg: 1.99592; avg_err: 0.0634444; sd: 3.35416; counts: 2796
sfh 0.112998 1.32683 2.1775 0.822437 #avg: 2.28261; avg_err: 0.0664773; sd: 3.51451; counts: 2796
sfh 0.116373 1.52535 2.4733 0.952017 #avg: 2.65798; avg_err: 0.0857863; sd: 4.53533; counts: 2796
sfh 0.119748 1.69264 2.70915 1.04998 #avg: 3.04538; avg_err: 0.106668; sd: 5.63931; counts: 2796
sfh 0.123123 1.8839 3.35444 1.1849 #avg: 3.48864; avg_err: 0.161157; sd: 8.51999; counts: 2796
sfh 0.126498 2.08499 3.51442 1.258 #avg: 3.8028; avg_err: 0.17528; sd: 9.26664; counts: 2796
sfh 0.129873 2.29784 3.9411 1.41994 #avg: 4.13256; avg_err: 0.148033; sd: 7.82618; counts: 2796
sfh 0.133248 2.49163 4.05842 1.52204 #avg: 4.33441; avg_err: 0.131538; sd: 6.9541; counts: 2796
sfh 0.136623 2.67831 4.60091 1.60221 #avg: 4.68687; avg_err: 0.136689; sd: 7.22643; counts: 2796
sfh 0.141685 3.0201 5.19709 1.84026 #avg: 5.18503; avg_err: 0.143291; sd: 7.57546; counts: 2796
sfh 0.146748 3.35713 5.84209 2.03485 #avg: 5.71559; avg_err: 0.159561; sd: 8.43565; counts: 2796
sfh 0.15181 3.77658 6.06533 2.32754 #avg: 6.35818; avg_err: 0.177308; sd: 9.37387; counts: 2796
sfh 0.156873 3.99583 7.05207 2.41965 #avg: 7.06419; avg_err: 0.215182; sd: 11.3762; counts: 2796
sfh 0.161935 4.3847 7.6198 2.73664 #avg: 7.42113; avg_err: 0.192484; sd: 10.1762; counts: 2796
sfh 0.166998 4.69282 8.33878 2.86231 #avg: 8.06981; avg_err: 0.208441; sd: 11.0198; counts: 2796
sfh 0.17206 5.08662 8.82738 3.16248 #avg: 8.94481; avg_err: 0.256905; sd: 13.582; counts: 2796
sfh 0.177123 5.64915 9.65775 3.53743 #avg: 9.91785; avg_err: 0.3036; sd: 16.0506; counts: 2796
sfh 0.182185 6.07941 10.6073 3.88223 #avg: 11.1019; avg_err: 0.376563; sd: 19.908; counts: 2796
sfh 0.187248 6.47787 11.7652 4.17817 #avg: 12.0172; avg_err: 0.381452; sd: 20.1665; counts: 2796
sfh 0.19231 6.86369 13.2679 4.36347 #avg: 13.1179; avg_err: 0.410223; sd: 21.6876; counts: 2796
sfh 0.197373 7.45985 14.5159 4.84445 #avg: 13.7696; avg_err: 0.407927; sd: 21.5662; counts: 2796
sfh 0.202435 7.9755 15.3405 5.26127 #avg: 14.7398; avg_err: 0.415921; sd: 21.9888; counts: 2796
sfh 0.207498 8.40786 16.0535 5.50972 #avg: 15.8277; avg_err: 0.458167; sd: 24.2223; counts: 2796
