#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
47.5337 0.0880016 0.0922578 0.00136864 0 0 0 0.0471907 0.000224776 0.0315184 0.0544932 0.025861 49340
63.2761 0.152234 0.167121 0.00180999 0 0 0 0.0599587 0.000257829 0.0409735 0.0691034 0.028114 52058
80.1037 0.258638 0.300394 0.00216078 0 1 0 0.0904994 0.000319019 0.0681803 0.0954625 0.047173 64422
99.8133 0.395105 0.495574 0.00261082 0 1 0 0.131438 0.000392042 0.107667 0.125013 0.0758607 69822
125.198 0.546258 0.758397 0.0034785 1 1 1 0.185743 0.000521607 0.165743 0.146529 0.105141 57222
157.412 0.702549 1.10136 0.00466856 1 1 1 0.262651 0.000699913 0.249128 0.164232 0.135967 41395
197.885 0.810572 1.41396 0.0061004 1 1 1 0.36593 0.000919001 0.364229 0.163633 0.161328 27942
248.64 0.836379 1.5364 0.00809438 1 2 1 0.484239 0.00117034 0.495124 0.146526 0.171991 17021
312.561 0.781492 1.37539 0.0107871 1 1 1 0.601797 0.001408 0.618759 0.120809 0.156836 9574
393.133 0.664122 1.05826 0.0140505 1 1 1 0.692994 0.00171423 0.715117 0.0922921 0.140084 4978
493.382 0.499792 0.718451 0.0178191 0 2 0 0.761237 0.0020177 0.781455 0.0676427 0.107612 2401
619.153 0.39414 0.507561 0.022024 0 1 0 0.801774 0.0025145 0.818621 0.0551025 0.0879812 1058
779.116 0.308789 0.368171 0.0296964 0 1 0 0.839037 0.00321271 0.852306 0.0459416 0.0709022 421
971.935 0.315068 0.39726 0.0536609 0 1 0 0.841579 0.00518089 0.856656 0.0402305 0.072093 146
1214.32 0.27027 0.351351 0.104092 0 1 0 0.863926 0.0137693 0.881739 0.031067 0.0484837 37
1622.9 0.5 0.5 0.5 1 0 1 0.881438 0.0171494 0.898587 0 0.0342988 2
