#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.31416e+07 0.999649 0.000350508 1.66107e+08 6.10068e+06 0 5.30876e+08 0 0.190461 0.00107466 0.179364 0.0638333 0.0418728 0.301741 0.00117762 0.306273 0.0590872 0.0711074 0.424127 0.000633501 0.429586 0.025318 0.0360817 2853
1.59827e+08 1 0 2.43982e+08 8.79718e+06 0 6.11817e+08 0 0.196547 0.00126435 0.186185 0.0637247 0.0440656 0.31312 0.00129858 0.31798 0.0534043 0.0652856 0.426124 0.000734681 0.432263 0.0245782 0.0383007 2142
2.52624e+08 0.999592 0.00040833 2.71257e+08 8.40768e+06 0 6.92559e+08 0 0.199569 0.00117541 0.190353 0.0644066 0.0458091 0.318012 0.00114564 0.322417 0.0521952 0.0626398 0.428559 0.000676703 0.435707 0.0232714 0.0410587 2449
3.97867e+08 0.999645 0.000355114 3.25993e+08 8.93465e+06 0 7.73094e+08 0 0.204427 0.00106473 0.196735 0.0639151 0.0474795 0.323632 0.00103682 0.32811 0.0499681 0.0597887 0.429369 0.000643418 0.436369 0.0248657 0.0395962 2816
6.35113e+08 0.998686 0.000656922 3.82503e+08 9.1376e+06 0 9.3351e+08 0 0.210646 0.00103519 0.202488 0.064349 0.0472812 0.331827 0.000979211 0.337773 0.0465096 0.0623235 0.432613 0.000625723 0.439542 0.0245275 0.0401998 3043
1.00193e+09 0.998797 0.000601052 4.47398e+08 9.77575e+06 0 1.01337e+09 0 0.217145 0.000978744 0.210999 0.0631919 0.0494681 0.339003 0.000922391 0.343742 0.0482067 0.0593016 0.43479 0.000640054 0.442862 0.0254471 0.0424537 3326
1.58675e+09 0.999092 0.000524228 5.47609e+08 1.08041e+07 4.49746e+08 7.22627e+08 4.49746e+08 0.223688 0.00096944 0.218278 0.0623395 0.0510601 0.345504 0.000906976 0.350398 0.0466594 0.0569941 0.435191 0.000664698 0.443816 0.0268094 0.0453988 3303
2.52271e+09 0.999709 0.000290698 6.30463e+08 1.19161e+07 5.30876e+08 7.99465e+08 5.30876e+08 0.232105 0.000971475 0.226488 0.0616689 0.0512102 0.355 0.000934278 0.360387 0.0487483 0.0598026 0.43603 0.000704338 0.447024 0.0259756 0.0498574 3440
3.97134e+09 0.999428 0.000404581 7.19322e+08 1.27153e+07 6.11817e+08 8.67697e+08 6.11817e+08 0.240938 0.000959987 0.237379 0.0616635 0.0535895 0.361718 0.000923489 0.370672 0.0438496 0.0671006 0.434731 0.000740987 0.446229 0.0277626 0.0522805 3495
6.35032e+09 0.999436 0.000399101 8.56508e+08 1.39852e+07 6.92559e+08 1.02774e+09 6.92559e+08 0.247569 0.000961997 0.244159 0.0604051 0.0552576 0.362936 0.000926705 0.371254 0.0458916 0.0638832 0.430154 0.000791228 0.443558 0.0287689 0.0595285 3543
1.00078e+10 0.999738 0.000262192 9.71852e+08 1.47372e+07 7.73094e+08 1.10102e+09 7.73094e+08 0.255392 0.000955224 0.253389 0.0606719 0.0595563 0.363562 0.000910571 0.373541 0.044731 0.0674822 0.424098 0.000825646 0.438423 0.0319147 0.0641195 3814
1.5904e+10 0.999751 0.00024919 1.13175e+09 1.54689e+07 9.3351e+08 1.24413e+09 9.3351e+08 0.258614 0.000939255 0.255632 0.0638627 0.0581847 0.356377 0.000906698 0.364873 0.0487268 0.0682877 0.412921 0.000870679 0.426182 0.0384979 0.0703491 4013
2.50905e+10 0.999523 0.000337239 1.23641e+09 1.55249e+07 1.01337e+09 1.31382e+09 1.01337e+09 0.258631 0.000891383 0.256222 0.061304 0.0567296 0.347498 0.000903132 0.356301 0.0498376 0.0708212 0.402294 0.000898166 0.414133 0.044833 0.0723384 4193
3.97244e+10 0.999755 0.000245218 1.3792e+09 1.63791e+07 1.17237e+09 1.37657e+09 7.22627e+08 0.256757 0.00090243 0.256156 0.0603569 0.0593496 0.335146 0.000909382 0.342349 0.0515573 0.0688817 0.388088 0.000945393 0.399277 0.0492689 0.0749251 4078
6.19448e+10 0.999371 0.000444791 1.47553e+09 1.88317e+07 1.33034e+09 1.29158e+09 8.80596e+08 0.25159 0.000980212 0.248179 0.0617719 0.0540587 0.321654 0.00102922 0.32628 0.0544128 0.0677998 0.375447 0.0010962 0.384432 0.0549638 0.074906 3179
9.73861e+10 0.999396 0.00060423 1.59065e+09 2.71422e+07 1.40454e+09 1.5049e+09 8.73667e+08 0.246336 0.00128337 0.243998 0.0555433 0.0524206 0.310164 0.00135756 0.312329 0.0523669 0.0618193 0.36526 0.00149459 0.370962 0.0569282 0.0715195 1655
1.49275e+11 0.998145 0.00185529 1.80883e+09 4.81265e+07 1.7203e+09 1.33014e+09 1.10849e+09 0.237372 0.00207172 0.234107 0.0529616 0.0447855 0.2994 0.00239745 0.298606 0.0534217 0.0535299 0.35678 0.00266407 0.357179 0.0627032 0.0649077 539
