#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
42.4099 0.0754717 0.0789022 0.0116903 0 0 0 0.0901969 0.00528938 0.0422349 0.124068 0.0332485 583
64.3755 0.00655738 0.00655738 0.0032706 0 0 0 0.0301573 0.00187541 0.0125978 0.0417518 0.00428211 610
81.0836 0.00642261 0.00642261 0.00202512 0 0 0 0.0361973 0.000904481 0.0244816 0.045369 0.0164162 1557
101.658 0.0189515 0.0189515 0.00213943 0 0 0 0.0485729 0.000743482 0.037721 0.0516655 0.0297524 4063
127.313 0.0459577 0.046078 0.00230601 0 0 0 0.0691629 0.000672341 0.0538033 0.074047 0.0455699 8312
159.351 0.101783 0.104354 0.00281461 0 0 0 0.107842 0.000761222 0.0857584 0.107296 0.06228 12448
199.472 0.204609 0.213489 0.00369297 0 1 0 0.171006 0.000952176 0.15469 0.133092 0.100886 13626
249.819 0.30264 0.325573 0.00479782 0 1 0 0.264296 0.00126285 0.25642 0.152207 0.138035 11555
313.001 0.337264 0.368083 0.00629085 0 1 0 0.375204 0.00170745 0.380731 0.147945 0.162749 7463
393.147 0.294758 0.318002 0.00810126 0 1 0 0.483384 0.00226076 0.496185 0.131296 0.166809 4044
493.493 0.210946 0.22634 0.0108376 0 1 0 0.574582 0.00295963 0.592151 0.0987918 0.140653 1754
617.79 0.146199 0.153509 0.0145485 0 0 0 0.638013 0.00433684 0.656292 0.0887388 0.133083 684
781.126 0.105991 0.115207 0.0236063 0 0 0 0.685704 0.00672421 0.697322 0.0866985 0.120397 217
960.747 0.0769231 0.0769231 0.043227 0 0 0 0.744242 0.0109599 0.769262 0.0334543 0.106846 39
1164.59 0 0 0 0 0 0 0.757488 0.0472053 0.804694 0 0.0944107 2
1455.08 0 0 0 0 0 0 0.747275 0.00309205 0.750367 0 0.0061841 2
