#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.72731e+07 0.0016852 0.00170213 5.16451e-05 0 0 0 0.000841172 9.85906e-06 0 0 0 649775
1.57219e+08 0.00385787 0.003887 0.000127891 0 0 0 0.00164317 2.31026e-05 0 0 0 240288
2.49022e+08 0.00609839 0.00616088 0.000180384 0 0 0 0.00250421 3.30715e-05 0 0 0 192018
3.94093e+08 0.00997289 0.0101048 0.000260224 0 0 0 0.00376391 4.71737e-05 0 0 0 151611
6.24786e+08 0.0141986 0.0143764 0.000350689 0 0 0 0.00535656 6.51413e-05 0 0 0 118110
9.90164e+08 0.0208272 0.0213171 0.000487654 0 0 0 0.00748864 9.03422e-05 0 0 0 91851
1.5699e+09 0.0291557 0.0296858 0.000645464 0 0 0 0.0104482 0.000125584 0 0.0146698 0 71684
2.48928e+09 0.0398241 0.040732 0.000853191 0 0 0 0.0141231 0.000170888 0 0.0155885 0 56172
3.95099e+09 0.056569 0.0581447 0.00113372 0 0 0 0.018959 0.000225801 0 0.0308935 0 45060
6.2713e+09 0.0768029 0.0796045 0.00145815 0 0 0 0.0249602 0.000295104 0 0.0505245 0 37121
9.95548e+09 0.102303 0.106241 0.00178654 0 0 0 0.0331376 0.000372916 0 0.0740535 0 32257
1.57629e+10 0.129188 0.134815 0.00213585 0 0 0 0.0409789 0.000444636 0 0.0949196 0 28083
2.49142e+10 0.156353 0.164281 0.00253007 0 0 0 0.0501033 0.000530939 0.00770664 0.109423 0.00770664 23965
3.92708e+10 0.169957 0.177619 0.00293448 0 1 0 0.0559285 0.000624722 0.0146888 0.114887 0.0146888 18793
6.17613e+10 0.178586 0.189189 0.00373456 0 1 0 0.0594497 0.000781277 0.0149334 0.120045 0.0149334 12543
9.65986e+10 0.176194 0.184291 0.00519342 0 1 0 0.0639406 0.00117602 0.0151346 0.131471 0.0151346 6175
1.51127e+11 0.17186 0.177702 0.0087674 0 1 0 0.0698788 0.00209951 0.0283425 0.133952 0.0283425 2054
2.35091e+11 0.175182 0.180049 0.0195912 0 1 0 0.0694735 0.00451395 0.0292685 0.126393 0.0292685 411
3.67569e+11 0.261905 0.285714 0.078352 0 1 0 0.0853378 0.0161999 0.0579782 0.147109 0.0579782 42
5.75947e+11 0 0 0 0 0 0 0.0334059 0.0334059 0 0.100218 0 3
