#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.92325e+07 0.156809 0.173635 0.00336536 0 0 0 0.057412 0.00046753 0.0391363 0.0677631 0.0264663 15809
1.58456e+08 0.189583 0.219617 0.00546343 0 1 0 0.0649586 0.000723052 0.0460732 0.0755365 0.0333636 7891
2.51133e+08 0.211118 0.241032 0.00570593 0 1 0 0.0701591 0.0007941 0.0478197 0.0832545 0.0350613 7555
3.97701e+08 0.243572 0.284404 0.00616634 0 1 0 0.0762053 0.00084217 0.0549333 0.0866098 0.0421508 7739
6.31167e+08 0.259146 0.310516 0.00647957 0 1 0 0.0848993 0.00089108 0.0629416 0.0926891 0.0498648 7845
1.00013e+09 0.293552 0.350724 0.00673298 0 1 0 0.0910838 0.000938398 0.0655485 0.102671 0.0447786 7801
1.58121e+09 0.330543 0.414741 0.00735396 0 1 0 0.0977286 0.000970507 0.0726409 0.106448 0.0517313 8005
2.51199e+09 0.367609 0.467103 0.00770592 0 1 0 0.110178 0.00103294 0.0865053 0.111846 0.0651972 8101
3.98847e+09 0.399086 0.524176 0.00805437 0 1 0 0.1227 0.00111093 0.0975558 0.122884 0.0683028 8314
6.30314e+09 0.449383 0.609379 0.00852557 0 1 0 0.139079 0.00120222 0.113011 0.132791 0.07793 8594
1.00284e+10 0.493544 0.694857 0.00875263 0 2 0 0.158285 0.00123865 0.132434 0.143931 0.089589 9294
1.59177e+10 0.557881 0.804761 0.00857233 1 1 1 0.184487 0.00128526 0.157968 0.158728 0.103578 10418
2.52093e+10 0.603202 0.895099 0.00861442 1 1 1 0.212874 0.00133192 0.190384 0.167672 0.119758 11182
3.97486e+10 0.627342 0.942778 0.00842819 1 1 1 0.242563 0.00133747 0.223261 0.174921 0.133229 11901
6.25777e+10 0.639454 0.950064 0.00867428 1 1 1 0.270704 0.00139913 0.260159 0.16527 0.144711 10914
9.83007e+10 0.604779 0.876021 0.00977969 1 1 1 0.288514 0.00156949 0.279651 0.158605 0.140934 8203
1.54549e+11 0.547522 0.746192 0.0119558 1 1 1 0.311427 0.00190511 0.307163 0.134615 0.128738 4661
2.44552e+11 0.495464 0.641469 0.0156523 0 1 0 0.317887 0.00234742 0.31626 0.11408 0.11276 2315
3.8255e+11 0.391906 0.480298 0.0218469 0 1 0 0.322336 0.00312877 0.32047 0.0966194 0.0963177 939
6.10782e+11 0.363636 0.429467 0.0347025 0 1 0 0.314471 0.00488796 0.3141 0.082817 0.0828831 319
9.61329e+11 0.323077 0.338462 0.0630816 0 1 0 0.28612 0.0107618 0.287415 0.0809194 0.096733 65
1.40469e+12 0.285714 0.285714 0.184428 0 1 0 0.273366 0.0164097 0.297637 0.00755811 0.065854 7
