#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.32579e+09 0.000140176 1.43056e-05 1.24849e+06 44651 0 0 0 0.366548 0.000133493 0.363335 0.114148 0.116172 0.51274 0.000104509 0.52672 0.0648701 0.0903248 0.634233 3.44573e-05 0.641286 0.0141011 0.0259971 684854
1.57955e+10 0.000148927 1.98997e-05 1.81162e+06 64891.1 0 0 0 0.304294 0.000163229 0.294395 0.10623 0.0924718 0.488074 0.000135753 0.499524 0.065103 0.0881152 0.630305 4.0701e-05 0.636006 0.0151341 0.0260422 376024
2.48763e+10 0.000243622 2.75815e-05 4.79453e+06 117283 0 0 0 0.282626 0.000171939 0.268385 0.107927 0.081901 0.487364 0.00013924 0.496516 0.0647764 0.0837231 0.631193 4.00179e-05 0.636051 0.0148025 0.0242043 320168
3.92387e+10 0.000614261 4.99726e-05 1.25707e+07 220623 0 0 0 0.2735 0.000183328 0.260409 0.0986401 0.0755334 0.496083 0.000138802 0.502806 0.0582641 0.0718739 0.632845 4.12906e-05 0.637131 0.0135802 0.0218365 245824
6.22505e+10 0.00142719 8.91362e-05 3.07941e+07 418204 0 0 0 0.276947 0.000198866 0.26729 0.0882085 0.0726823 0.503304 0.000140819 0.507922 0.0523461 0.0621468 0.633399 4.68362e-05 0.637569 0.0128851 0.0207472 179373
9.82609e+10 0.00228792 0.000136573 6.01109e+07 721715 0 0 0 0.294403 0.000233283 0.28755 0.0816801 0.0729959 0.511114 0.000155929 0.514901 0.0490208 0.0572951 0.633967 5.84441e-05 0.638589 0.0123526 0.0207905 122382
1.55146e+11 0.00424267 0.000238921 1.12722e+08 1.30422e+06 0 0 0 0.318794 0.000292672 0.313279 0.0769438 0.0713135 0.521195 0.000190568 0.525246 0.0453485 0.0545855 0.634753 8.03036e-05 0.640108 0.011764 0.0211194 74010
2.45667e+11 0.00728676 0.000415041 2.00284e+08 2.36248e+06 0 4.98898e+08 0 0.345574 0.000372367 0.341997 0.0721363 0.0692555 0.529495 0.000244323 0.534075 0.0428857 0.0524477 0.633632 0.00012076 0.640086 0.0120978 0.0231987 41994
3.89022e+11 0.0112761 0.000692715 3.27652e+08 4.10834e+06 0 8.2727e+08 0 0.364745 0.00048327 0.362473 0.0687414 0.0683195 0.524429 0.000340897 0.528369 0.0450467 0.0533938 0.626157 0.000209464 0.635253 0.0152113 0.0320628 23235
6.14456e+11 0.0155338 0.00112115 4.95587e+08 7.0481e+06 0 1.16253e+09 0 0.36964 0.000666233 0.367608 0.067513 0.067858 0.504835 0.000523751 0.507003 0.0525178 0.0578753 0.611396 0.000382854 0.62353 0.0226319 0.0474458 12167
9.73192e+11 0.024558 0.00198054 7.14552e+08 1.19362e+07 4.14861e+08 1.14556e+09 4.14861e+08 0.35759 0.000946775 0.354991 0.0676079 0.0661419 0.476257 0.000814683 0.474673 0.0623704 0.0602915 0.591815 0.000697032 0.607076 0.0328931 0.0697014 6108
