#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.1539e+09 0.00583665 4.04061e-05 8.88898e+06 53726.9 0 0 0 0.568124 7.55202e-05 0.563525 0.149252 0.128321 0.804635 5.07073e-05 0.817527 0.0785328 0.101946 0.962423 1.84479e-05 0.970753 0.0158085 0.0286949 3554093
1.56713e+10 0.00855007 7.42238e-05 1.22021e+07 90587.9 0 0 0 0.463593 0.000103083 0.466019 0.116049 0.125655 0.752669 7.17907e-05 0.762489 0.0733015 0.0925865 0.948765 2.75836e-05 0.956306 0.020453 0.0343282 1538701
2.47199e+10 0.0130292 0.000109593 1.94298e+07 140222 0 0 0 0.424123 0.000120973 0.428356 0.113458 0.133402 0.740208 8.03236e-05 0.748158 0.070098 0.0862742 0.943276 3.25148e-05 0.949911 0.0224935 0.0347346 1070669
3.91128e+10 0.0197806 0.000163977 3.25348e+07 227041 0 0 0 0.412142 0.00014238 0.415792 0.110446 0.128764 0.731159 8.96638e-05 0.735511 0.0679015 0.0775468 0.937426 4.00836e-05 0.943359 0.0241883 0.0351107 721109
6.20344e+10 0.0299119 0.000246109 5.77341e+07 383115 0 0 0 0.416944 0.000162047 0.419047 0.101562 0.112999 0.720862 0.000105185 0.723094 0.0667985 0.0732101 0.930868 5.26894e-05 0.936622 0.0262661 0.0356974 479073
9.84059e+10 0.0455105 0.000371143 1.01607e+08 640919 0 0 0 0.428617 0.000179021 0.427744 0.0927227 0.0937124 0.711598 0.000128969 0.712766 0.0679624 0.0718796 0.922883 7.36788e-05 0.929392 0.0288444 0.0380231 315356
1.56071e+11 0.0738453 0.000571098 1.84588e+08 1.07283e+06 0 4.15602e+08 0 0.440506 0.000198109 0.436827 0.0868714 0.0807986 0.700404 0.00016087 0.700671 0.0706239 0.0723035 0.909657 0.000109743 0.918515 0.0334678 0.0455229 209695
2.47403e+11 0.115735 0.000853196 3.25959e+08 1.75479e+06 0 7.50252e+08 0 0.448615 0.000225425 0.443444 0.0841495 0.0738937 0.682186 0.000203138 0.680366 0.0759065 0.0729361 0.886787 0.000171725 0.900201 0.0420861 0.06784 140589
3.91878e+11 0.175609 0.00124602 5.50607e+08 2.79705e+06 0 1.18919e+09 0 0.45056 0.000264795 0.446022 0.0807683 0.0717225 0.653071 0.000264735 0.648341 0.0843903 0.074468 0.852057 0.000271048 0.871258 0.0564536 0.103465 93247
6.21178e+11 0.23998 0.00170629 8.42868e+08 4.24436e+06 5.00305e+08 1.2268e+09 5.00305e+08 0.441342 0.000311688 0.43672 0.0787188 0.0684541 0.615945 0.000348947 0.607855 0.0946748 0.0766883 0.812567 0.000402759 0.832645 0.077987 0.130068 62647
9.84252e+11 0.326909 0.00231264 1.21763e+09 6.30864e+06 8.29125e+08 1.49696e+09 8.29125e+08 0.418719 0.000373693 0.414533 0.0760631 0.0677006 0.572815 0.000461205 0.560201 0.105579 0.0762225 0.770609 0.000597264 0.787346 0.10766 0.154632 41143
1.55808e+12 0.414332 0.00299863 1.69379e+09 9.54867e+06 1.16825e+09 1.99165e+09 7.96072e+08 0.390634 0.000455298 0.386858 0.0740955 0.0669833 0.532505 0.000622095 0.516041 0.114931 0.0783823 0.734879 0.000862608 0.748484 0.138068 0.177138 26988
2.4676e+12 0.511739 0.00367655 2.24415e+09 1.40767e+07 1.62642e+09 2.5066e+09 1.0308e+09 0.360847 0.000532733 0.357816 0.0718618 0.0671682 0.49997 0.000841578 0.476269 0.133949 0.0802365 0.707007 0.00118881 0.717936 0.168573 0.199303 18486
3.92374e+12 0.599784 0.00446325 2.90087e+09 2.09907e+07 2.20847e+09 3.14241e+09 1.49151e+09 0.335441 0.000663348 0.331927 0.0734399 0.0684354 0.477055 0.00119433 0.447117 0.152174 0.0859011 0.691697 0.00160716 0.703391 0.18478 0.220219 12051
6.19344e+12 0.682645 0.00526981 3.77609e+09 3.16587e+07 3.03971e+09 4.02078e+09 2.09797e+09 0.313006 0.000797642 0.309724 0.0689927 0.0664839 0.468842 0.00168668 0.429079 0.188622 0.0935058 0.690999 0.00212532 0.709685 0.190404 0.241565 7802
9.8336e+12 0.765253 0.00589921 4.74889e+09 4.48104e+07 4.2464e+09 4.45505e+09 3.07815e+09 0.293632 0.00096914 0.288235 0.0709627 0.062075 0.468071 0.00227929 0.427848 0.210604 0.111361 0.70551 0.00264885 0.728557 0.180485 0.244514 5163
1.5635e+13 0.806185 0.00691782 5.81881e+09 6.06456e+07 5.80961e+09 4.14533e+09 4.18319e+09 0.281319 0.00125394 0.273926 0.0732028 0.061994 0.490928 0.00315635 0.462427 0.219781 0.156192 0.735834 0.00321837 0.76993 0.154704 0.235611 3266
2.46191e+13 0.864826 0.00752769 6.77776e+09 7.94408e+07 7.39254e+09 3.37405e+09 5.30129e+09 0.27289 0.00156439 0.265038 0.0691888 0.0601071 0.515833 0.00402589 0.500467 0.214713 0.184299 0.769776 0.00371598 0.803311 0.136518 0.213993 2064
3.9305e+13 0.890318 0.00859784 7.83367e+09 1.00431e+08 9.17984e+09 2.21001e+09 6.14014e+09 0.265499 0.00206399 0.254065 0.0721463 0.0539525 0.535877 0.00479029 0.533344 0.180972 0.187261 0.797701 0.00417623 0.831209 0.118804 0.194932 1322
6.16958e+13 0.914358 0.00993724 8.50361e+09 1.26424e+08 1.0106e+10 1.54713e+09 6.34014e+09 0.262996 0.00297172 0.245582 0.090616 0.0562156 0.566568 0.00576323 0.574496 0.15484 0.171119 0.817543 0.00479771 0.84433 0.110217 0.177331 794
9.70853e+13 0.90364 0.0136695 9.27089e+09 1.5616e+08 1.08378e+10 1.00667e+09 5.56966e+09 0.268891 0.0044501 0.243079 0.101355 0.0462114 0.608101 0.00701368 0.604173 0.158596 0.145868 0.841219 0.00531054 0.850061 0.117831 0.121336 467
1.54278e+14 0.944444 0.0135211 9.63765e+09 1.96658e+08 1.11179e+10 9.12397e+08 5.37074e+09 0.272711 0.00520128 0.251773 0.117983 0.0595369 0.625063 0.00861861 0.619 0.15294 0.133506 0.858607 0.00624822 0.878369 0.0818881 0.119546 288
2.44536e+14 0.947368 0.0181716 9.52743e+09 2.8217e+08 1.11866e+10 9.64244e+08 5.2102e+09 0.289464 0.00736758 0.269595 0.12841 0.0721713 0.636572 0.0109576 0.634328 0.141321 0.131064 0.88393 0.00776958 0.909448 0.0625449 0.113327 152
