#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.64342e+07 4.24907e+08 6.24739e+07 3.82884e+08 3.33253e+08 7.32711e+07 6.57047e+08 1.42757e+08 6.74785e+08 5.94649e+08 3.1462e+08 6
1.60067e+08 4.30965e+08 3.58863e+07 4.07939e+08 6.61061e+07 6.66606e+07 5.40901e+08 4.4532e+07 5.36715e+08 6.92907e+07 6.97716e+07 7
2.42069e+08 4.18704e+08 2.26283e+07 4.01517e+08 1.16312e+08 6.82641e+07 5.06993e+08 4.39214e+07 4.66944e+08 2.76105e+08 1.06779e+08 15
4.11522e+08 4.58434e+08 2.86699e+07 4.07939e+08 1.7655e+08 7.19634e+07 5.10725e+08 3.34303e+07 4.66944e+08 2.07841e+08 1.06779e+08 23
6.38677e+08 4.16764e+08 1.45479e+07 4.04754e+08 1.2611e+08 7.15014e+07 5.86774e+08 3.0529e+07 5.36715e+08 2.06334e+08 6.97716e+07 36
1.0065e+09 4.36228e+08 2.07521e+07 3.82884e+08 1.34297e+08 4.69084e+07 5.6971e+08 2.7098e+07 5.36715e+08 2.74073e+08 1.7655e+08 62
1.56826e+09 4.57805e+08 1.99518e+07 3.82884e+08 2.67711e+08 4.42358e+07 6.27142e+08 3.39939e+07 5.36715e+08 4.07939e+08 1.7655e+08 60
2.48605e+09 4.5764e+08 2.06664e+07 4.04754e+08 2.45841e+08 6.87787e+07 6.30308e+08 3.39719e+07 6.06006e+08 2.04782e+08 2.45841e+08 54
3.97017e+09 5.1906e+08 2.06627e+07 4.66483e+08 2.41131e+08 1.22638e+08 5.93278e+08 2.26025e+07 5.36715e+08 2.74073e+08 1.7655e+08 81
6.38798e+09 5.08463e+08 2.20958e+07 4.50623e+08 2.75984e+08 1.17371e+08 6.3142e+08 3.33283e+07 5.36715e+08 4.07939e+08 1.7655e+08 75
1.00433e+10 4.94683e+08 1.88767e+07 4.70295e+08 1.803e+08 1.3432e+08 6.353e+08 2.61704e+07 6.06006e+08 2.71987e+08 2.45841e+08 73
1.55028e+10 5.41221e+08 2.27759e+07 4.50623e+08 3.38545e+08 1.09345e+08 6.19848e+08 2.62862e+07 5.36715e+08 3.41278e+08 1.7655e+08 85
2.54716e+10 5.5768e+08 2.25925e+07 5.17828e+08 2.9296e+08 1.59406e+08 6.53498e+08 3.36336e+07 5.36715e+08 4.07939e+08 1.7655e+08 78
4.00449e+10 5.01194e+08 2.17089e+07 4.66944e+08 1.90884e+08 1.30968e+08 6.72318e+08 3.03677e+07 5.36715e+08 4.74045e+08 6.97716e+07 67
6.01057e+10 5.23059e+08 3.16871e+07 4.61019e+08 2.65588e+08 1.25044e+08 7.91677e+08 4.37906e+07 7.43049e+08 3.33253e+08 2.76105e+08 44
9.25413e+10 5.6612e+08 5.09755e+07 5.43816e+08 3.07286e+08 2.10564e+08 7.45775e+08 6.42306e+07 6.06006e+08 5.35262e+08 1.39062e+08 19
1.42128e+11 4.43065e+08 6.18464e+07 3.60165e+08 2.5553e+08 4.74115e+07 1.16996e+09 8.00335e+07 1.14127e+09 3.1584e+08 1.30508e+08 5
