#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.9056 0.000904291 0.000943881 1.39691e-05 0 0 0 0.000182343 1.65095e-06 0 0 0 5253838
62.3387 0.0014433 0.00145874 3.23449e-05 0 0 0 0.000401722 3.81072e-06 0 0 0 1424513
78.21 0.00676527 0.00684588 0.000101932 0 0 0 0.00153875 1.16821e-05 0 0 0 669892
98.592 0.0320447 0.0330408 0.000333099 0 0 0 0.0062091 3.82581e-05 0 0 0 306197
124.005 0.107115 0.11333 0.000887707 0 0 0 0.0193315 0.00010829 0 0.0414605 0 143696
155.897 0.254763 0.28408 0.00206398 0 1 0 0.0486406 0.000276572 0.0198361 0.0923289 0.0198361 62148
195.877 0.428607 0.508106 0.00415119 0 1 0 0.0961575 0.000641589 0.0666667 0.13309 0.0666667 24365
245.633 0.541372 0.668064 0.00773672 1 0 1 0.146331 0.00136826 0.121003 0.158512 0.110631 8351
309.129 0.563968 0.706883 0.0145316 1 0 1 0.188173 0.00280737 0.168992 0.169783 0.128915 2470
388.671 0.519062 0.643695 0.0271527 1 0 1 0.196186 0.00524962 0.180408 0.155795 0.130247 682
488.194 0.497175 0.548023 0.0452699 0 1 0 0.204934 0.00979924 0.180888 0.160369 0.100627 177
609.055 0.455882 0.544118 0.0796001 0 1 0 0.184899 0.0143279 0.164037 0.170414 0.0892303 68
775.861 0.347826 0.347826 0.101543 0 1 0 0.175113 0.0277639 0.178864 0.0948218 0.168802 23
949.279 0.4 0.4 0.244949 0 1 0 0.125642 0.040749 0.125144 0.0945316 0.100046 5
1133.07 0 0 0 0 0 0 0.0922755 0.00278848 0.095064 0 0.00557696 2
