#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.38561e+07 6.17348e+08 4.52899e+06 5.00468e+08 4.1667e+08 1.66808e+08 1.3284e+09 1.04129e+07 1.12466e+09 9.99364e+08 5.00674e+08 5732
1.59227e+08 6.5004e+08 5.55946e+06 5.00742e+08 4.86396e+08 1.67078e+08 1.34791e+09 1.22903e+07 1.12466e+09 9.99364e+08 5.00674e+08 4282
2.52359e+08 6.60613e+08 5.54618e+06 5.00725e+08 4.98639e+08 1.6706e+08 1.40289e+09 1.20157e+07 1.20812e+09 1.08161e+09 5.84132e+08 4960
3.97865e+08 6.87572e+08 5.38851e+06 5.79543e+08 4.21597e+08 2.45799e+08 1.44712e+09 1.16177e+07 1.20812e+09 1.16432e+09 5.84132e+08 5615
6.3244e+08 7.05731e+08 5.45135e+06 5.82246e+08 5.00014e+08 2.48502e+08 1.46653e+09 1.14199e+07 1.20812e+09 1.16432e+09 5.84132e+08 6031
1.00322e+09 7.35567e+08 5.79352e+06 5.83933e+08 5.4408e+08 2.50132e+08 1.50023e+09 1.15145e+07 1.29157e+09 1.16347e+09 6.67579e+08 6311
1.59002e+09 7.65159e+08 6.00722e+06 5.84172e+08 5.82122e+08 2.50372e+08 1.54239e+09 1.13337e+07 1.29157e+09 1.24596e+09 6.67579e+08 6766
2.51726e+09 7.79493e+08 6.00427e+06 6.23988e+08 5.84132e+08 2.90153e+08 1.58403e+09 1.15339e+07 1.33265e+09 1.28725e+09 7.08661e+08 7111
3.98729e+09 8.25426e+08 6.39532e+06 6.6191e+08 6.41894e+08 3.28064e+08 1.59648e+09 1.11458e+07 1.375e+09 1.2449e+09 7.51009e+08 7532
6.30354e+09 8.76024e+08 6.62783e+06 6.67578e+08 7.24222e+08 2.76155e+08 1.62444e+09 1.09997e+07 1.375e+09 1.32714e+09 7.07486e+08 8169
1.00099e+10 8.90177e+08 6.48504e+06 7.07395e+08 7.04382e+08 3.03727e+08 1.67591e+09 1.08282e+07 1.4584e+09 1.32584e+09 7.90824e+08 8685
1.58586e+10 9.38568e+08 6.64762e+06 7.49478e+08 7.44542e+08 3.38308e+08 1.66907e+09 1.05862e+07 1.4584e+09 1.32584e+09 7.51008e+08 9114
2.49939e+10 9.80536e+08 7.24763e+06 7.51008e+08 8.25119e+08 3.38033e+08 1.71283e+09 1.14074e+07 1.4584e+09 1.40781e+09 8.00111e+08 8671
3.94279e+10 1.02759e+09 8.31616e+06 8.15394e+08 8.46772e+08 4.00145e+08 1.68895e+09 1.2457e+07 1.375e+09 1.49121e+09 7.51009e+08 7393
6.18781e+10 1.06703e+09 1.04272e+07 8.34385e+08 9.07162e+08 4.17376e+08 1.64606e+09 1.54696e+07 1.33365e+09 1.4506e+09 7.09662e+08 4897
9.61095e+10 1.10539e+09 1.55933e+07 8.74274e+08 9.56779e+08 4.57008e+08 1.58496e+09 2.15863e+07 1.29157e+09 1.41057e+09 6.67579e+08 2354
1.49821e+11 1.15544e+09 3.04728e+07 8.83058e+08 9.48771e+08 4.65849e+08 1.49634e+09 3.84649e+07 1.20812e+09 1.27696e+09 6.24071e+08 707
2.31677e+11 1.25576e+09 7.81263e+07 9.98164e+08 1.12586e+09 5.409e+08 1.29807e+09 7.05157e+07 1.0412e+09 9.16791e+08 4.57435e+08 141
3.72001e+11 1.20779e+09 1.96161e+08 1.16786e+09 6.63964e+08 6.6756e+08 1.03815e+09 1.6218e+08 6.23988e+08 1.25088e+09 8.33789e+07 16
5.96638e+11 1.26826e+09 7.2765e+08 1.99591e+09 0 1.4553e+09 1.02068e+09 3.96695e+08 1.41738e+09 0 7.9339e+08 2
