#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
44.6149 0.000140724 4.37388e-06 17672.9 1245.32 0 0 0 0.230836 1.67387e-05 0.230437 0.0514258 0.0491584 0.266714 1.59047e-05 0.274079 0.0384933 0.0565975 0.309314 9.77927e-06 0.318703 0.0114871 0.0313747 7354839
62.4124 6.74777e-06 1.59046e-06 4443.92 1053.72 0 0 0 0.200623 2.88922e-05 0.193236 0.0600552 0.0396567 0.247376 2.84701e-05 0.249352 0.0503747 0.0533477 0.307105 1.5302e-05 0.314548 0.0132284 0.027946 2667548
78.0867 3.4246e-06 1.7123e-06 0 0 0 0 0 0.179834 3.98288e-05 0.172713 0.0503265 0.034233 0.243125 4.0171e-05 0.244807 0.0448112 0.0481179 0.309441 1.8719e-05 0.314889 0.011769 0.0226312 1168020
98.5778 7.97999e-05 1.24622e-05 14546.8 3897.18 0 0 0 0.177249 5.76845e-05 0.171842 0.0478591 0.0354487 0.254221 5.44009e-05 0.257114 0.0384128 0.0440774 0.314652 2.16083e-05 0.318804 0.0091027 0.0174127 513785
124.117 0.000739669 5.51114e-05 235539 23797.5 0 0 0 0.187432 8.42341e-05 0.183635 0.0473153 0.0382841 0.266413 6.92528e-05 0.269959 0.0319581 0.0387784 0.318539 2.4942e-05 0.321892 0.00718036 0.0138775 243352
156.117 0.00426886 0.000193826 2.42356e+06 115844 0 0 0 0.20141 0.000122356 0.19922 0.0458876 0.0403009 0.276736 8.89937e-05 0.28025 0.0274957 0.0340054 0.321271 3.17573e-05 0.324352 0.00560936 0.0116061 113145
196.017 0.0169795 0.000586473 1.73824e+07 494898 0 0 0 0.217556 0.00018505 0.216939 0.0440086 0.041961 0.28749 0.000123511 0.292307 0.0224601 0.0324154 0.324133 4.57971e-05 0.327305 0.00378215 0.00938821 48529
245.897 0.0510534 0.00164327 7.19961e+07 1.7073e+06 0 0 0 0.230465 0.000292582 0.230976 0.0414882 0.0412367 0.293213 0.000191082 0.299188 0.0184818 0.0318457 0.323981 9.01878e-05 0.328165 0.00322315 0.0101051 17942
308.588 0.132693 0.00461223 2.00221e+08 5.12775e+06 0 6.50595e+08 0 0.223406 0.00050967 0.22337 0.0402049 0.0386411 0.281886 0.000399677 0.287326 0.024257 0.0368848 0.316435 0.000264805 0.324036 0.00608379 0.0226057 5411
387.635 0.2688 0.0125444 4.56813e+08 1.53166e+07 0 1.0763e+09 0 0.201834 0.0010101 0.198503 0.0407454 0.031935 0.256341 0.000988788 0.258494 0.0360053 0.0410897 0.30062 0.000836857 0.31152 0.0149457 0.0422042 1250
487.615 0.514469 0.0283862 8.02885e+08 3.47049e+07 8.77994e+08 5.79115e+08 8.77994e+08 0.1822 0.00182274 0.182995 0.0315406 0.0351945 0.23573 0.00214744 0.233835 0.0444578 0.0369194 0.284756 0.00211295 0.294704 0.0284453 0.0525765 311
619.506 0.679245 0.0647289 1.03238e+09 8.10419e+07 1.0763e+09 5.62728e+08 7.16137e+08 0.172094 0.00385611 0.169462 0.0221784 0.0177479 0.216751 0.00529317 0.211033 0.0532049 0.0322144 0.272007 0.00572671 0.26868 0.0506049 0.0453655 53
767.236 0.875 0.125 1.37528e+09 1.10027e+08 1.33261e+09 1.8579e+08 1.91345e+08 0.153858 0.00746429 0.15386 0.0264115 0.017945 0.21374 0.0122635 0.204611 0.058689 0.0162671 0.264331 0.0172322 0.246141 0.0759459 0.0289055 8
999.365 1 0 1.35017e+09 1.46864e+08 1.39517e+09 1.83872e+08 3.18873e+08 0.184083 0.00481881 0.185833 0.0055829 0.0108325 0.217204 0.0148977 0.214145 0.030255 0.0210793 0.261579 0.0237353 0.2475 0.0603789 0.0181433 3
