#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
46.1429 0.0186421 0.0195891 0.00016705 0 0 0 0.00287593 1.72106e-05 0 0 0 758178
62.4912 0.0687423 0.0751328 0.000476286 0 0 0 0.0109818 5.21055e-05 0 0.0177987 0 365699
79.1973 0.194236 0.226864 0.00102652 0 1 0 0.034973 0.000128702 0 0.0806945 0 234303
98.6482 0.375392 0.479655 0.00184691 0 1 0 0.080211 0.000257896 0.0438308 0.131091 0.0438308 143330
124.161 0.559387 0.791362 0.00321791 1 1 1 0.148446 0.000493858 0.120505 0.164731 0.106066 70361
156.265 0.701485 1.10208 0.00518092 1 1 1 0.243805 0.000848172 0.231949 0.178227 0.159893 33680
196.685 0.747995 1.23142 0.00783377 1 1 1 0.348906 0.00133669 0.352499 0.175297 0.18822 16083
247.595 0.695101 1.10733 0.011331 1 1 1 0.433862 0.00196156 0.444624 0.167353 0.190262 7491
311.884 0.592677 0.86127 0.0151481 1 1 1 0.497274 0.00281132 0.508842 0.162987 0.184692 3496
392.419 0.462879 0.61459 0.0194693 0 1 0 0.52222 0.0042644 0.524958 0.179368 0.181155 1549
491.728 0.403125 0.523438 0.0290721 0 1 0 0.516694 0.00657664 0.50582 0.201333 0.157855 640
617.534 0.303279 0.360656 0.0385824 0 1 0 0.498914 0.0100888 0.483132 0.206075 0.146722 244
771.21 0.272727 0.298701 0.05865 0 1 0 0.491387 0.0214732 0.490509 0.214035 0.194835 77
957.919 0.363636 0.363636 0.15212 0 1 0 0.49365 0.0447395 0.452845 0.243757 0.120375 11
1234.8 0 0 0 0 0 0 0.216605 0.216605 0.216605 0 0 1
