#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.4481e+07 0.0817425 0.0846794 0.00368874 0 0 0 0.0751491 0.00104294 0.0498417 0.0867179 0.0342268 6129
1.59663e+08 0.0948294 0.0996441 0.00457039 0 0 0 0.0797496 0.00114088 0.0573691 0.0887111 0.0416375 4777
2.51623e+08 0.114563 0.121616 0.00480929 0 0 0 0.0875704 0.00113352 0.0621463 0.101495 0.0462928 5246
3.98178e+08 0.141949 0.152719 0.00516868 0 0 0 0.0987336 0.00118381 0.072934 0.111901 0.0568037 5664
6.29421e+08 0.163161 0.17308 0.0052853 0 1 0 0.111371 0.00127763 0.0868531 0.115027 0.0611901 5847
1.00053e+09 0.18426 0.202788 0.0058323 0 1 0 0.121824 0.00138088 0.0911253 0.132453 0.0652771 5883
1.58317e+09 0.229407 0.251247 0.0063516 0 1 0 0.137709 0.00149662 0.108794 0.137458 0.0736956 5815
2.51555e+09 0.259093 0.293915 0.00696004 0 1 0 0.156151 0.00164577 0.127098 0.153356 0.0907563 5801
3.98649e+09 0.290416 0.33045 0.00719819 0 1 0 0.175331 0.00178895 0.140621 0.167717 0.0945553 5895
6.30907e+09 0.349444 0.410397 0.00784879 0 1 0 0.202637 0.00194466 0.170547 0.184343 0.114714 6021
1.00375e+10 0.37622 0.447717 0.00792822 0 1 0 0.234169 0.00209567 0.201689 0.211286 0.135149 6350
1.58922e+10 0.41588 0.505165 0.0081159 0 1 0 0.263452 0.00214394 0.234489 0.215408 0.14912 6776
2.50752e+10 0.454064 0.555524 0.00817806 0 1 0 0.299377 0.00223068 0.274728 0.226718 0.173285 6988
3.97157e+10 0.475649 0.585343 0.00860117 0 1 0 0.337498 0.00236889 0.322849 0.223987 0.192895 6509
6.21069e+10 0.478139 0.595868 0.0100505 0 1 0 0.376542 0.00279929 0.364124 0.230676 0.202601 4986
9.70869e+10 0.467692 0.575726 0.0127322 0 1 0 0.415735 0.00363468 0.41106 0.224867 0.210983 2925
1.51116e+11 0.40708 0.50177 0.0200037 0 1 0 0.460498 0.00593151 0.469584 0.212123 0.23105 1130
2.35603e+11 0.351064 0.425532 0.0380847 0 1 0 0.537992 0.0115299 0.575181 0.160474 0.248614 282
3.7627e+11 0.259259 0.277778 0.066963 0 1 0 0.613977 0.0251083 0.669395 0.108845 0.257203 54
5.24263e+11 0 0 0 0 0 0 0.749908 0.0604106 0.801532 0.0829061 0.254047 5
