#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.20278e+09 5.63199e+08 6.39003e+06 4.68813e+08 3.28289e+08 1.50832e+08 1.14833e+09 1.13006e+07 1.093e+09 6.27305e+08 4.81181e+08 2215
1.5172e+10 4.99083e+08 9.57633e+06 4.25749e+08 2.64676e+08 1.13178e+08 1.53431e+09 2.66837e+07 1.48721e+09 6.15082e+08 6.33798e+08 566
2.42895e+10 4.73075e+08 1.71357e+07 3.99279e+08 2.23349e+08 8.91161e+07 1.61194e+09 5.54674e+07 1.56521e+09 7.61983e+08 7.92119e+08 174
4.07475e+10 4.54227e+08 1.83145e+07 3.95545e+08 2.38254e+08 7.85767e+07 1.14184e+09 6.41009e+07 1.01337e+09 7.06929e+08 4.82497e+08 95
6.46775e+10 4.39505e+08 1.28138e+07 3.95545e+08 1.5996e+08 7.75639e+07 9.57121e+08 3.27168e+07 8.53413e+08 5.55505e+08 3.22537e+08 214
1.04972e+11 4.56884e+08 8.00309e+06 3.99279e+08 2.28026e+08 8.23112e+07 9.94022e+08 2.12311e+07 8.53413e+08 6.33798e+08 3.22537e+08 482
1.62151e+11 4.87886e+08 6.37259e+06 4.01557e+08 2.91819e+08 8.4589e+07 1.0239e+09 1.52073e+07 8.53413e+08 7.11799e+08 3.22537e+08 1146
2.57307e+11 5.21799e+08 5.12446e+06 4.57334e+08 2.65293e+08 1.38375e+08 1.06021e+09 1.09458e+07 9.3351e+08 7.09403e+08 4.02633e+08 2173
4.03632e+11 5.56198e+08 4.52116e+06 4.75409e+08 3.19244e+08 1.5645e+08 1.11662e+09 9.30845e+06 1.01337e+09 6.29539e+08 4.82497e+08 3545
6.34702e+11 6.16974e+08 4.56793e+06 5.41607e+08 3.64426e+08 2.19915e+08 1.14352e+09 8.40254e+06 1.01337e+09 7.84001e+08 4.82497e+08 4802
9.98666e+11 6.88482e+08 4.98932e+06 5.88944e+08 4.42152e+08 2.28447e+08 1.18527e+09 8.3291e+06 1.093e+09 7.04377e+08 5.45067e+08 5364
1.57077e+12 7.89229e+08 6.52672e+06 6.74828e+08 5.43777e+08 2.91154e+08 1.18496e+09 9.13044e+06 1.01337e+09 8.60745e+08 4.56126e+08 4752
2.45919e+12 8.93512e+08 9.01596e+06 7.73094e+08 6.35825e+08 3.75017e+08 1.17541e+09 1.12474e+07 1.01337e+09 8.60745e+08 4.82497e+08 3277
3.87288e+12 1.03921e+09 1.39513e+07 8.78042e+08 7.95542e+08 4.14728e+08 1.13949e+09 1.44726e+07 1.01337e+09 7.84001e+08 4.82497e+08 1885
6.08043e+12 1.22422e+09 2.37115e+07 1.093e+09 8.85822e+08 5.88365e+08 1.07279e+09 2.08173e+07 8.63865e+08 8.56438e+08 3.32989e+08 906
9.64172e+12 1.38392e+09 3.77431e+07 1.25149e+09 9.84214e+08 6.41796e+08 9.92367e+08 2.80447e+07 7.93023e+08 7.72189e+08 3.43278e+08 411
1.52371e+13 1.64268e+09 7.48938e+07 1.48721e+09 1.25255e+09 8.18278e+08 9.14725e+08 4.40116e+07 7.73094e+08 5.50287e+08 3.23348e+08 152
2.34112e+13 1.59205e+09 1.30636e+08 1.56005e+09 9.88898e+08 9.48232e+08 8.11895e+08 6.73738e+07 7.09342e+08 5.48625e+08 3.55704e+08 43
3.71166e+13 2.30797e+09 1.87985e+08 2.56573e+09 4.96974e+08 1.52785e+09 8.56554e+08 1.35651e+08 6.92559e+08 3.20815e+08 2.66809e+08 22
6.33846e+13 2.40588e+09 4.36365e+08 2.83824e+09 8.86535e+08 2.14568e+09 5.2378e+08 1.20872e+08 5.30876e+08 5.62121e+08 2.15036e+08 6
8.70751e+13 2.16685e+09 6.23433e+08 2.17764e+09 1.64678e+09 1.72789e+09 7.4072e+08 1.69921e+08 8.01745e+08 4.82115e+08 4.86906e+08 5
1.40656e+14 3.313e+09 8.058e+08 4.1188e+09 0 1.6116e+09 9.29332e+08 4.79586e+08 1.40892e+09 0 9.59173e+08 2
