#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
45.7186 0.000269586 1.57472e-05 37389.8 4535.31 0 0 0 0.216767 4.61462e-05 0.211504 0.0591936 0.0440724 0.252759 4.43024e-05 0.255085 0.049756 0.0530884 0.302463 2.96098e-05 0.312769 0.0156461 0.0382855 1086853
62.7167 1.98746e-05 5.73726e-06 596.512 596.512 0 0 0 0.187302 5.64911e-05 0.179785 0.0512862 0.0343684 0.233787 5.96832e-05 0.232145 0.0532853 0.048181 0.30054 3.69665e-05 0.308917 0.0162016 0.0337521 603785
79.6205 0.000338257 2.77999e-05 3995.58 2321.19 0 0 0 0.168543 6.22887e-05 0.161994 0.0452972 0.032109 0.227312 6.66971e-05 0.226677 0.0476185 0.0457565 0.30211 3.71571e-05 0.308651 0.0146748 0.028159 437537
98.3316 0.00288852 0.000106975 99805.9 14716.3 0 0 0 0.164958 8.0068e-05 0.158856 0.0442433 0.0321592 0.232515 8.31659e-05 0.23328 0.0430939 0.0446704 0.306049 4.17817e-05 0.311574 0.0122903 0.0233862 251686
123.77 0.0175085 0.000405574 1.74483e+06 98076.7 0 0 0 0.172782 0.000124404 0.167712 0.0440542 0.033847 0.243435 0.00011841 0.245507 0.0373403 0.0421731 0.310888 5.34314e-05 0.315508 0.00979578 0.0191019 104578
155.58 0.0831304 0.00136235 1.66532e+07 508959 0 0 0 0.183096 0.000195748 0.179387 0.0431149 0.0356686 0.253395 0.000174632 0.256124 0.0333192 0.0393723 0.313076 8.46426e-05 0.318331 0.00832388 0.0191847 41068
196.016 0.239955 0.00339189 8.45101e+07 1.88623e+06 0 0 0 0.196086 0.000319607 0.193004 0.0439157 0.0377195 0.264146 0.000273513 0.26797 0.0314255 0.0401485 0.313326 0.000164212 0.321412 0.00733274 0.0256509 15853
246.116 0.475879 0.00655598 2.60232e+08 5.19588e+06 0 7.43049e+08 0 0.205393 0.000530415 0.203334 0.0437299 0.0384557 0.266195 0.000471214 0.271034 0.0322008 0.0438946 0.305406 0.000367744 0.316254 0.0126064 0.0393616 5804
309.269 0.702039 0.0104596 5.55649e+08 1.21309e+07 5.36715e+08 6.04553e+08 5.36715e+08 0.198949 0.000896838 0.195448 0.0443747 0.035755 0.250296 0.000874645 0.251769 0.0395159 0.0421726 0.284404 0.000815775 0.291238 0.0314382 0.0451791 1913
387.076 0.866785 0.0143339 8.559e+08 2.2953e+07 8.77994e+08 5.79115e+08 8.77994e+08 0.184755 0.00146278 0.182281 0.0362654 0.0305886 0.229319 0.00149982 0.229757 0.0363221 0.0374061 0.262008 0.00155798 0.261963 0.0406498 0.0399415 563
486.724 0.957447 0.0170592 1.10691e+09 4.74181e+07 1.20565e+09 4.9269e+08 7.38705e+08 0.172253 0.00275641 0.170486 0.0338863 0.0312436 0.214902 0.00313007 0.211736 0.0419261 0.0310841 0.246539 0.00339612 0.246904 0.0450376 0.0451306 141
619.452 1 0 1.17259e+09 1.08824e+08 1.26943e+09 3.09613e+08 4.58646e+08 0.161997 0.00552434 0.159435 0.0375091 0.0122263 0.200847 0.00645989 0.202263 0.0292755 0.0277949 0.229298 0.00702656 0.239358 0.00803852 0.0452859 19
804.549 0.75 0.25 1.50533e+09 2.30745e+08 1.75696e+09 1.72304e+08 8.7897e+08 0.136768 0.00431649 0.144063 3.08454e-05 0.016822 0.179358 0.0109857 0.184288 0.023449 0.0272326 0.208576 0.0192457 0.204546 0.059662 0.0227913 4
