#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=1.002310 (z=-0.002305)
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final a=1.002310 (z=-0.002305) stellar mass
#sm range: 7.75 - 8.25
#HM    Stats: 3.942650e+10 (median) + 1.823530e+10  / - 1.252940e+10
#SM    Stats: 9.376340e+07 (median) + 4.857759e+07  / - 2.821320e+07
#ObsSM Stats: 9.541560e+07 (median) + 5.059339e+07  / - 3.003660e+07
#VMP   Stats: 6.548000e+01 (median) + 5.039993e+00  / - 4.440002e+00
#ICL   Stats: 3.945360e+04 (median) + 1.095946e+06  / - 3.945360e+04
#SSFR  Stats: 1.928461e-10 (median) + 2.262464e-10  / - 1.047786e-10
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 225467
sfh 0.060123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 225467
sfh 0.062373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 225467
sfh 0.064623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 225467
sfh 0.066873 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 225467
sfh 0.069123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 225467
sfh 0.071373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 225467
sfh 0.073623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 225467
sfh 0.075873 0 0 0 #avg: 3.44055e-16; avg_err: 3.44055e-16; sd: 1.63369e-13; counts: 225467
sfh 0.078123 0 0 0 #avg: 2.10317e-15; avg_err: 1.52397e-15; sd: 7.23631e-13; counts: 225467
sfh 0.080373 0 0 0 #avg: 4.32031e-15; avg_err: 1.74917e-15; sd: 8.30565e-13; counts: 225467
sfh 0.082623 0 0 0 #avg: 2.15e-14; avg_err: 6.17031e-15; sd: 2.92986e-12; counts: 225467
sfh 0.085998 0 0 0 #avg: 5.09719e-14; avg_err: 8.02368e-15; sd: 3.80991e-12; counts: 225467
sfh 0.089373 0 0 0 #avg: 1.52196e-13; avg_err: 1.78533e-14; sd: 8.47732e-12; counts: 225467
sfh 0.092748 0 0 0 #avg: 3.77493e-13; avg_err: 3.28172e-14; sd: 1.55827e-11; counts: 225467
sfh 0.096123 0 0 0 #avg: 7.21629e-13; avg_err: 4.3615e-14; sd: 2.07098e-11; counts: 225467
sfh 0.099498 0 0 0 #avg: 1.43028e-12; avg_err: 6.8916e-14; sd: 3.27236e-11; counts: 225467
sfh 0.102873 0 0 0 #avg: 2.48315e-12; avg_err: 9.70537e-14; sd: 4.60842e-11; counts: 225467
sfh 0.106248 0 0 0 #avg: 3.83825e-12; avg_err: 1.02393e-13; sd: 4.86197e-11; counts: 225467
sfh 0.109623 0 0 0 #avg: 5.76539e-12; avg_err: 1.32737e-13; sd: 6.30276e-11; counts: 225467
