#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.13073e+07 1 0 8.52751e+08 7.38179e+06 6.05234e+08 1.02119e+09 6.05234e+08 0.347646 0.000920531 0.340994 0.108389 0.109632 0.658328 0.000678742 0.662657 0.0775774 0.088051 0.891995 0.000549682 0.916696 0.0345433 0.0992908 16375
1.59598e+08 1 0 1.10178e+09 1.1018e+07 8.29125e+08 1.26213e+09 8.29125e+08 0.342736 0.00109842 0.336535 0.101446 0.102866 0.641972 0.000843463 0.644858 0.077476 0.084616 0.873234 0.000786541 0.899849 0.0442627 0.113135 10146
2.52569e+08 1 0 1.19117e+09 9.94601e+06 9.41735e+08 1.26673e+09 9.41735e+08 0.344025 0.000939811 0.339063 0.0963978 0.0978142 0.636793 0.000735382 0.639205 0.0779754 0.0848334 0.865988 0.000716509 0.889641 0.0521294 0.111272 12696
3.9803e+08 1 0 1.23651e+09 9.84558e+06 9.41735e+08 1.38435e+09 9.41735e+08 0.350944 0.000847345 0.347514 0.091262 0.0936646 0.633907 0.000688417 0.636983 0.0744324 0.0826831 0.860284 0.000697218 0.883251 0.0548156 0.110506 13868
6.28646e+08 1 0 1.34636e+09 1.09106e+07 1.02119e+09 1.4229e+09 1.02119e+09 0.35644 0.00083018 0.354151 0.0872019 0.0910675 0.628895 0.000699147 0.631732 0.0742857 0.0821396 0.849884 0.000740331 0.870211 0.0620484 0.110809 13337
9.98439e+08 1 0 1.4792e+09 1.20852e+07 1.1037e+09 1.57753e+09 7.50864e+08 0.364974 0.000847045 0.36228 0.0848179 0.08665 0.623429 0.000717485 0.62605 0.0733186 0.0802078 0.837155 0.000794067 0.85263 0.0732923 0.107351 12407
1.58398e+09 1 0 1.59142e+09 1.33502e+07 1.16825e+09 1.75161e+09 6.93973e+08 0.371626 0.000838081 0.370331 0.0788619 0.0827519 0.617254 0.000733676 0.620347 0.0719301 0.0789733 0.825325 0.000848299 0.83865 0.0784339 0.107805 11457
2.50954e+09 1 0 1.76532e+09 1.49792e+07 1.28215e+09 1.87775e+09 7.88209e+08 0.378798 0.000853238 0.376656 0.0793855 0.0808541 0.608559 0.000760989 0.610528 0.0733208 0.0766458 0.807106 0.000920823 0.819763 0.0850865 0.109447 10734
3.97332e+09 1 0 1.95159e+09 1.66373e+07 1.51125e+09 2.01127e+09 1.0173e+09 0.386003 0.000854639 0.384118 0.077845 0.07902 0.598071 0.000791857 0.601008 0.0726801 0.0783908 0.788845 0.000986393 0.799883 0.0926408 0.113438 10157
6.29501e+09 1 0 2.15403e+09 1.85699e+07 1.62642e+09 2.2819e+09 1.02119e+09 0.389548 0.000873229 0.389311 0.0757731 0.0824786 0.580199 0.000832706 0.582226 0.0752457 0.0783957 0.766995 0.00105871 0.778006 0.0978078 0.11765 9885
1.00071e+10 1 0 2.42014e+09 2.05286e+07 1.85802e+09 2.52113e+09 1.25278e+09 0.385859 0.000870618 0.384853 0.0757936 0.0803109 0.557259 0.000864113 0.560746 0.074276 0.0831899 0.739079 0.00113062 0.750808 0.101431 0.121043 9572
1.58347e+10 1 0 2.74309e+09 2.26287e+07 2.09125e+09 2.90714e+09 1.37429e+09 0.376218 0.000847989 0.377674 0.074033 0.0828271 0.528844 0.000895558 0.531862 0.0776354 0.0845431 0.706434 0.00120425 0.716068 0.112274 0.128039 9591
2.50316e+10 1 0 3.15705e+09 2.47035e+07 2.56247e+09 3.16376e+09 1.73334e+09 0.358552 0.000845399 0.360452 0.074931 0.0845656 0.493791 0.00092528 0.496047 0.0808277 0.0875061 0.668441 0.00129119 0.673893 0.126169 0.132846 9380
3.96038e+10 1 0 3.60915e+09 2.74292e+07 3.1599e+09 3.15038e+09 2.10512e+09 0.336044 0.000811072 0.338095 0.0699524 0.0773156 0.455038 0.000930822 0.45776 0.0783895 0.0871666 0.626414 0.00139716 0.627324 0.134588 0.132616 8468
6.20134e+10 1 0 4.10198e+09 3.35469e+07 3.76202e+09 3.38159e+09 2.59377e+09 0.312625 0.000882567 0.314847 0.0680462 0.0763431 0.419102 0.00105193 0.421048 0.0778479 0.0861365 0.586288 0.00166794 0.584676 0.143511 0.137892 6377
9.75602e+10 1 0 4.54802e+09 4.43939e+07 4.37915e+09 3.0962e+09 2.8679e+09 0.287417 0.00104143 0.28898 0.0621641 0.0688964 0.382247 0.00126612 0.381255 0.0739548 0.0750099 0.543793 0.00211296 0.53448 0.1411 0.116992 3588
1.51674e+11 1 0 4.96644e+09 6.72991e+07 4.9984e+09 2.88936e+09 3.02396e+09 0.262666 0.00147976 0.259989 0.0608996 0.0594827 0.351681 0.00174504 0.34958 0.0662827 0.0676478 0.503546 0.00306044 0.492119 0.128648 0.105581 1464
2.40775e+11 1 0 4.88507e+09 1.02603e+08 4.87415e+09 2.35251e+09 2.31168e+09 0.240228 0.00232758 0.234491 0.0549766 0.04681 0.329804 0.00253994 0.327747 0.0560532 0.0576285 0.481973 0.00432007 0.475228 0.0868306 0.0774355 477
3.78116e+11 1 0 5.03695e+09 1.5649e+08 5.18518e+09 1.87531e+09 1.90473e+09 0.211549 0.00316811 0.209964 0.0395379 0.0360867 0.300259 0.00397901 0.301947 0.0373404 0.0476316 0.452458 0.004529 0.449336 0.0551341 0.0491735 124
5.65224e+11 1 0 5.03121e+09 2.38401e+08 4.9984e+09 1.22842e+09 9.88039e+08 0.194779 0.00601826 0.194785 0.0305049 0.0284907 0.283285 0.00656361 0.28246 0.0369835 0.0335907 0.444474 0.00840346 0.455073 0.0329462 0.0489349 22
