#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.65063e+07 6.6198e+08 6.47346e+06 5.65077e+08 4.34771e+08 2.31337e+08 1.31788e+09 1.312e+07 1.12466e+09 9.16383e+08 5.00674e+08 3413
1.59598e+08 6.61548e+08 7.02494e+06 5.77324e+08 4.20116e+08 2.4358e+08 1.3572e+09 1.55936e+07 1.12466e+09 1.08226e+09 5.00674e+08 2710
2.52105e+08 6.97885e+08 7.3935e+06 5.81794e+08 4.97333e+08 2.48053e+08 1.39976e+09 1.47524e+07 1.20812e+09 1.08161e+09 5.84132e+08 3155
3.99493e+08 7.33993e+08 7.85423e+06 5.84049e+08 4.99665e+08 2.50248e+08 1.45662e+09 1.55186e+07 1.20812e+09 1.16432e+09 5.84132e+08 3228
6.31024e+08 7.51309e+08 7.84937e+06 5.84132e+08 5.74986e+08 2.5033e+08 1.47847e+09 1.52568e+07 1.20812e+09 1.19757e+09 5.84132e+08 3524
9.96954e+08 7.9286e+08 8.59715e+06 6.51045e+08 5.90037e+08 3.17209e+08 1.50308e+09 1.57785e+07 1.29157e+09 1.16347e+09 6.67579e+08 3485
1.57977e+09 8.22344e+08 9.17038e+06 6.63367e+08 6.28715e+08 3.2953e+08 1.57137e+09 1.64046e+07 1.29157e+09 1.32833e+09 6.67579e+08 3502
2.50965e+09 8.55711e+08 9.86132e+06 6.6675e+08 7.08247e+08 2.71205e+08 1.65005e+09 1.76536e+07 1.375e+09 1.32714e+09 7.51009e+08 3405
3.98346e+09 8.93846e+08 1.04808e+07 7.07395e+08 7.04382e+08 3.00868e+08 1.64467e+09 1.76918e+07 1.375e+09 1.40925e+09 7.51009e+08 3387
6.30887e+09 9.62731e+08 1.17045e+07 7.50207e+08 8.2727e+08 3.44593e+08 1.68257e+09 1.81981e+07 1.375e+09 1.40925e+09 7.07987e+08 3351
9.98844e+09 9.87793e+08 1.25005e+07 7.50855e+08 8.29912e+08 3.39046e+08 1.78045e+09 1.88502e+07 1.54178e+09 1.40624e+09 8.34385e+08 3312
1.57662e+10 1.04705e+09 1.31882e+07 8.28225e+08 8.79959e+08 4.14721e+08 1.80378e+09 1.98763e+07 1.54178e+09 1.4879e+09 8.34385e+08 3188
2.49574e+10 1.0887e+09 1.54282e+07 8.31328e+08 9.60345e+08 4.15121e+08 1.82427e+09 2.26181e+07 1.54178e+09 1.56938e+09 9.17793e+08 2667
3.95254e+10 1.17224e+09 1.90098e+07 8.91995e+08 1.07902e+09 4.75138e+08 1.8226e+09 2.58748e+07 1.54178e+09 1.56938e+09 9.17793e+08 2107
6.12765e+10 1.23701e+09 2.60162e+07 9.59173e+08 1.08187e+09 5.25281e+08 1.86675e+09 3.71823e+07 1.4584e+09 1.89615e+09 8.34415e+08 1218
9.53443e+10 1.39339e+09 4.51291e+07 1.08452e+09 1.28792e+09 5.90003e+08 1.70534e+09 5.53204e+07 1.29157e+09 1.65646e+09 6.67579e+08 483
1.46342e+11 1.48799e+09 1.10863e+08 1.07582e+09 1.73812e+09 5.75098e+08 1.37123e+09 9.20036e+07 1.0412e+09 9.99039e+08 4.57265e+08 109
2.34883e+11 1.8865e+09 4.39501e+08 1.70842e+09 2.04768e+09 1.12466e+09 1.17872e+09 1.26974e+08 1.20812e+09 3.33661e+08 4.24119e+08 10
