#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.34751e+09 0 0 0 0 0 0 0.00371902 0.00278597 0 0 0 48
1.54514e+10 0 0 0 0 0 0 0 0 0 0 0 7
2.15489e+10 0 0 0 0 0 0 0 0 0 0 0 3
6.01618e+10 0 0 0 0 0 0 0.0287824 0.0287824 0.0287824 0 0 1
1.08206e+11 0 0 0 0 0 0 0.028839 0.000648613 0.0287824 0.00170007 0.00147343 4
1.70728e+11 0 0 0 0 0 0 0.0352426 0.00411176 0.0273089 0.0451608 0.002325 22
2.61485e+11 0 0 0 0 0 0 0.0328993 0.00302055 0.0260233 0.00275908 0.00138815 33
4.0816e+11 0 0 0 0 0 0 0.0511535 0.00376909 0.0266447 0.0515072 0.00234406 101
6.54275e+11 0 0 0 0 0 0 0.0489482 0.00325222 0.0254412 0.0504299 0.00234871 158
9.83539e+11 0 0 0 0 0 0 0.0576101 0.00282661 0.0266447 0.0860883 0.00326844 221
1.59135e+12 0 0 0 0 0 0 0.0641008 0.00350276 0.0266447 0.0888362 0.0035522 236
2.49288e+12 0 0 0 0 0 0 0.0764925 0.00429725 0.0680542 0.0536457 0.0446779 198
3.86186e+12 0 0 0 0 0 0 0.0956059 0.00704984 0.069713 0.0951047 0.0463367 104
6.32821e+12 0 0 0 0 0 0 0.110981 0.00919257 0.105137 0.0895065 0.0811572 66
9.54518e+12 0 0 0 0 0 0 0.109116 0.0134743 0.108428 0.0874522 0.0429728 22
1.52217e+13 0 0 0 0 0 0 0.0344857 0.0120386 0.0230925 0.0475019 0.00114384 4
