#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
50.055 0.0120788 0.0146217 0.00352145 0 0 0 0.0352759 0.00119476 0.01872 0.0429201 0.01295 1573
63.9161 0.0252836 0.0257561 0.00248074 0 0 0 0.0406879 0.000746364 0.0272446 0.0462172 0.0216868 4232
81.6272 0.0596623 0.0608871 0.00228406 0 0 0 0.0611211 0.000590627 0.0461029 0.0655917 0.04014 11431
100.415 0.125927 0.132616 0.00249767 0 0 0 0.089538 0.000546888 0.0680236 0.094455 0.0520866 20631
125.679 0.232324 0.255439 0.00334201 0 1 0 0.135879 0.000700354 0.116803 0.118134 0.0804738 21328
157.533 0.364324 0.421304 0.00460013 0 1 0 0.202683 0.000948044 0.188054 0.143749 0.112966 17199
197.563 0.447224 0.539453 0.00620357 0 1 0 0.288464 0.0013262 0.283331 0.157037 0.14826 11634
248.095 0.451578 0.543914 0.00833687 0 1 0 0.366719 0.00190946 0.369288 0.159392 0.168622 6433
311.853 0.365361 0.429927 0.0108071 0 1 0 0.42734 0.00285651 0.430677 0.169903 0.176622 3268
392.272 0.272727 0.303915 0.0135518 0 1 0 0.462812 0.00442969 0.470539 0.178053 0.195202 1507
491.596 0.235622 0.25603 0.0209001 0 1 0 0.452906 0.00745988 0.448211 0.210109 0.182338 539
616.874 0.151163 0.162791 0.0305453 0 0 0 0.446155 0.0132794 0.460006 0.171809 0.194765 172
779.947 0.186047 0.186047 0.0600463 0 1 0 0.467362 0.0234257 0.47938 0.14357 0.185391 43
946.404 0.4 0.4 0.244949 0 1 0 0.375997 0.0756682 0.433835 0.15626 0.259449 5
1213.52 0 0 0 0 0 0 0.234931 0.234931 0.234931 0 0 1
