#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.79142e+09 5.61336e+08 1.26083e+07 4.73838e+08 3.07283e+08 1.55857e+08 1.23635e+09 2.43246e+07 1.17237e+09 7.01746e+08 4.79814e+08 534
1.61285e+10 5.09556e+08 2.42585e+07 4.14109e+08 2.97691e+08 1.00386e+08 1.33901e+09 6.42652e+07 1.25149e+09 8.50804e+08 6.39673e+08 125
2.62332e+10 4.74635e+08 1.30814e+07 4.02633e+08 2.19995e+08 8.36737e+07 1.01743e+09 3.80477e+07 8.53413e+08 7.89499e+08 3.22537e+08 196
4.14636e+10 4.98186e+08 1.01607e+07 4.01557e+08 3.07846e+08 8.35762e+07 9.49022e+08 1.94805e+07 8.53413e+08 5.55505e+08 3.22537e+08 494
6.44666e+10 5.04598e+08 6.82326e+06 4.03668e+08 2.98078e+08 8.47085e+07 9.88012e+08 1.5123e+07 8.53413e+08 6.33798e+08 3.22537e+08 1039
1.0159e+11 5.33994e+08 6.29263e+06 4.67033e+08 3.06061e+08 1.47129e+08 1.01607e+09 1.26097e+07 8.53413e+08 7.11799e+08 3.22537e+08 1573
1.60156e+11 5.75651e+08 6.39413e+06 4.79814e+08 3.63875e+08 1.5991e+08 1.03063e+09 1.11549e+07 9.3351e+08 6.31703e+08 4.02633e+08 2167
2.51343e+11 6.32629e+08 6.92112e+06 5.32304e+08 4.14905e+08 2.10612e+08 1.06604e+09 1.13465e+07 9.3351e+08 7.09403e+08 4.02633e+08 2437
3.98864e+11 6.6637e+08 7.21337e+06 5.57248e+08 4.56126e+08 2.34711e+08 1.10417e+09 1.1383e+07 9.3351e+08 7.86793e+08 4.02633e+08 2563
6.2418e+11 7.34255e+08 8.96166e+06 6.12424e+08 5.03043e+08 2.43109e+08 1.13061e+09 1.32007e+07 9.40609e+08 8.56766e+08 4.09732e+08 2151
9.76746e+11 7.81396e+08 1.17312e+07 6.43252e+08 5.96954e+08 2.62446e+08 1.17414e+09 1.69645e+07 1.01337e+09 7.84001e+08 4.82497e+08 1454
1.5415e+12 8.90583e+08 1.77265e+07 7.51572e+08 6.48344e+08 3.5474e+08 1.14833e+09 2.14355e+07 1.01337e+09 7.84001e+08 4.82497e+08 887
2.44142e+12 9.62812e+08 2.91235e+07 7.73094e+08 7.86955e+08 3.71537e+08 1.15947e+09 3.21753e+07 1.01337e+09 7.84001e+08 4.61535e+08 415
3.76079e+12 1.14066e+09 5.03774e+07 1.00112e+09 8.76333e+08 5.24189e+08 1.04345e+09 4.61279e+07 8.53413e+08 8.6689e+08 4.03668e+08 187
5.96019e+12 1.34768e+09 9.08753e+07 1.17237e+09 1.07235e+09 6.96964e+08 1.00746e+09 6.19573e+07 8.82856e+08 6.82357e+08 3.5198e+08 73
1.04175e+13 1.81192e+09 1.89839e+08 1.82486e+09 1.32431e+09 1.04086e+09 8.13439e+08 8.46529e+07 6.92559e+08 4.79814e+08 2.42813e+08 24
1.46196e+13 1.72736e+09 3.96175e+08 2.3361e+09 3.34377e+08 1.6487e+09 7.4763e+08 1.42622e+08 6.11817e+08 4.81181e+08 1.62071e+08 8
2.32922e+13 1.17216e+09 2.46479e+08 1.02774e+09 6.24804e+08 1.91566e+08 9.02506e+08 3.38686e+08 6.92559e+08 8.72654e+08 2.42813e+08 3
