#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.38991e+07 6.16057e+08 4.41796e+06 5.00468e+08 4.16322e+08 1.66808e+08 1.34756e+09 1.04382e+07 1.12466e+09 9.99364e+08 5.00674e+08 5964
1.59217e+08 6.50008e+08 5.4439e+06 5.00742e+08 4.83136e+08 1.67078e+08 1.36949e+09 1.21904e+07 1.12466e+09 1.08226e+09 5.00674e+08 4482
2.52194e+08 6.62202e+08 5.41527e+06 5.00742e+08 4.98621e+08 1.67078e+08 1.42584e+09 1.18945e+07 1.20812e+09 1.08161e+09 5.84132e+08 5251
3.98102e+08 6.85349e+08 5.17334e+06 5.79543e+08 4.21487e+08 2.45799e+08 1.48547e+09 1.15265e+07 1.29157e+09 1.08087e+09 6.67579e+08 6013
6.32996e+08 7.0762e+08 5.30081e+06 5.82246e+08 4.99365e+08 2.48502e+08 1.50667e+09 1.12959e+07 1.29157e+09 1.16347e+09 6.67579e+08 6501
1.00366e+09 7.38254e+08 5.55119e+06 5.84049e+08 5.63579e+08 2.50248e+08 1.55077e+09 1.1306e+07 1.29157e+09 1.24596e+09 6.67579e+08 6927
1.58995e+09 7.67486e+08 5.71355e+06 5.84172e+08 5.82599e+08 2.50372e+08 1.60604e+09 1.11956e+07 1.375e+09 1.2449e+09 7.08577e+08 7507
2.51906e+09 7.92535e+08 5.84905e+06 6.41496e+08 5.98102e+08 3.07661e+08 1.64704e+09 1.13238e+07 1.375e+09 1.32714e+09 7.51009e+08 7957
3.99168e+09 8.34317e+08 6.15087e+06 6.6191e+08 6.55698e+08 3.28064e+08 1.68313e+09 1.1e+07 1.4584e+09 1.32584e+09 7.51008e+08 8660
6.31571e+09 8.89591e+08 6.37465e+06 6.67579e+08 7.46264e+08 2.76157e+08 1.73624e+09 1.08297e+07 1.4584e+09 1.40781e+09 7.51008e+08 9593
1.0024e+10 9.30645e+08 6.49027e+06 7.3158e+08 7.5804e+08 3.27912e+08 1.79941e+09 1.05969e+07 1.54178e+09 1.4879e+09 8.34385e+08 10477
1.58769e+10 9.98863e+08 6.77338e+06 7.51008e+08 8.31926e+08 3.39199e+08 1.81846e+09 1.04134e+07 1.54178e+09 1.4879e+09 8.34385e+08 11345
2.50221e+10 1.07452e+09 7.53215e+06 8.24548e+08 9.23097e+08 4.10553e+08 1.88295e+09 1.10126e+07 1.62513e+09 1.56735e+09 9.17733e+08 11258
3.94574e+10 1.14856e+09 8.65561e+06 8.74274e+08 1.02664e+09 4.57265e+08 1.88694e+09 1.21063e+07 1.58293e+09 1.69067e+09 8.75539e+08 9847
6.19219e+10 1.24434e+09 1.13372e+07 9.57732e+08 1.15671e+09 5.40437e+08 1.86827e+09 1.48946e+07 1.54178e+09 1.73183e+09 8.34385e+08 6777
9.61253e+10 1.37479e+09 1.84114e+07 1.03532e+09 1.28696e+09 5.54144e+08 1.81032e+09 2.15159e+07 1.4584e+09 1.65276e+09 8.34415e+08 3355
1.50379e+11 1.66004e+09 4.09502e+07 1.16573e+09 1.94544e+09 6.65055e+08 1.66475e+09 3.7165e+07 1.29157e+09 1.57464e+09 6.67579e+08 1050
2.31958e+11 2.03371e+09 1.03035e+08 1.62513e+09 2.18646e+09 1.12454e+09 1.47844e+09 7.26602e+07 1.16036e+09 1.29468e+09 6.1975e+08 213
3.68884e+11 2.5373e+09 3.81987e+08 2.27678e+09 2.46389e+09 1.77648e+09 1.04501e+09 1.66581e+08 8.32925e+08 8.75499e+08 2.92316e+08 24
5.30812e+11 2.89184e+09 2.89184e+09 2.89184e+09 0 0 6.23988e+08 6.23988e+08 6.23988e+08 0 0 1
