#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.81269e+09 0 0 0 0 0 0 7.98768e-07 5.5699e-07 0 0 0 594370
1.58268e+10 0 0 0 0 0 0 2.29722e-07 1.62451e-07 0 0 0 240852
2.46874e+10 0 0 0 0 0 0 8.94011e-07 4.5512e-07 0 0 0 201113
3.87201e+10 0 0 0 0 0 0 2.5722e-06 1.12715e-06 0 0 0 109293
6.14835e+10 0 0 0 0 0 0 1.20687e-05 3.91356e-06 0 0 0 55970
9.74879e+10 0 0 0 0 0 0 5.48259e-05 1.11053e-05 0 0 0 28293
1.53796e+11 0 0 0 0 0 0 0.000265364 4.62419e-05 0 0 0 13715
2.4368e+11 0 0 0 0 0 0 0.0010473 0.000129562 0 0 0 5983
3.85653e+11 0 0 0 0 0 0 0.00289811 0.000315832 0 0 0 2644
6.09429e+11 0 0 0 0 0 0 0.0063899 0.000807305 0 0 0 1075
9.65906e+11 0 0 0 0 0 0 0.0150015 0.0021106 0 0.0230925 0 464
1.50473e+12 0 0 0 0 0 0 0.015115 0.00282214 0 0.0260233 0 161
2.42564e+12 0 0 0 0 0 0 0.0497058 0.0117282 0 0.115481 0 52
3.85734e+12 0 0 0 0 0 0 0.0717196 0.0262961 0.0418758 0.0838061 0.0418758 14
5.22367e+12 0 0 0 0 0 0 0.107823 0.0869665 0.0435383 0.236391 0.0435383 3
8.47647e+12 0 0 0 0 0 0 0 0 0 0 0 1
