#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=1.002310 (z=-0.002305)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 10.25 - 10.75
#HM    Stats: 3.350000e+10 (median) + 1.458820e+10  / - 1.116180e+10
#SM    Stats: 5.787780e+07 (median) + 1.182762e+08  / - 3.782470e+07
#ObsSM Stats: 5.881910e+07 (median) + 1.213799e+08  / - 3.862460e+07
#VMP   Stats: 6.369000e+01 (median) + 1.250000e+01  / - 9.230000e+00
#ICL   Stats: 1.956360e+03 (median) + 7.311666e+05  / - 1.956360e+03
#SSFR  Stats: 1.730393e-12 (median) + 2.974663e-12  / - 1.161665e-12
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 75419
sfh 0.060123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 75419
sfh 0.062373 0 0 0 #avg: 1.41548e-06; avg_err: 1.41548e-06; sd: 0.000388724; counts: 75419
sfh 0.064623 0 0 0 #avg: 2.6015e-06; avg_err: 1.84029e-06; sd: 0.000505387; counts: 75419
sfh 0.066873 0 0 0 #avg: 1.83233e-06; avg_err: 1.28675e-06; sd: 0.000353371; counts: 75419
sfh 0.069123 0 0 0 #avg: 1.83773e-06; avg_err: 1.14646e-06; sd: 0.000314844; counts: 75419
sfh 0.071373 0 0 0 #avg: 9.66644e-06; avg_err: 6.27791e-06; sd: 0.00172406; counts: 75419
sfh 0.073623 0 0 0 #avg: 2.08715e-05; avg_err: 1.37553e-05; sd: 0.00377753; counts: 75419
sfh 0.075873 0 0 0 #avg: 2.64649e-05; avg_err: 8.37113e-06; sd: 0.00229891; counts: 75419
sfh 0.078123 0 0 0 #avg: 4.28463e-05; avg_err: 9.35035e-06; sd: 0.00256782; counts: 75419
sfh 0.080373 0 0 0 #avg: 7.51569e-05; avg_err: 1.26108e-05; sd: 0.00346322; counts: 75419
sfh 0.082623 0 0 0 #avg: 0.000125006; avg_err: 1.78663e-05; sd: 0.00490651; counts: 75419
sfh 0.085998 0 0 0 #avg: 0.000284135; avg_err: 6.69585e-05; sd: 0.0183884; counts: 75419
sfh 0.089373 0 0 0 #avg: 0.000453354; avg_err: 4.90179e-05; sd: 0.0134615; counts: 75419
sfh 0.092748 0 0 0 #avg: 0.000666578; avg_err: 4.76393e-05; sd: 0.0130829; counts: 75419
sfh 0.096123 0 0 0 #avg: 0.000937049; avg_err: 5.7325e-05; sd: 0.0157428; counts: 75419
sfh 0.099498 0 0 0 #avg: 0.00119096; avg_err: 5.39493e-05; sd: 0.0148157; counts: 75419
sfh 0.102873 0 0 0 #avg: 0.00157963; avg_err: 6.74024e-05; sd: 0.0185103; counts: 75419
sfh 0.106248 0 0 0 #avg: 0.00206412; avg_err: 8.11643e-05; sd: 0.0222896; counts: 75419
sfh 0.109623 0 0 0 #avg: 0.00256692; avg_err: 0.000110963; sd: 0.030473; counts: 75419
sfh 0.112998 0 0 0 #avg: 0.00296048; avg_err: 0.000119922; sd: 0.0329334; counts: 75419
sfh 0.116373 0 0 0 #avg: 0.00346632; avg_err: 0.00010889; sd: 0.0299037; counts: 75419
sfh 0.119748 0 0 0 #avg: 0.00398581; avg_err: 0.000111076; sd: 0.0305041; counts: 75419
sfh 0.123123 0 0.000614289 0 #avg: 0.0045092; avg_err: 0.000120528; sd: 0.0330998; counts: 75419
sfh 0.126498 0 0.00192486 0 #avg: 0.00506873; avg_err: 0.000123178; sd: 0.0338277; counts: 75419
sfh 0.129873 0 0.00320701 0 #avg: 0.00575767; avg_err: 0.000131916; sd: 0.0362272; counts: 75419
sfh 0.133248 0 0.00448431 0 #avg: 0.00644249; avg_err: 0.000152799; sd: 0.0419622; counts: 75419
sfh 0.136623 0 0.00574843 0 #avg: 0.00702301; avg_err: 0.000156501; sd: 0.0429787; counts: 75419
sfh 0.141685 0 0.00727848 0 #avg: 0.00774054; avg_err: 0.000156195; sd: 0.0428947; counts: 75419
sfh 0.146748 0 0.00885713 0 #avg: 0.00821374; avg_err: 0.000149962; sd: 0.041183; counts: 75419
sfh 0.15181 0 0.0104135 0 #avg: 0.00872747; avg_err: 0.000146188; sd: 0.0401466; counts: 75419
sfh 0.156873 1.39389e-05 0.0115946 1.39389e-05 #avg: 0.00907009; avg_err: 0.00014474; sd: 0.0397489; counts: 75419
sfh 0.161935 0.000354568 0.0121216 0.000354568 #avg: 0.00939244; avg_err: 0.000131994; sd: 0.0362487; counts: 75419
sfh 0.166998 0.000684433 0.0127163 0.000684433 #avg: 0.00973151; avg_err: 0.000125416; sd: 0.0344423; counts: 75419
sfh 0.17206 0.00101261 0.012667 0.00101261 #avg: 0.00993174; avg_err: 0.000130036; sd: 0.035711; counts: 75419
sfh 0.177123 0.00129716 0.0122584 0.00129716 #avg: 0.00999002; avg_err: 0.000127134; sd: 0.034914; counts: 75419
sfh 0.182185 0.00151808 0.0119086 0.00151808 #avg: 0.00999795; avg_err: 0.000135314; sd: 0.0371605; counts: 75419
sfh 0.187248 0.00165638 0.0116801 0.00165638 #avg: 0.010047; avg_err: 0.000198882; sd: 0.0546177; counts: 75419
sfh 0.19231 0.00179314 0.0114697 0.00179314 #avg: 0.0100151; avg_err: 0.000237547; sd: 0.065236; counts: 75419
sfh 0.197373 0.00192182 0.0112384 0.00192182 #avg: 0.00992258; avg_err: 0.000201821; sd: 0.0554248; counts: 75419
sfh 0.202435 0.00199697 0.0110643 0.00199697 #avg: 0.00963084; avg_err: 0.000115672; sd: 0.0317661; counts: 75419
sfh 0.207498 0.00208479 0.010709 0.00208479 #avg: 0.0093661; avg_err: 0.000106078; sd: 0.0291316; counts: 75419
sfh 0.21256 0.00215273 0.0107029 0.00213025 #avg: 0.00924682; avg_err: 0.000104159; sd: 0.0286046; counts: 75419
sfh 0.217623 0.00223965 0.0105463 0.00218585 #avg: 0.00913533; avg_err: 0.000111963; sd: 0.0307476; counts: 75419
sfh 0.222685 0.00217381 0.0103799 0.00208604 #avg: 0.00890705; avg_err: 9.79328e-05; sd: 0.0268946; counts: 75419
sfh 0.227748 0.00213233 0.0102566 0.00201035 #avg: 0.0087432; avg_err: 9.81761e-05; sd: 0.0269614; counts: 75419
sfh 0.23281 0.00211563 0.0100723 0.00196858 #avg: 0.00864315; avg_err: 0.00010456; sd: 0.0287146; counts: 75419
sfh 0.237873 0.00211034 0.00998066 0.00193688 #avg: 0.00845721; avg_err: 9.93507e-05; sd: 0.027284; counts: 75419
sfh 0.242935 0.00211539 0.00990911 0.00192004 #avg: 0.00833212; avg_err: 9.13056e-05; sd: 0.0250746; counts: 75419
sfh 0.247998 0.00214248 0.00993042 0.00193347 #avg: 0.00827057; avg_err: 8.83914e-05; sd: 0.0242743; counts: 75419
sfh 0.25306 0.00216064 0.00984176 0.00193376 #avg: 0.00819329; avg_err: 8.4382e-05; sd: 0.0231733; counts: 75419
sfh 0.258123 0.00218783 0.00969087 0.00194865 #avg: 0.00811879; avg_err: 8.5012e-05; sd: 0.0233463; counts: 75419
sfh 0.263185 0.00223358 0.00973602 0.00197442 #avg: 0.00811356; avg_err: 8.66926e-05; sd: 0.0238078; counts: 75419
sfh 0.268248 0.00228485 0.00963075 0.00200572 #avg: 0.00802617; avg_err: 8.46326e-05; sd: 0.0232421; counts: 75419
sfh 0.27331 0.00231331 0.00963159 0.00202008 #avg: 0.00800343; avg_err: 8.47805e-05; sd: 0.0232827; counts: 75419
sfh 0.278373 0.00236153 0.00954457 0.00205264 #avg: 0.00797802; avg_err: 8.23726e-05; sd: 0.0226214; counts: 75419
sfh 0.283435 0.00237367 0.00941853 0.0020557 #avg: 0.00800279; avg_err: 8.29712e-05; sd: 0.0227858; counts: 75419
sfh 0.288498 0.00241433 0.00936377 0.00207727 #avg: 0.00796736; avg_err: 8.12093e-05; sd: 0.022302; counts: 75419
sfh 0.29356 0.00245411 0.00935999 0.00210556 #avg: 0.0080115; avg_err: 8.29512e-05; sd: 0.0227803; counts: 75419
sfh 0.298623 0.00249436 0.00931924 0.0021259 #avg: 0.00798349; avg_err: 8.22824e-05; sd: 0.0225967; counts: 75419
sfh 0.303685 0.00252899 0.00935991 0.0021434 #avg: 0.00802035; avg_err: 8.42076e-05; sd: 0.0231254; counts: 75419
sfh 0.308748 0.00254972 0.00927218 0.00214704 #avg: 0.00804355; avg_err: 8.07829e-05; sd: 0.0221849; counts: 75419
sfh 0.31381 0.00258532 0.00931208 0.0021667 #avg: 0.0080967; avg_err: 8.07509e-05; sd: 0.0221761; counts: 75419
sfh 0.318873 0.00261598 0.00920322 0.00218053 #avg: 0.00811285; avg_err: 8.23595e-05; sd: 0.0226178; counts: 75419
sfh 0.323935 0.00264272 0.00921888 0.00219203 #avg: 0.00813657; avg_err: 8.39584e-05; sd: 0.0230569; counts: 75419
sfh 0.328997 0.00269257 0.00926543 0.00222366 #avg: 0.00821255; avg_err: 8.38651e-05; sd: 0.0230313; counts: 75419
sfh 0.33406 0.00274616 0.00921514 0.00226372 #avg: 0.00828841; avg_err: 8.55533e-05; sd: 0.0234949; counts: 75419
sfh 0.339122 0.0028113 0.0092862 0.00231131 #avg: 0.00838646; avg_err: 8.52473e-05; sd: 0.0234109; counts: 75419
sfh 0.344185 0.00283175 0.00933845 0.00230994 #avg: 0.00850554; avg_err: 9.29875e-05; sd: 0.0255366; counts: 75419
sfh 0.349247 0.00288345 0.00948115 0.00233917 #avg: 0.00859046; avg_err: 8.85003e-05; sd: 0.0243043; counts: 75419
sfh 0.35431 0.00291607 0.00962223 0.00235793 #avg: 0.00874497; avg_err: 9.22793e-05; sd: 0.025342; counts: 75419
sfh 0.359372 0.00298186 0.00967654 0.00239801 #avg: 0.00885684; avg_err: 9.22256e-05; sd: 0.0253273; counts: 75419
sfh 0.364435 0.00302383 0.00974077 0.00241272 #avg: 0.00903328; avg_err: 9.94018e-05; sd: 0.0272981; counts: 75419
sfh 0.369497 0.00306406 0.00997804 0.00243997 #avg: 0.00915801; avg_err: 9.84821e-05; sd: 0.0270455; counts: 75419
sfh 0.37456 0.00312618 0.0100288 0.0024839 #avg: 0.00933029; avg_err: 0.000102811; sd: 0.0282344; counts: 75419
sfh 0.379622 0.00318484 0.0101558 0.00251941 #avg: 0.00949383; avg_err: 0.000100932; sd: 0.0277182; counts: 75419
sfh 0.384685 0.00324404 0.0104712 0.00255757 #avg: 0.0096519; avg_err: 0.000100966; sd: 0.0277276; counts: 75419
sfh 0.389747 0.00331421 0.010661 0.00260747 #avg: 0.00984593; avg_err: 0.000111173; sd: 0.0305308; counts: 75419
sfh 0.39481 0.00337199 0.0108586 0.00264353 #avg: 0.0100141; avg_err: 0.000116663; sd: 0.0320385; counts: 75419
sfh 0.399872 0.00340918 0.0110636 0.00266542 #avg: 0.0101866; avg_err: 0.000117544; sd: 0.0322803; counts: 75419
