#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
46.1597 0.00107211 0.00111758 3.57587e-05 0 0 0 0.000247982 4.75565e-06 0 0 0 945795
62.4225 0.00331318 0.00335313 8.71403e-05 0 0 0 0.000898099 1.11507e-05 0 0 0 450624
79.2931 0.0219239 0.0224765 0.000288768 0 0 0 0.00472687 3.7059e-05 0 0 0 276912
98.3624 0.0803793 0.0849077 0.00073928 0 0 0 0.016344 9.81786e-05 0 0.031521 0 159220
123.561 0.211389 0.232915 0.00188779 0 1 0 0.0435354 0.000272004 0.0103462 0.0902073 0.0103462 62761
155.109 0.416168 0.499125 0.00444933 0 1 0 0.0957301 0.000696477 0.0617667 0.138623 0.0617667 21722
194.595 0.618042 0.805551 0.00927088 1 1 1 0.178026 0.00168619 0.156079 0.16947 0.125189 6629
244.319 0.755 1.08062 0.0203222 1 1 1 0.286391 0.00401115 0.281457 0.169182 0.164837 1600
308.327 0.750649 1.11169 0.0433791 1 1 1 0.409122 0.00895188 0.423152 0.169928 0.19387 385
386.861 0.636364 1.01136 0.106593 1 1 1 0.488767 0.0200439 0.522031 0.135003 0.1991 88
487.077 0.5 0.75 0.203586 1 1 1 0.619033 0.0377655 0.656579 0.0844354 0.139736 20
615.632 0.25 0.25 0.25 0 1 0 0.655079 0.0512181 0.694514 0.0820498 0.153199 4
