#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.69027e+07 0.00513528 0.00521807 0.000101666 0 0 0 0.00147129 1.44943e-05 0 0 0 519349
1.5715e+08 0.0102718 0.0104605 0.000240518 0 0 0 0.00275645 3.46559e-05 0 0 0 185459
2.49034e+08 0.0163319 0.0168958 0.000345327 0 0 0 0.00425281 5.05267e-05 0 0 0 148972
3.94523e+08 0.0240251 0.0248047 0.000464745 0 0 0 0.00605044 6.79806e-05 0 0 0 119292
6.25733e+08 0.0353151 0.0369194 0.000637724 0 0 0 0.00889703 9.69615e-05 0 0.0102696 0 95370
9.9305e+08 0.051358 0.0542545 0.000863583 0 0 0 0.012698 0.00013375 0 0.0203193 0 76989
1.57336e+09 0.0727997 0.0773496 0.00112906 0 0 0 0.017505 0.000177033 0 0.031453 0 63297
2.49598e+09 0.100823 0.109556 0.0014751 0 0 0 0.0250254 0.000245239 0 0.0515147 0 53242
3.96414e+09 0.13894 0.152488 0.0018416 0 0 0 0.0345993 0.000317754 0 0.0740194 0 46502
6.28362e+09 0.184987 0.207866 0.00226733 0 1 0 0.0480417 0.00041686 0.00918138 0.0983926 0.00918138 41392
9.97593e+09 0.245268 0.285191 0.00275077 0 1 0 0.0681622 0.000534041 0.0203104 0.132672 0.0203104 38248
1.58292e+10 0.318631 0.381419 0.00321993 0 1 0 0.096968 0.000691494 0.0414564 0.17095 0.0414564 36026
2.50237e+10 0.39699 0.489878 0.00368258 0 1 0 0.134787 0.000849441 0.0779368 0.209513 0.0779368 33492
3.94826e+10 0.465781 0.587634 0.00422698 0 1 0 0.178758 0.00104239 0.126255 0.242543 0.11671 28756
6.21775e+10 0.510096 0.65619 0.00506383 1 0 1 0.236667 0.00136929 0.193872 0.270413 0.167837 21445
9.75745e+10 0.523406 0.675841 0.0066195 1 0 1 0.309411 0.00196148 0.283333 0.280785 0.223125 12753
1.52722e+11 0.501045 0.633229 0.00956128 1 0 1 0.409104 0.0030446 0.41588 0.251194 0.280283 5742
2.38974e+11 0.417447 0.512568 0.0150896 0 1 0 0.533191 0.0050143 0.58074 0.176421 0.311011 2029
3.75518e+11 0.29009 0.362162 0.0273625 0 1 0 0.670632 0.00710961 0.720137 0.0928903 0.202908 555
5.91404e+11 0.23301 0.291262 0.0579343 0 1 0 0.749215 0.0104954 0.766609 0.0848343 0.108145 103
9.51055e+11 0 0 0 0 0 0 0.806384 0.0266886 0.842999 0.0356101 0.133982 10
1.32315e+12 0 0 0 0 0 0 0.840602 0.00671959 0.847322 0 0.0134392 2
