#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.73801e+07 0.00164092 0.00165777 5.08661e-05 0 0 0 0.000838904 9.81706e-06 0 0 0 652684
1.57133e+08 0.00398373 0.00400858 0.00012938 0 0 0 0.00165022 2.28518e-05 0 0 0 241482
2.48889e+08 0.00629072 0.00633783 0.0001829 0 0 0 0.00259293 3.35499e-05 0 0 0 191075
3.94423e+08 0.0106565 0.0108284 0.000270336 0 0 0 0.00395745 4.85024e-05 0 0 0 151269
6.24919e+08 0.0159491 0.0161609 0.000371833 0 0 0 0.00581419 6.8467e-05 0 0 0 118063
9.89562e+08 0.0229345 0.023286 0.000507484 0 0 0 0.0081002 9.3641e-05 0 0 0 91042
1.56924e+09 0.0335497 0.0343115 0.000699266 0 0 0 0.0113206 0.000132583 0 0.0150102 0 70880
2.48863e+09 0.0453395 0.046232 0.000914198 0 0 0 0.0155916 0.000183526 0 0.0285672 0 54897
3.95076e+09 0.0667518 0.0685655 0.00122937 0 0 0 0.0211839 0.0002415 0 0.0438198 0 44658
6.26679e+09 0.0881349 0.0920973 0.00158854 0 0 0 0.0285799 0.000327358 0 0.0602113 0 36342
9.9536e+09 0.125454 0.131698 0.00201173 0 0 0 0.0390859 0.000425859 0 0.0879749 0 31390
1.5758e+10 0.16263 0.170932 0.00239261 0 1 0 0.0506758 0.000522011 0 0.116422 0 27707
2.49763e+10 0.212935 0.229073 0.00296552 0 1 0 0.0668273 0.000654416 0.0153049 0.137163 0.0153049 23857
3.93751e+10 0.250304 0.272468 0.00359061 0 1 0 0.0785388 0.000791584 0.0297076 0.147366 0.0297076 18905
6.16496e+10 0.272316 0.298373 0.00465203 0 1 0 0.0898634 0.00105789 0.0434614 0.15115 0.0434614 12166
9.59513e+10 0.276965 0.304388 0.00700081 0 1 0 0.102491 0.00175874 0.0536311 0.167977 0.0536311 5470
1.48433e+11 0.268678 0.288075 0.0132411 0 1 0 0.111021 0.00387682 0.0497106 0.183586 0.0497106 1392
2.2796e+11 0.3375 0.35625 0.040966 0 1 0 0.143754 0.0132426 0.085227 0.220127 0.085227 160
3.57154e+11 0.153846 0.153846 0.104154 0 0 0 0.276638 0.085671 0.16708 0.5517 0.154431 13
