#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
48.9253 0.987861 0.00162698 1.26898e+08 4.93663e+06 0 4.57264e+08 0 0.311942 0.00147585 0.308128 0.106518 0.104411 0.448476 0.00127105 0.460965 0.0656378 0.0900686 0.584498 0.000610639 0.592349 0.0243154 0.0356442 4531
63.9119 0.998826 0.00037105 1.631e+08 3.64439e+06 0 5.40609e+08 0 0.258917 0.000879151 0.247049 0.0912074 0.0681223 0.440378 0.000797534 0.448478 0.0613689 0.0780334 0.589995 0.000318489 0.594612 0.021988 0.0321488 8518
81.067 0.999051 0.000223526 3.00117e+08 3.36624e+06 0 7.90825e+08 0 0.252853 0.000568668 0.242089 0.085292 0.0653889 0.454284 0.000452897 0.459432 0.0524604 0.064279 0.591895 0.000214358 0.596933 0.0223972 0.0328643 18972
100.534 0.998571 0.000208252 4.89014e+08 3.31687e+06 4.13504e+08 6.27693e+08 4.13504e+08 0.278989 0.000435996 0.272106 0.0835688 0.0722163 0.471511 0.000323335 0.475798 0.0517328 0.0609077 0.592793 0.000187369 0.600016 0.0237418 0.0394796 32897
126.013 0.998594 0.000192958 7.41059e+08 3.88149e+06 6.23988e+08 8.34415e+08 6.23988e+08 0.323172 0.000410432 0.321017 0.0798093 0.0792912 0.490779 0.000283183 0.496768 0.0458927 0.0591002 0.589347 0.000199196 0.597768 0.0270768 0.0448357 37703
158.04 0.998649 0.000194867 1.07745e+09 4.9617e+06 8.74274e+08 1.09977e+09 8.74274e+08 0.342193 0.00037006 0.343861 0.0659736 0.0722597 0.473888 0.000279898 0.476094 0.0490125 0.0519499 0.565068 0.000250454 0.573136 0.0378664 0.0555565 35530
198.229 0.998794 0.00020665 1.48931e+09 6.79933e+06 1.20812e+09 1.49402e+09 7.50856e+08 0.320356 0.00036303 0.321139 0.0590944 0.0618635 0.429419 0.000324904 0.429168 0.0532983 0.0525706 0.526589 0.000354578 0.532187 0.0559998 0.0675037 28200
248.973 0.998828 0.000249683 1.90797e+09 9.56963e+06 1.62513e+09 1.72942e+09 1.00114e+09 0.283974 0.000403751 0.282912 0.0543268 0.0547766 0.381276 0.000422066 0.379368 0.0575547 0.05388 0.486942 0.000523079 0.489106 0.074695 0.0773679 18775
312.511 0.998989 0.000304585 2.2319e+09 1.39044e+07 1.95799e+09 1.87774e+09 1.16716e+09 0.251024 0.000487133 0.248271 0.0524301 0.0485119 0.339732 0.000567 0.337142 0.0598465 0.0551805 0.450368 0.000765399 0.450269 0.0839406 0.0832013 10884
393.188 0.998394 0.000534854 2.37667e+09 2.0035e+07 2.12403e+09 1.8702e+09 1.24975e+09 0.22359 0.000598724 0.219778 0.0467134 0.0404225 0.306847 0.000739595 0.304737 0.0552852 0.0529718 0.419805 0.00104634 0.420881 0.075873 0.0819039 5605
493.487 0.998788 0.000699253 2.19317e+09 2.82814e+07 1.95799e+09 1.63816e+09 1.08371e+09 0.205419 0.000763231 0.201272 0.0422582 0.0323055 0.285475 0.000992272 0.284144 0.0484044 0.0469151 0.406054 0.0014046 0.408241 0.064948 0.0714609 2476
619.198 0.997093 0.00167672 2.09623e+09 4.06236e+07 1.87487e+09 1.47968e+09 1.0006e+09 0.190256 0.00106712 0.187543 0.0324479 0.0284965 0.2724 0.00146473 0.270295 0.0464146 0.0435701 0.39721 0.00192629 0.399576 0.0550036 0.062928 1032
777.123 0.997222 0.00277778 1.81916e+09 6.37583e+07 1.62513e+09 1.40455e+09 9.17733e+08 0.180199 0.00157706 0.178831 0.0287692 0.0288752 0.258519 0.002131 0.256888 0.0369199 0.0372137 0.389919 0.00337214 0.389475 0.0581379 0.0568889 360
960.259 1 0 1.31239e+09 1.03086e+08 1.20812e+09 8.32925e+08 5.84132e+08 0.174653 0.00251089 0.175857 0.0178097 0.0243317 0.259865 0.00409263 0.255385 0.0412323 0.0325336 0.404234 0.00590843 0.40744 0.0347155 0.0531468 82
1195.3 1 0 1.30223e+09 1.90187e+08 1.20812e+09 1.08161e+09 5.84132e+08 0.17172 0.00417857 0.166348 0.0242805 0.0141453 0.250691 0.00613142 0.246 0.033121 0.021999 0.402712 0.0103409 0.410513 0.035528 0.0398333 21
1618.4 1 0 9.99464e+08 4.17323e+07 1.0412e+09 0 8.34645e+07 0.160634 0.00737929 0.168013 0 0.0147586 0.230432 0.0233697 0.253802 0 0.0467394 0.419347 0.0371686 0.456516 0 0.0743372 2
