#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.84232e+07 0.000955126 7.38748e-05 2.11975e+07 346049 0 0 0 0.262109 0.000196081 0.251552 0.09017 0.0705427 0.49373 0.000157828 0.50116 0.0547291 0.0688078 0.631913 4.91248e-05 0.636305 0.0132906 0.0214555 174846
1.58054e+08 0.0016026 0.000139909 3.47861e+07 641865 0 0 0 0.267713 0.000286362 0.258545 0.0875211 0.0717998 0.498526 0.000207551 0.503906 0.0510976 0.0621737 0.632468 7.04629e-05 0.636845 0.0127975 0.0210006 81742
2.49223e+08 0.00209673 0.000171592 4.8231e+07 840934 0 0 0 0.275886 0.000304197 0.268425 0.0848005 0.0735067 0.502754 0.000212321 0.507856 0.0491226 0.05904 0.632992 7.60539e-05 0.637569 0.0124644 0.0209323 71063
3.94484e+08 0.00253353 0.000211598 6.53773e+07 1.13139e+06 0 0 0 0.286144 0.000341324 0.279562 0.0827756 0.0737296 0.508424 0.000230536 0.513099 0.0481707 0.0579461 0.633494 8.74264e-05 0.638313 0.0122336 0.0208907 56443
6.25033e+08 0.00291366 0.000257161 9.1088e+07 1.53441e+06 0 0 0 0.296434 0.000379351 0.291616 0.0787651 0.0743341 0.513766 0.000253638 0.518433 0.0467314 0.0562534 0.634387 0.000100201 0.639327 0.0119518 0.0205113 43931
9.89322e+08 0.00393771 0.000342064 1.22778e+08 2.07164e+06 0 0 0 0.309125 0.000426848 0.305041 0.0760157 0.0732219 0.520579 0.000280125 0.524999 0.0449747 0.0542581 0.635166 0.000116865 0.640554 0.0112373 0.0208043 33522
1.56984e+09 0.0060204 0.000479041 1.58452e+08 2.6945e+06 0 3.3327e+08 0 0.321896 0.00048177 0.318275 0.0745984 0.073128 0.526859 0.000312191 0.531721 0.042774 0.0529386 0.635623 0.000138206 0.641229 0.0111998 0.0203677 26078
2.48825e+09 0.00662967 0.000568711 2.0076e+08 3.46127e+06 0 4.91267e+08 0 0.334315 0.000535386 0.331615 0.0730044 0.0718593 0.531354 0.000343885 0.536768 0.0409237 0.0517421 0.6349 0.000166146 0.641142 0.011202 0.0218255 20363
3.9459e+09 0.00825784 0.000710439 2.54257e+08 4.44241e+06 0 6.23988e+08 0 0.347225 0.000587083 0.344613 0.0712149 0.0686469 0.532639 0.000384234 0.538307 0.0404516 0.0514912 0.633033 0.000206941 0.640016 0.0117153 0.0232865 16227
6.26688e+09 0.00958084 0.0008428 3.17324e+08 5.53671e+06 0 7.90825e+08 0 0.358005 0.000639347 0.356226 0.0702236 0.0693369 0.528743 0.000431971 0.534561 0.0411083 0.0519282 0.629143 0.000256061 0.637289 0.012969 0.0263411 13360
9.9227e+09 0.0135509 0.00111011 3.93803e+08 6.87605e+06 0 9.53396e+08 0 0.363275 0.000701632 0.361839 0.0689528 0.0702768 0.520636 0.000504562 0.526133 0.0431974 0.0545434 0.622487 0.000333471 0.632713 0.0149964 0.0339924 10848
1.56802e+10 0.0175121 0.00139432 4.71931e+08 8.28819e+06 0 1.12197e+09 0 0.365608 0.000763743 0.365312 0.0672452 0.0697069 0.506662 0.000590583 0.512459 0.0465366 0.0591766 0.613135 0.000434894 0.625408 0.0187743 0.043246 8851
2.47958e+10 0.0218454 0.00180688 5.59515e+08 1.06897e+07 0 1.25797e+09 0 0.360523 0.000876447 0.361325 0.0655724 0.0702722 0.487852 0.00072839 0.493143 0.0506687 0.0597068 0.598853 0.000606307 0.613454 0.0242592 0.0559225 6546
3.91471e+10 0.0315648 0.00261624 6.66868e+08 1.41579e+07 3.31393e+08 1.14829e+09 3.31393e+08 0.347294 0.000996653 0.349248 0.0610548 0.0665669 0.461369 0.000918411 0.466578 0.0534497 0.0648824 0.580938 0.000866748 0.597302 0.032884 0.0695163 4467
6.11038e+10 0.0433489 0.00419901 7.73433e+08 2.05033e+07 4.17123e+08 1.31695e+09 4.17123e+08 0.334387 0.00133265 0.335633 0.0600366 0.0658802 0.436251 0.00129361 0.438907 0.058919 0.0632916 0.560797 0.00132264 0.576584 0.0444561 0.0828484 2353
9.52133e+10 0.0517837 0.00752125 9.31452e+08 3.67931e+07 5.79543e+08 1.54448e+09 5.79543e+08 0.310931 0.00200318 0.310723 0.0597279 0.0602111 0.403961 0.00208807 0.405648 0.0580796 0.0644342 0.53542 0.00248652 0.547199 0.0625125 0.0878537 869
1.46956e+11 0.0815217 0.0202277 1.13339e+09 9.10158e+07 7.81121e+08 1.87075e+09 7.81121e+08 0.291278 0.00427484 0.295887 0.0507225 0.0696337 0.369986 0.00459669 0.37622 0.059936 0.0676642 0.491461 0.0064009 0.49826 0.0908184 0.098808 184
2.28497e+11 0.105263 0.0723352 1.58795e+09 3.09232e+08 1.24374e+09 2.28441e+09 8.26614e+08 0.275946 0.0109268 0.267054 0.067589 0.0402517 0.346164 0.00958684 0.356954 0.027301 0.0522527 0.453697 0.0140057 0.463127 0.0508102 0.0724331 19
