#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.4017e+07 0.0273437 0.0273437 0.00294285 0 0 0 0.0562183 0.00108411 0.0390954 0.0633077 0.0310789 3072
1.59343e+08 0.0341113 0.0354578 0.00407019 0 0 0 0.0675093 0.00142716 0.0433125 0.0768527 0.0351968 2228
2.53419e+08 0.0385951 0.0389811 0.00384213 0 0 0 0.0750365 0.00142057 0.0540986 0.0869008 0.0456974 2591
3.98889e+08 0.0480409 0.049063 0.00407413 0 0 0 0.0849037 0.00143228 0.0608816 0.0950919 0.0386686 2935
6.31878e+08 0.0656726 0.0675761 0.00460488 0 0 0 0.0946468 0.00156546 0.0691082 0.105141 0.0464647 3152
9.9815e+08 0.0852626 0.0863919 0.00478829 0 0 0 0.106371 0.00161248 0.0815982 0.115951 0.0587603 3542
1.58988e+09 0.104178 0.108696 0.00548367 0 0 0 0.12512 0.0018219 0.0961906 0.134155 0.0725797 3542
2.51547e+09 0.12476 0.129696 0.00580223 0 0 0 0.141542 0.00195992 0.112745 0.142341 0.088127 3647
3.98124e+09 0.15274 0.15898 0.00629843 0 0 0 0.160542 0.00212375 0.130477 0.160881 0.0927719 3686
6.34849e+09 0.176854 0.185276 0.00675245 0 1 0 0.185949 0.00242602 0.1519 0.184666 0.112584 3681
1.0039e+10 0.202206 0.211029 0.00672788 0 1 0 0.216116 0.00250633 0.182791 0.203949 0.129567 4080
1.58772e+10 0.239084 0.2534 0.00721013 0 1 0 0.241068 0.00258992 0.211348 0.215365 0.144225 4191
2.51411e+10 0.270853 0.290083 0.00753301 0 1 0 0.266488 0.00268035 0.240144 0.222628 0.15803 4316
3.97527e+10 0.275006 0.299578 0.00802601 0 1 0 0.297194 0.00280853 0.280771 0.210344 0.175865 4029
6.22468e+10 0.271225 0.297797 0.00924286 0 1 0 0.310564 0.00327088 0.290506 0.229192 0.176278 3086
9.72804e+10 0.255524 0.270822 0.0113707 0 1 0 0.324124 0.00436242 0.307684 0.22086 0.186353 1765
1.51385e+11 0.215603 0.229787 0.0170791 0 1 0 0.340023 0.00704652 0.325071 0.223794 0.187134 705
2.35453e+11 0.216418 0.216418 0.0357078 0 1 0 0.374183 0.0176638 0.364138 0.245172 0.230252 134
3.80688e+11 0 0 0 0 0 0 0.356432 0.0640983 0.398984 0.180691 0.286743 14
5.3934e+11 0 0 0 0 0 0 0.591712 0.591712 0.591712 0 0 1
