#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.32981e+07 0.0664984 0.068537 0.00256786 0 0 0 0.0643346 0.000718933 0.0400568 0.0791451 0.0343754 10301
1.59623e+08 0.0840245 0.0876954 0.00345173 0 0 0 0.0710539 0.00084869 0.0480636 0.0848893 0.0326887 7355
2.52028e+08 0.100387 0.106306 0.0035969 0 0 0 0.0780382 0.000845512 0.0563524 0.0910979 0.0407376 8278
3.98172e+08 0.12259 0.130837 0.00381288 0 0 0 0.0868405 0.000876062 0.0600063 0.102625 0.0443914 8973
6.30753e+08 0.141439 0.149678 0.00390267 0 0 0 0.0975446 0.000935161 0.068809 0.112133 0.0527626 9467
1.00123e+09 0.16634 0.181903 0.00432134 0 1 0 0.107062 0.00100395 0.0782981 0.122505 0.0622517 9703
1.58469e+09 0.200182 0.218371 0.00459233 0 1 0 0.119807 0.00106755 0.0891669 0.1307 0.0633187 9896
2.51868e+09 0.22747 0.255518 0.00490514 0 1 0 0.135203 0.001157 0.101446 0.147841 0.0752167 10375
3.99638e+09 0.269882 0.305299 0.00511822 0 1 0 0.151784 0.00122147 0.118498 0.157619 0.0827781 10927
6.3312e+09 0.314424 0.364284 0.00534778 0 1 0 0.17508 0.00131325 0.140391 0.172429 0.103022 11793
1.00706e+10 0.353702 0.419447 0.00535609 0 1 0 0.201677 0.00135679 0.165138 0.196352 0.117502 13370
1.5975e+10 0.40991 0.497171 0.00534583 0 1 0 0.234281 0.00138825 0.196802 0.2174 0.131361 15379
2.52026e+10 0.458599 0.565522 0.00522809 0 1 0 0.268887 0.0013742 0.236786 0.230577 0.157981 17536
3.97551e+10 0.50284 0.627256 0.00531986 1 0 1 0.307305 0.00139966 0.286328 0.228 0.179746 17956
6.25211e+10 0.511175 0.645211 0.00579915 1 0 1 0.352153 0.00157225 0.337321 0.235783 0.200308 15660
9.80784e+10 0.491927 0.61971 0.00692213 0 1 0 0.40454 0.00195428 0.401805 0.232291 0.225009 10776
1.52965e+11 0.455901 0.563064 0.00941511 0 1 0 0.471326 0.00276829 0.487842 0.204332 0.244306 5431
2.39455e+11 0.374126 0.447053 0.0141922 0 1 0 0.572345 0.00435803 0.614407 0.150144 0.259652 2002
3.75739e+11 0.262609 0.311304 0.0241991 0 1 0 0.676411 0.00670036 0.720347 0.0931379 0.188371 575
5.87588e+11 0.211538 0.259615 0.054648 0 1 0 0.752073 0.010376 0.772268 0.0791757 0.108788 104
9.78141e+11 0 0 0 0 0 0 0.800817 0.0331093 0.842999 0.0356101 0.133982 8
1.32315e+12 0 0 0 0 0 0 0.840602 0.00671959 0.847322 0 0.0134392 2
