#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.26161e+07 0.0013986 0.0013986 0.0013986 0 0 0 0.043785 0.00183075 0.0151844 0.0562594 0.00188803 715
1.6086e+08 0.00160772 0.00160772 0.00160772 0 0 0 0.0490898 0.00212225 0.0386213 0.0529418 0.0254575 622
2.53665e+08 0 0 0 0 0 0 0.04993 0.00166282 0.0379552 0.0552273 0.0247914 871
4.02228e+08 0.00171674 0.00171674 0.0012134 0 0 0 0.0561863 0.00158088 0.0393721 0.0568952 0.0262083 1165
6.38068e+08 0.00124301 0.00124301 0.000878666 0 0 0 0.0644178 0.0015925 0.0397688 0.0784412 0.0267329 1609
1.00735e+09 0.00138568 0.00138568 0.000799654 0 0 0 0.0693868 0.00142801 0.0404416 0.095128 0.0274057 2165
1.59019e+09 0.00609756 0.00609756 0.0015699 0 0 0 0.0818272 0.00154535 0.0635821 0.0814038 0.0505461 2460
2.52895e+09 0.00730689 0.00730689 0.00158893 0 0 0 0.0893063 0.00152454 0.064172 0.0987401 0.051136 2874
3.96609e+09 0.00793409 0.00793409 0.00155005 0 0 0 0.102873 0.00155538 0.0849279 0.102821 0.0717641 3277
6.32935e+09 0.00747986 0.00747986 0.00146164 0 0 0 0.111294 0.00159837 0.0873116 0.118892 0.0740152 3476
1.00182e+10 0.0105263 0.0105263 0.00169882 0 0 0 0.124479 0.00170606 0.105557 0.120216 0.0913534 3610
1.58812e+10 0.013979 0.013979 0.00185516 0 0 0 0.129241 0.00168298 0.107781 0.12844 0.0715206 4006
2.51096e+10 0.0119746 0.0119746 0.00170059 0 0 0 0.139388 0.00171566 0.111415 0.136422 0.0745438 4092
3.978e+10 0.0160871 0.0160871 0.00193532 0 0 0 0.146358 0.00169008 0.128456 0.128912 0.09123 4227
6.22826e+10 0.0183224 0.0183224 0.00226954 0 0 0 0.147316 0.00184545 0.13067 0.123864 0.0935958 3493
9.69873e+10 0.0120706 0.0120706 0.00235345 0 0 0 0.14778 0.0023162 0.129132 0.126858 0.0919058 2154
1.50047e+11 0.00661376 0.00661376 0.00294992 0 0 0 0.135911 0.003564 0.130042 0.0988444 0.0937816 756
2.30402e+11 0 0 0 0 0 0 0.126609 0.0102468 0.105989 0.141803 0.0933089 104
3.58456e+11 0 0 0 0 0 0 0.130669 0.0556255 0.199517 0.0515211 0.163609 4
