#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.6804e+07 0.0352022 0.0382165 0.000253451 0 0 0 0.00481799 2.37361e-05 0 0 0 671464
1.57035e+08 0.0535447 0.0594753 0.00053891 0 0 0 0.0072606 5.08247e-05 0 0.00868754 0 236737
2.48904e+08 0.0709025 0.0793079 0.000696757 0 0 0 0.00964604 6.7932e-05 0 0.012613 0 187497
3.94601e+08 0.0941268 0.106866 0.000906485 0 0 0 0.012846 8.97976e-05 0 0.0208509 0 149936
6.25768e+08 0.12259 0.141834 0.00117111 0 0 0 0.0172742 0.000119508 0 0.034281 0 119830
9.91722e+08 0.156629 0.18428 0.00148928 0 0 0 0.0222015 0.000152896 0 0.0461255 0 95659
1.57196e+09 0.197491 0.239152 0.00188408 0 1 0 0.0291445 0.000199058 0 0.0632802 0 77963
2.49318e+09 0.250317 0.311073 0.00235487 0 1 0 0.0385701 0.000256366 0.00850137 0.0785699 0.00850137 63911
3.95601e+09 0.304675 0.387145 0.00283216 0 1 0 0.0493602 0.000321475 0.0170271 0.0931226 0.0170271 53644
6.26859e+09 0.369561 0.489019 0.00341613 0 1 0 0.0639561 0.00040647 0.0274019 0.111683 0.0274019 45941
9.95224e+09 0.442236 0.609451 0.00400454 0 1 0 0.0836404 0.0005005 0.04614 0.130341 0.04614 40397
1.57691e+10 0.51747 0.740373 0.00452161 1 1 1 0.108832 0.000609884 0.0715081 0.149989 0.0715081 36433
2.49999e+10 0.59254 0.88357 0.0051016 1 1 1 0.140167 0.000731907 0.106049 0.168126 0.0937503 32251
3.94794e+10 0.645584 0.989922 0.00566635 1 1 1 0.177352 0.000865826 0.1491 0.179456 0.12174 27685
6.21412e+10 0.677654 1.03918 0.00647624 1 1 1 0.216765 0.001038 0.1986 0.177424 0.142069 20903
9.76668e+10 0.665306 1.00994 0.0081326 1 1 1 0.251608 0.00129929 0.240659 0.165379 0.148078 12982
1.54016e+11 0.608599 0.862288 0.0107619 1 1 1 0.287985 0.00175283 0.285103 0.145867 0.144537 6303
2.43686e+11 0.535186 0.719235 0.0152777 1 0 1 0.307819 0.00222785 0.308388 0.114563 0.120053 2771
3.82776e+11 0.426818 0.538244 0.0218966 0 1 0 0.316879 0.00303953 0.316029 0.0988433 0.100721 1059
6.1042e+11 0.368116 0.434783 0.0334489 0 1 0 0.312473 0.00471421 0.31381 0.0825878 0.0863693 345
9.63205e+11 0.342857 0.371429 0.0648982 0 1 0 0.281943 0.0102544 0.28186 0.0860703 0.0917193 70
1.40469e+12 0.285714 0.285714 0.184428 0 1 0 0.273366 0.0164097 0.297637 0.00755811 0.065854 7
