#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
48.7114 0.0181704 0.0204678 0.00226893 0 0 0 0.0368665 0.000771528 0.0190926 0.0446257 0.0132289 4788
63.919 0.021764 0.0221077 0.00159857 0 0 0 0.0378757 0.000479249 0.0267539 0.042667 0.0211961 8730
81.0692 0.0499285 0.0507461 0.00159544 0 0 0 0.0545429 0.000411842 0.0371964 0.0630505 0.0316386 19568
100.53 0.11117 0.116673 0.00183838 0 0 0 0.0802178 0.000401002 0.0582069 0.0902795 0.0425343 33804
126.007 0.210388 0.230507 0.00238029 0 1 0 0.119924 0.000488449 0.0977543 0.115557 0.0712842 38719
158.055 0.358559 0.415119 0.00314932 0 1 0 0.17954 0.000622 0.160156 0.14223 0.103226 36510
198.246 0.503631 0.618784 0.00410125 1 0 1 0.265465 0.000825563 0.256466 0.156891 0.140065 28918
248.945 0.594291 0.765351 0.00537744 1 0 1 0.376869 0.0010873 0.378852 0.156239 0.161494 19233
312.533 0.563545 0.727842 0.00710754 1 0 1 0.493766 0.00142115 0.509047 0.136827 0.171401 11181
393.168 0.474816 0.593739 0.00944672 0 1 0 0.597765 0.00178296 0.61796 0.111459 0.151952 5718
493.437 0.324228 0.39707 0.0126877 0 1 0 0.673372 0.00225622 0.695517 0.0830544 0.131026 2526
619.296 0.243115 0.278253 0.016221 0 1 0 0.726832 0.00310776 0.743722 0.0747621 0.106953 1053
777.577 0.1875 0.203804 0.0230434 0 1 0 0.76603 0.00424565 0.778502 0.0656589 0.0932933 368
960.344 0.197674 0.232558 0.0540416 0 1 0 0.796798 0.00657131 0.806551 0.049895 0.0739609 86
1192.32 0.227273 0.272727 0.117363 0 1 0 0.81052 0.0113022 0.814425 0.0545717 0.0473552 22
1618.4 0 0 0 0 0 0 0.83316 0.000722051 0.833882 0 0.0014441 2
