#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.63475e+07 2.80687e-05 2.80687e-05 1.14589e-05 0 0 0 0.000211873 8.12532e-06 0 0 0 213761
1.56779e+08 0.000101695 0.000101695 3.84356e-05 0 0 0 0.000580059 2.56028e-05 0 0 0 68833
2.48305e+08 0.000274176 0.000274176 7.32674e-05 0 0 0 0.00105582 4.02447e-05 0 0 0 51062
3.94271e+08 0.000604404 0.000604404 0.000125991 0 0 0 0.00192376 6.61137e-05 0 0 0 38054
6.23682e+08 0.00122183 0.00122183 0.000209419 0 0 0 0.00337574 0.000107271 0 0 0 27827
9.8801e+08 0.00292833 0.00292833 0.000380687 0 0 0 0.00561054 0.000165612 0 0 0 20148
1.56149e+09 0.00384287 0.00384287 0.000521961 0 0 0 0.00878608 0.000261319 0 0 0 14052
2.47592e+09 0.00522327 0.00522327 0.000729529 0 0 0 0.0123692 0.000373676 0 0.0236227 0 9764
3.91625e+09 0.00993426 0.00993426 0.00119879 0 0 0 0.0178215 0.000555532 0 0.0258119 0 6845
6.20613e+09 0.0138357 0.0138357 0.00170437 0 0 0 0.0240256 0.000798938 0 0.0493762 0 4698
9.88712e+09 0.0209524 0.0209524 0.0025523 0 0 0 0.0316771 0.00111343 0 0.0729174 0 3150
1.56318e+10 0.0345622 0.0345622 0.00392223 0 0 0 0.0412124 0.00160641 0 0.0967273 0 2170
2.48279e+10 0.0408946 0.0408946 0.00500781 0 0 0 0.0531461 0.00219293 0 0.122276 0 1565
3.94539e+10 0.0514064 0.0514064 0.00688066 0 0 0 0.0515163 0.00265622 0 0.123721 0 1031
6.14825e+10 0.0396197 0.0396197 0.00777153 0 0 0 0.0534742 0.00311913 0.0206315 0.109096 0.0206315 631
9.66146e+10 0.0454545 0.0454545 0.0123386 0 0 0 0.0521571 0.00463137 0.0207147 0.109539 0.0207147 286
1.48587e+11 0.0212766 0.0212766 0.0149637 0 0 0 0.0332571 0.00598578 0 0.0943265 0 94
2.34442e+11 0 0 0 0 0 0 0.0162437 0.00618068 0.0125161 0.0235069 0.0125161 9
