#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.54109e+07 0.0798319 0.0827408 0.00363416 0 0 0 0.0748153 0.0010263 0.0491567 0.0892179 0.0336535 6188
1.59101e+08 0.0951215 0.10002 0.00452349 0 0 0 0.0783587 0.00112681 0.0571404 0.0848849 0.0414678 4899
2.51576e+08 0.115412 0.122074 0.00465824 0 0 0 0.0867527 0.00110784 0.0603995 0.10086 0.0446075 5554
3.99023e+08 0.139872 0.149024 0.00501829 0 0 0 0.09629 0.00116129 0.0697347 0.10887 0.0538182 5791
6.31164e+08 0.162673 0.173304 0.00528044 0 1 0 0.108705 0.00123485 0.0813209 0.118083 0.0558199 5926
9.98812e+08 0.188369 0.209486 0.00592124 0 1 0 0.121146 0.00135187 0.0911203 0.1316 0.0652721 5967
1.57922e+09 0.217297 0.239627 0.00616709 0 1 0 0.136302 0.00147024 0.107045 0.140984 0.0796165 6001
2.51147e+09 0.261748 0.293077 0.00680095 0 1 0 0.154737 0.00162057 0.126524 0.152276 0.0903904 5937
3.9892e+09 0.296266 0.338872 0.00718595 0 1 0 0.173884 0.00174271 0.139466 0.167812 0.0936708 6079
6.3146e+09 0.34513 0.401356 0.00769513 0 1 0 0.199797 0.00193547 0.168189 0.186671 0.116872 6047
9.99653e+09 0.373544 0.445583 0.00790977 0 1 0 0.229213 0.00205066 0.195439 0.205569 0.12959 6441
1.58537e+10 0.416187 0.506624 0.00801569 0 1 0 0.263398 0.00212017 0.235953 0.215425 0.154098 6944
2.51391e+10 0.459903 0.559694 0.00802462 0 1 0 0.297023 0.00218325 0.270525 0.22773 0.167977 7195
3.97309e+10 0.476267 0.589109 0.00844616 0 1 0 0.337167 0.00233378 0.320642 0.229537 0.19142 6868
6.21126e+10 0.486177 0.60877 0.00985113 0 1 0 0.375591 0.00265964 0.364624 0.224078 0.197071 5245
9.70682e+10 0.46029 0.565953 0.0127523 0 1 0 0.424371 0.00364831 0.420588 0.227945 0.21164 2896
1.50784e+11 0.396887 0.490272 0.0210296 0 1 0 0.483435 0.00617911 0.50923 0.181445 0.256766 1028
2.3541e+11 0.296512 0.337209 0.0422257 0 1 0 0.577313 0.0146796 0.632644 0.13333 0.279756 172
3.6295e+11 0.321429 0.321429 0.089879 0 1 0 0.635164 0.0297431 0.654464 0.123775 0.10698 28
5.44715e+11 0 0 0 0 0 0 0.779167 0.0258486 0.777981 0.0546207 0.0624014 7
