#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.9251 0.000486675 0.000501102 2.26534e-05 0 0 0 0.000153545 4.29509e-06 0 0 0 1039708
62.3926 0.000160802 0.000162629 1.74299e-05 0 0 0 0.000110713 3.56209e-06 0 0 0 547258
79.5014 0.00169991 0.0017086 7.0639e-05 0 0 0 0.000924247 1.32984e-05 0 0 0 345312
98.4331 0.010669 0.0107463 0.000228341 0 0 0 0.00440286 4.0803e-05 0 0 0 206861
123.691 0.048603 0.0496112 0.000754838 0 0 0 0.0168404 0.000136268 0 0.0312501 0 86291
155.321 0.154064 0.160071 0.00216958 0 0 0 0.0485897 0.000411846 0.0147824 0.100124 0.0147824 31130
194.706 0.307244 0.329485 0.00530843 0 1 0 0.105457 0.00111991 0.0726629 0.148899 0.0726629 9442
244.523 0.465391 0.527687 0.0124202 0 1 0 0.196986 0.00299489 0.17472 0.184175 0.144817 2456
307.479 0.496255 0.576779 0.0279503 0 1 0 0.292253 0.00746504 0.300916 0.178058 0.204254 534
388.958 0.548077 0.596154 0.0571923 1 0 1 0.395448 0.0166843 0.405841 0.140717 0.19088 104
490.411 0.322581 0.387097 0.110497 0 1 0 0.478948 0.0358834 0.522235 0.150717 0.356408 31
625.834 0 0 0 0 0 0 0.528717 0.0800157 0.615154 0.09187 0.465975 6
767.691 0.5 0.5 0.5 1 0 1 0.649504 0.0151782 0.664682 0 0.0303564 2
