#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.334060 (z=1.993474)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 10.75 - 11.25
#HM    Stats: 3.225000e+12 (median) + 3.957350e+12  / - 1.339710e+12
#SM    Stats: 7.956170e+10 (median) + 3.581930e+10  / - 1.759400e+10
#ObsSM Stats: 8.007170e+10 (median) + 6.113830e+10  / - 3.396180e+10
#VMP   Stats: 3.153400e+02 (median) + 9.497000e+01  / - 4.934000e+01
#ICL   Stats: 7.183770e+08 (median) + 2.270183e+09  / - 5.278390e+08
#SSFR  Stats: 2.832924e-10 (median) + 2.464870e-09  / - 2.811459e-10
sfh 0.055623 0 0 0 #avg: 1.88697e-06; avg_err: 1.60489e-06; sd: 0.000170934; counts: 11345
sfh 0.060123 0 0 0 #avg: 0.0011203; avg_err: 0.000102718; sd: 0.0109403; counts: 11345
sfh 0.062373 0 0 0 #avg: 0.00627039; avg_err: 0.000412265; sd: 0.0439096; counts: 11345
sfh 0.064623 0 0 0 #avg: 0.0192095; avg_err: 0.000920311; sd: 0.0980207; counts: 11345
sfh 0.066873 0 0.00910793 0 #avg: 0.0472896; avg_err: 0.00194253; sd: 0.206895; counts: 11345
sfh 0.069123 0 0.0622418 0 #avg: 0.0977469; avg_err: 0.00360707; sd: 0.384183; counts: 11345
sfh 0.071373 0 0.159137 0 #avg: 0.163081; avg_err: 0.00539439; sd: 0.574547; counts: 11345
sfh 0.073623 0 0.28935 0 #avg: 0.236345; avg_err: 0.00722325; sd: 0.769336; counts: 11345
sfh 0.075873 0.00814866 0.440598 0.00814866 #avg: 0.330135; avg_err: 0.00964133; sd: 1.02688; counts: 11345
sfh 0.078123 0.0293399 0.58223 0.0293399 #avg: 0.435572; avg_err: 0.0124336; sd: 1.32428; counts: 11345
sfh 0.080373 0.0675705 0.718389 0.0675705 #avg: 0.544457; avg_err: 0.0155417; sd: 1.65531; counts: 11345
sfh 0.082623 0.117132 0.814295 0.117132 #avg: 0.618789; avg_err: 0.0157535; sd: 1.67788; counts: 11345
sfh 0.085998 0.209681 1.08642 0.206463 #avg: 0.881693; avg_err: 0.0226535; sd: 2.41278; counts: 11345
