#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
49.2006 0.0966013 0.101765 0.00257872 0 0 0 0.0486757 0.000423187 0.0321279 0.0548091 0.0193695 15300
63.5628 0.166951 0.183658 0.00273817 0 1 0 0.0660546 0.000404175 0.0479295 0.0720944 0.0349281 24660
80.542 0.285562 0.335752 0.00294104 0 1 0 0.103067 0.000445369 0.081583 0.10084 0.0593785 38454
99.6285 0.429476 0.54556 0.00347018 0 1 0 0.151194 0.000533332 0.130344 0.128532 0.0843388 42340
125.059 0.568992 0.79382 0.00473186 1 1 1 0.214057 0.000737836 0.197952 0.14729 0.117615 31424
156.951 0.680144 1.03999 0.00645954 1 1 1 0.296005 0.00101704 0.289289 0.160145 0.148061 20553
197.218 0.724175 1.14806 0.00879623 1 1 1 0.388109 0.00141448 0.391117 0.157992 0.168098 11975
248.013 0.662346 1.01423 0.0118227 1 1 1 0.457453 0.00200441 0.466489 0.157643 0.179212 6326
312.161 0.573557 0.817505 0.0153292 1 1 1 0.509773 0.00279329 0.52034 0.156173 0.176376 3222
392.629 0.44891 0.58515 0.0193502 0 1 0 0.529194 0.00424285 0.529484 0.180064 0.173879 1468
491.888 0.38835 0.493528 0.0280716 0 1 0 0.522019 0.00665282 0.510775 0.198764 0.154458 618
617.256 0.298755 0.356846 0.0388527 0 1 0 0.500992 0.0101338 0.483901 0.205306 0.145103 241
772.345 0.266667 0.293333 0.0593458 0 1 0 0.495263 0.0209163 0.490509 0.220334 0.194835 75
957.919 0.363636 0.363636 0.15212 0 1 0 0.49365 0.0447395 0.452845 0.243757 0.120375 11
1234.8 0 0 0 0 0 0 0.216605 0.216605 0.216605 0 0 1
