#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.70764e+09 7.06433e+08 2.65645e+06 5.73758e+08 4.77464e+08 2.2331e+08 2.49223e+09 1.1405e+07 1.85802e+09 2.39794e+09 1.02889e+09 30328
1.59871e+10 6.77861e+08 2.78583e+06 5.60837e+08 4.64212e+08 2.12819e+08 2.34774e+09 1.25089e+07 1.74201e+09 2.14595e+09 1.02505e+09 24046
2.52511e+10 7.16727e+08 2.86607e+06 5.67362e+08 5.11067e+08 2.18119e+08 2.1591e+09 9.83705e+06 1.62642e+09 1.8961e+09 9.0946e+08 28646
4.00391e+10 7.6963e+08 2.9569e+06 5.82048e+08 5.95803e+08 2.30402e+08 2.18283e+09 8.40801e+06 1.74201e+09 1.9533e+09 1.02505e+09 34696
6.33594e+10 8.31013e+08 3.05589e+06 6.05234e+08 6.88206e+08 2.51233e+08 2.31242e+09 8e+06 1.85802e+09 2.15234e+09 1.02889e+09 41076
1.00209e+11 8.91408e+08 3.22014e+06 6.76918e+08 7.31695e+08 3.18437e+08 2.45375e+09 8.02432e+06 1.97444e+09 2.28152e+09 1.14531e+09 45040
1.58446e+11 9.30562e+08 3.43051e+06 6.92286e+08 7.99222e+08 3.31698e+08 2.62728e+09 8.63104e+06 2.20847e+09 2.41775e+09 1.37934e+09 45443
2.5067e+11 9.87899e+08 3.76489e+06 7.1696e+08 8.8035e+08 3.51514e+08 2.81386e+09 9.48335e+06 2.32608e+09 2.67231e+09 1.49696e+09 43624
3.95372e+11 1.06726e+09 4.38005e+06 7.91253e+08 9.50756e+08 4.2032e+08 2.93351e+09 1.04642e+07 2.44409e+09 2.74109e+09 1.50235e+09 39067
6.24589e+11 1.18952e+09 5.45812e+06 8.45988e+08 1.12845e+09 4.2948e+08 3.02798e+09 1.20156e+07 2.44409e+09 2.94901e+09 1.50235e+09 32078
9.86139e+11 1.35289e+09 7.40633e+06 9.73121e+08 1.30601e+09 5.1159e+08 2.96809e+09 1.41215e+07 2.32608e+09 3.00455e+09 1.38435e+09 23072
1.55425e+12 1.60225e+09 1.08225e+07 1.16629e+09 1.6341e+09 6.82171e+08 2.76851e+09 1.6788e+07 2.20847e+09 2.78993e+09 1.37934e+09 15165
2.45062e+12 1.94903e+09 1.69194e+07 1.40861e+09 2.11391e+09 8.34855e+08 2.52559e+09 2.01818e+07 1.97444e+09 2.52813e+09 1.16825e+09 9228
3.89406e+12 2.38188e+09 2.73298e+07 1.72085e+09 2.66509e+09 1.04654e+09 2.19886e+09 2.38158e+07 1.74201e+09 2.02384e+09 1.02505e+09 5069
6.1098e+12 2.90585e+09 4.60829e+07 2.14396e+09 3.36188e+09 1.427e+09 1.9739e+09 3.0808e+07 1.51125e+09 1.89008e+09 9.06013e+08 2566
9.67211e+12 3.58306e+09 7.78022e+07 2.84751e+09 4.08258e+09 2.01627e+09 1.71022e+09 3.78499e+07 1.28215e+09 1.52915e+09 6.76918e+08 1232
1.54213e+13 4.4294e+09 1.21227e+08 4.1304e+09 3.99657e+09 3.07562e+09 1.48362e+09 4.42253e+07 1.16825e+09 1.27584e+09 6.49302e+08 619
2.44611e+13 4.98225e+09 2.04491e+08 4.65051e+09 4.43501e+09 3.59573e+09 1.4278e+09 7.13816e+07 1.10001e+09 1.16782e+09 6.06069e+08 268
3.89876e+13 5.67308e+09 3.11477e+08 5.47631e+09 4.21372e+09 4.21419e+09 1.26612e+09 6.99203e+07 1.00104e+09 1.09021e+09 4.71219e+08 121
6.14228e+13 5.41327e+09 4.95595e+08 5.08857e+09 4.7139e+09 3.92664e+09 1.03218e+09 8.30253e+07 9.41735e+08 5.69512e+08 4.53896e+08 52
9.74429e+13 6.62137e+09 6.27768e+08 7.64066e+09 2.50901e+09 5.64901e+09 1.08288e+09 1.09854e+08 1.05478e+09 5.93876e+08 5.60837e+08 32
1.56866e+14 8.23836e+09 8.49253e+08 9.70418e+09 9.68714e+08 3.95706e+09 9.03605e+08 1.5123e+08 7.1696e+08 6.79528e+08 2.23017e+08 14
2.52984e+14 3.97972e+09 2.16057e+09 3.1599e+09 7.1461e+09 2.21817e+09 1.42534e+09 4.47292e+08 1.34267e+09 1.27911e+09 8.87916e+08 4
4.48971e+14 8.29125e+08 8.29125e+08 8.29125e+08 0 0 3.39126e+08 3.39126e+08 3.39126e+08 0 0 1
6.20958e+14 7.21049e+09 2.95453e+09 1.0165e+10 0 5.90906e+09 1.11807e+09 6.23943e+08 1.74201e+09 0 1.24789e+09 2
