#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.668185 (z=0.496592)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 8.25 - 8.75
#HM    Stats: 1.371910e+11 (median) + 5.648500e+10  / - 4.192630e+10
#SM    Stats: 3.273450e+08 (median) + 1.483640e+08  / - 1.084110e+08
#ObsSM Stats: 3.252490e+08 (median) + 1.722870e+08  / - 1.147900e+08
#VMP   Stats: 9.359000e+01 (median) + 7.090004e+00  / - 6.500000e+00
#ICL   Stats: 2.913230e+06 (median) + 9.309670e+06  / - 2.583742e+06
#SSFR  Stats: 2.163309e-12 (median) + 2.858069e-12  / - 1.307457e-12
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 7276
sfh 0.060123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 7276
sfh 0.062373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 7276
sfh 0.064623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 7276
sfh 0.066873 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 7276
sfh 0.069123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 7276
sfh 0.071373 0 0 0 #avg: 6.92129e-07; avg_err: 6.92129e-07; sd: 5.90342e-05; counts: 7276
sfh 0.073623 0 0 0 #avg: 1.18202e-06; avg_err: 9.26874e-07; sd: 7.90565e-05; counts: 7276
sfh 0.075873 0 0 0 #avg: 2.88664e-05; avg_err: 1.46494e-05; sd: 0.0012495; counts: 7276
sfh 0.078123 0 0 0 #avg: 7.35291e-05; avg_err: 2.6498e-05; sd: 0.00226011; counts: 7276
sfh 0.080373 0 0 0 #avg: 0.000116564; avg_err: 3.81996e-05; sd: 0.00325818; counts: 7276
sfh 0.082623 0 0 0 #avg: 0.000223595; avg_err: 6.54572e-05; sd: 0.00558308; counts: 7276
sfh 0.085998 0 0 0 #avg: 0.000455386; avg_err: 0.000101556; sd: 0.00866209; counts: 7276
sfh 0.089373 0 0 0 #avg: 0.000892859; avg_err: 0.000172467; sd: 0.0147104; counts: 7276
sfh 0.092748 0 0 0 #avg: 0.00177943; avg_err: 0.000265729; sd: 0.022665; counts: 7276
sfh 0.096123 0 0 0 #avg: 0.00249838; avg_err: 0.000263489; sd: 0.0224739; counts: 7276
sfh 0.099498 0 0 0 #avg: 0.00364054; avg_err: 0.000264487; sd: 0.022559; counts: 7276
sfh 0.102873 0 0 0 #avg: 0.00512553; avg_err: 0.00029797; sd: 0.0254149; counts: 7276
sfh 0.106248 0 0.0041506 0 #avg: 0.00682509; avg_err: 0.000339129; sd: 0.0289255; counts: 7276
sfh 0.109623 0 0.0099843 0 #avg: 0.00893226; avg_err: 0.000396995; sd: 0.0338611; counts: 7276
sfh 0.112998 0 0.0156652 0 #avg: 0.0109723; avg_err: 0.000493036; sd: 0.0420528; counts: 7276
sfh 0.116373 0 0.0197387 0 #avg: 0.0127662; avg_err: 0.000465173; sd: 0.0396763; counts: 7276
sfh 0.119748 1.6869e-05 0.0237187 1.6869e-05 #avg: 0.014293; avg_err: 0.000434817; sd: 0.0370871; counts: 7276
sfh 0.123123 0.00147574 0.0267745 0.00147574 #avg: 0.0167579; avg_err: 0.00057148; sd: 0.0487436; counts: 7276
sfh 0.126498 0.00283273 0.0288935 0.00283273 #avg: 0.0181874; avg_err: 0.000542111; sd: 0.0462386; counts: 7276
sfh 0.129873 0.00469096 0.0302104 0.00469096 #avg: 0.019776; avg_err: 0.000536158; sd: 0.0457308; counts: 7276
sfh 0.133248 0.00624893 0.0316062 0.00624893 #avg: 0.0216933; avg_err: 0.000540325; sd: 0.0460862; counts: 7276
sfh 0.136623 0.00809255 0.0333662 0.00809255 #avg: 0.0236034; avg_err: 0.00057668; sd: 0.0491872; counts: 7276
sfh 0.141685 0.0101399 0.0352233 0.0101376 #avg: 0.0261942; avg_err: 0.000587476; sd: 0.0501079; counts: 7276
sfh 0.146748 0.0125606 0.0371743 0.0119218 #avg: 0.0286724; avg_err: 0.000608365; sd: 0.0518896; counts: 7276
sfh 0.15181 0.014375 0.0392445 0.0129859 #avg: 0.0309362; avg_err: 0.000606426; sd: 0.0517243; counts: 7276
sfh 0.156873 0.0159547 0.0408854 0.0137038 #avg: 0.032485; avg_err: 0.000620129; sd: 0.0528931; counts: 7276
sfh 0.161935 0.0174458 0.0396175 0.0143979 #avg: 0.0329194; avg_err: 0.000589866; sd: 0.0503118; counts: 7276
sfh 0.166998 0.0186239 0.0401591 0.0146726 #avg: 0.0336643; avg_err: 0.000565787; sd: 0.048258; counts: 7276
sfh 0.17206 0.019107 0.0376868 0.0144009 #avg: 0.0330504; avg_err: 0.000520986; sd: 0.0444368; counts: 7276
sfh 0.177123 0.0195422 0.0377727 0.0142461 #avg: 0.03435; avg_err: 0.000584213; sd: 0.0498297; counts: 7276
sfh 0.182185 0.0199441 0.0391 0.0143403 #avg: 0.0352182; avg_err: 0.000595541; sd: 0.0507958; counts: 7276
sfh 0.187248 0.0201395 0.0381721 0.0141221 #avg: 0.0351006; avg_err: 0.000589504; sd: 0.0502809; counts: 7276
sfh 0.19231 0.0206208 0.0396144 0.0144311 #avg: 0.0356739; avg_err: 0.00057213; sd: 0.048799; counts: 7276
sfh 0.197373 0.0208641 0.038645 0.0145554 #avg: 0.0349625; avg_err: 0.000530175; sd: 0.0452205; counts: 7276
sfh 0.202435 0.0208218 0.0373096 0.0142893 #avg: 0.0344188; avg_err: 0.000543292; sd: 0.0463393; counts: 7276
sfh 0.207498 0.0215456 0.0360252 0.0147465 #avg: 0.0342834; avg_err: 0.000531337; sd: 0.0453196; counts: 7276
sfh 0.21256 0.0213897 0.0376264 0.0144202 #avg: 0.0347412; avg_err: 0.000516386; sd: 0.0440445; counts: 7276
sfh 0.217623 0.0219813 0.0371551 0.0148004 #avg: 0.0350066; avg_err: 0.000504024; sd: 0.04299; counts: 7276
sfh 0.222685 0.0218421 0.0369893 0.0143255 #avg: 0.0355575; avg_err: 0.000529572; sd: 0.0451691; counts: 7276
sfh 0.227748 0.0219115 0.0371983 0.0141877 #avg: 0.0351614; avg_err: 0.000495797; sd: 0.0422883; counts: 7276
sfh 0.23281 0.0221852 0.0382442 0.0144431 #avg: 0.0355209; avg_err: 0.000498183; sd: 0.0424918; counts: 7276
sfh 0.237873 0.0225271 0.0370163 0.0147855 #avg: 0.0357825; avg_err: 0.000508067; sd: 0.0433349; counts: 7276
sfh 0.242935 0.0228715 0.0367327 0.0149841 #avg: 0.0359027; avg_err: 0.00053094; sd: 0.0452858; counts: 7276
sfh 0.247998 0.0229653 0.037534 0.0148821 #avg: 0.0365019; avg_err: 0.000537876; sd: 0.0458774; counts: 7276
sfh 0.25306 0.0230352 0.0370966 0.0148482 #avg: 0.0365356; avg_err: 0.000526083; sd: 0.0448715; counts: 7276
sfh 0.258123 0.0235046 0.03755 0.0149102 #avg: 0.0377349; avg_err: 0.000588751; sd: 0.0502167; counts: 7276
sfh 0.263185 0.0240012 0.0379202 0.0152014 #avg: 0.0375208; avg_err: 0.00053863; sd: 0.0459417; counts: 7276
sfh 0.268248 0.0245244 0.0373204 0.0155133 #avg: 0.0378902; avg_err: 0.000533846; sd: 0.0455336; counts: 7276
sfh 0.27331 0.0249774 0.0383825 0.0155705 #avg: 0.0391719; avg_err: 0.000599458; sd: 0.0511299; counts: 7276
sfh 0.278373 0.0252699 0.0398457 0.0158486 #avg: 0.0394403; avg_err: 0.000591277; sd: 0.0504322; counts: 7276
sfh 0.283435 0.0259307 0.0424466 0.0163444 #avg: 0.0406523; avg_err: 0.000564515; sd: 0.0481495; counts: 7276
sfh 0.288498 0.0265867 0.0417506 0.0167486 #avg: 0.0416041; avg_err: 0.000603006; sd: 0.0514326; counts: 7276
sfh 0.29356 0.0270663 0.0416479 0.0169136 #avg: 0.0421299; avg_err: 0.00060192; sd: 0.05134; counts: 7276
sfh 0.298623 0.0276214 0.0435229 0.0173354 #avg: 0.0423897; avg_err: 0.000569322; sd: 0.0485596; counts: 7276
sfh 0.303685 0.0279291 0.0449885 0.017236 #avg: 0.0433119; avg_err: 0.000621061; sd: 0.0529726; counts: 7276
sfh 0.308748 0.0286116 0.0463776 0.0174072 #avg: 0.0446891; avg_err: 0.000610974; sd: 0.0521122; counts: 7276
sfh 0.31381 0.0296827 0.0457729 0.01835 #avg: 0.0459813; avg_err: 0.000640288; sd: 0.0546125; counts: 7276
sfh 0.318873 0.0305884 0.0458868 0.0189605 #avg: 0.0474521; avg_err: 0.000681282; sd: 0.058109; counts: 7276
sfh 0.323935 0.0312442 0.0476145 0.0191935 #avg: 0.0485852; avg_err: 0.000713355; sd: 0.0608446; counts: 7276
sfh 0.328997 0.0316593 0.0496451 0.0193498 #avg: 0.0493378; avg_err: 0.000680266; sd: 0.0580224; counts: 7276
sfh 0.33406 0.0326004 0.0505218 0.0198314 #avg: 0.0507132; avg_err: 0.000711168; sd: 0.0606581; counts: 7276
sfh 0.339122 0.0338592 0.0524843 0.020877 #avg: 0.0521058; avg_err: 0.000722414; sd: 0.0616173; counts: 7276
sfh 0.344185 0.0349707 0.0522466 0.0217191 #avg: 0.0532275; avg_err: 0.000704039; sd: 0.06005; counts: 7276
sfh 0.349247 0.0356313 0.054864 0.0215531 #avg: 0.0539053; avg_err: 0.000672529; sd: 0.0573624; counts: 7276
sfh 0.35431 0.0373158 0.0549495 0.0225664 #avg: 0.0562738; avg_err: 0.000723188; sd: 0.0616833; counts: 7276
sfh 0.359372 0.0386141 0.0557947 0.0237019 #avg: 0.0572287; avg_err: 0.000723704; sd: 0.0617273; counts: 7276
sfh 0.364435 0.0395488 0.0567072 0.024056 #avg: 0.0588165; avg_err: 0.000762057; sd: 0.0649986; counts: 7276
sfh 0.369497 0.0410523 0.0581931 0.0248137 #avg: 0.0608316; avg_err: 0.000795958; sd: 0.0678901; counts: 7276
sfh 0.37456 0.0424862 0.0604828 0.0256227 #avg: 0.0623353; avg_err: 0.000788178; sd: 0.0672266; counts: 7276
sfh 0.379622 0.0434266 0.0626604 0.0261481 #avg: 0.0639249; avg_err: 0.000798421; sd: 0.0681002; counts: 7276
sfh 0.384685 0.0452182 0.0643758 0.0270109 #avg: 0.0658127; avg_err: 0.000828895; sd: 0.0706994; counts: 7276
sfh 0.389747 0.0462543 0.0640767 0.0275372 #avg: 0.0671196; avg_err: 0.000834737; sd: 0.0711977; counts: 7276
sfh 0.39481 0.0481174 0.0667636 0.0283192 #avg: 0.0690714; avg_err: 0.000818447; sd: 0.0698083; counts: 7276
sfh 0.399872 0.0498866 0.0691454 0.0290487 #avg: 0.0713578; avg_err: 0.000836068; sd: 0.0713112; counts: 7276
sfh 0.404935 0.0513544 0.0689926 0.0299118 #avg: 0.0732481; avg_err: 0.000862834; sd: 0.0735942; counts: 7276
sfh 0.409997 0.0531848 0.0688102 0.0305818 #avg: 0.0755412; avg_err: 0.000900173; sd: 0.076779; counts: 7276
sfh 0.41506 0.0551403 0.0723597 0.0315363 #avg: 0.0785818; avg_err: 0.000940977; sd: 0.0802593; counts: 7276
sfh 0.420122 0.0576293 0.0725287 0.0335732 #avg: 0.0800803; avg_err: 0.000915315; sd: 0.0780705; counts: 7276
sfh 0.425185 0.0589463 0.0744317 0.033745 #avg: 0.0814275; avg_err: 0.000904836; sd: 0.0771767; counts: 7276
sfh 0.430247 0.06042 0.074807 0.0348065 #avg: 0.0825584; avg_err: 0.000918962; sd: 0.0783816; counts: 7276
sfh 0.43531 0.0617166 0.0773114 0.0350551 #avg: 0.0846905; avg_err: 0.000927181; sd: 0.0790826; counts: 7276
sfh 0.440372 0.0639329 0.0795201 0.0360081 #avg: 0.0875703; avg_err: 0.000961572; sd: 0.0820159; counts: 7276
sfh 0.445435 0.0657688 0.0804142 0.0364409 #avg: 0.0896559; avg_err: 0.000988106; sd: 0.0842791; counts: 7276
sfh 0.450497 0.0675577 0.0814423 0.0373724 #avg: 0.0922946; avg_err: 0.00100734; sd: 0.0859197; counts: 7276
sfh 0.45556 0.0691759 0.0833741 0.038035 #avg: 0.0941133; avg_err: 0.00103468; sd: 0.0882516; counts: 7276
sfh 0.460622 0.070657 0.080517 0.0387012 #avg: 0.0950674; avg_err: 0.00102547; sd: 0.0874661; counts: 7276
sfh 0.465685 0.0717127 0.0806233 0.0390017 #avg: 0.0967274; avg_err: 0.00105803; sd: 0.090243; counts: 7276
sfh 0.470747 0.0738773 0.0843457 0.0405769 #avg: 0.0991459; avg_err: 0.00112448; sd: 0.0959106; counts: 7276
sfh 0.47581 0.0759602 0.0858178 0.0421054 #avg: 0.101001; avg_err: 0.00108649; sd: 0.0926703; counts: 7276
sfh 0.480872 0.0761427 0.0881103 0.041516 #avg: 0.102309; avg_err: 0.00109669; sd: 0.0935406; counts: 7276
