#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.668185 (z=0.496592)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#obs_sm range: 9.25 - 9.75
#HM    Stats: 3.267650e+11 (median) + 1.786760e+11  / - 1.223530e+11
#SM    Stats: 3.275730e+09 (median) + 1.771910e+09  / - 1.173800e+09
#ObsSM Stats: 3.231590e+09 (median) + 1.509300e+09  / - 1.067280e+09
#VMP   Stats: 1.289900e+02 (median) + 1.458000e+01  / - 1.051000e+01
#ICL   Stats: 1.720690e+07 (median) + 5.976940e+07  / - 1.410041e+07
#SSFR  Stats: 1.969858e-12 (median) + 2.965318e-12  / - 1.215668e-12
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 26601
sfh 0.060123 0 0 0 #avg: 3.26205e-07; avg_err: 3.16585e-07; sd: 5.16335e-05; counts: 26601
sfh 0.062373 0 0 0 #avg: 4.84913e-06; avg_err: 3.35137e-06; sd: 0.000546593; counts: 26601
sfh 0.064623 0 0 0 #avg: 5.99182e-05; avg_err: 2.52779e-05; sd: 0.0041227; counts: 26601
sfh 0.066873 0 0 0 #avg: 0.000174883; avg_err: 5.19241e-05; sd: 0.00846856; counts: 26601
sfh 0.069123 0 0 0 #avg: 0.000373931; avg_err: 8.33894e-05; sd: 0.0136004; counts: 26601
sfh 0.071373 0 0 0 #avg: 0.000797168; avg_err: 0.0001288; sd: 0.0210067; counts: 26601
sfh 0.073623 0 0 0 #avg: 0.0011845; avg_err: 0.000132116; sd: 0.0215475; counts: 26601
sfh 0.075873 0 0 0 #avg: 0.00211051; avg_err: 0.000204359; sd: 0.0333299; counts: 26601
sfh 0.078123 0 0 0 #avg: 0.00347523; avg_err: 0.00029028; sd: 0.0473432; counts: 26601
sfh 0.080373 0 0 0 #avg: 0.0047451; avg_err: 0.00028947; sd: 0.0472111; counts: 26601
sfh 0.082623 0 0 0 #avg: 0.00685624; avg_err: 0.000397519; sd: 0.0648334; counts: 26601
sfh 0.085998 0 0 0 #avg: 0.0111507; avg_err: 0.000530153; sd: 0.0864654; counts: 26601
sfh 0.089373 0 0.00333899 0 #avg: 0.0157017; avg_err: 0.000576715; sd: 0.0940593; counts: 26601
sfh 0.092748 0 0.0163619 0 #avg: 0.020522; avg_err: 0.000567031; sd: 0.0924799; counts: 26601
sfh 0.096123 0 0.0337266 0 #avg: 0.028032; avg_err: 0.000649402; sd: 0.105914; counts: 26601
sfh 0.099498 0 0.0533469 0 #avg: 0.0367488; avg_err: 0.00083705; sd: 0.136519; counts: 26601
