#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
48.335 0.0162272 0.0172414 0.00253301 0 0 0 0.0361587 0.000966706 0.0192736 0.0444074 0.0133609 2958
63.9078 0.0177322 0.0179655 0.00205578 0 0 0 0.0351653 0.000597661 0.0261306 0.0365426 0.0205328 4286
80.2251 0.0352738 0.0354064 0.00213652 0 0 0 0.0447999 0.000518693 0.0278115 0.0553049 0.022367 7541
100.733 0.0842981 0.0871515 0.00263661 0 0 0 0.0643229 0.000538777 0.0471148 0.0725468 0.0317182 12266
126.449 0.173557 0.187725 0.00333433 0 1 0 0.0976142 0.000624626 0.0776603 0.0990112 0.0521593 16375
158.517 0.330042 0.37843 0.00428997 0 1 0 0.152671 0.000768031 0.136144 0.12421 0.0895861 18331
198.697 0.497706 0.606302 0.00534994 0 1 0 0.236663 0.00100283 0.227168 0.146317 0.128819 16566
249.432 0.606871 0.785691 0.00674533 1 1 1 0.355991 0.00131212 0.357952 0.150498 0.156462 12342
312.794 0.58771 0.763262 0.00866868 1 0 1 0.479622 0.00170572 0.491743 0.140002 0.165911 7616
393.526 0.499268 0.627623 0.0113103 0 1 0 0.58779 0.00207111 0.604802 0.114369 0.148409 4098
494.014 0.332989 0.407331 0.0145291 0 1 0 0.670794 0.00253111 0.692419 0.0833826 0.130623 1937
619.664 0.254651 0.294186 0.0184904 0 1 0 0.725289 0.0033811 0.742694 0.0732396 0.108164 860
776.74 0.189274 0.205047 0.0248125 0 1 0 0.765013 0.00453697 0.778318 0.0639924 0.0961171 317
961.166 0.194805 0.233766 0.0581561 0 1 0 0.79946 0.00695612 0.80812 0.0503073 0.0755304 77
1194.39 0.2 0.25 0.12301 0 1 0 0.814949 0.0114147 0.814425 0.0545717 0.0412473 20
1618.4 0 0 0 0 0 0 0.83316 0.000722051 0.833882 0 0.0014441 2
