#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.4583 0 0 0 0 0 0 1.57839e-07 8.42209e-08 0 0 0 7674952
62.4058 0 0 0 0 0 0 1.19033e-07 1.19033e-07 0 0 0 3658422
78.3985 0 0 0 0 0 0 0 0 0 0 0 1723881
98.2338 0 0 0 0 0 0 7.28672e-07 2.35648e-07 0 0 0 731763
123.678 0 0 0 0 0 0 8.02478e-06 1.41192e-06 0 0 0 287882
155.525 0 0 0 0 0 0 9.48987e-05 8.31958e-06 0 0 0 110108
195.55 0 0 0 0 0 0 0.000824612 4.25921e-05 0 0 0 39449
245.666 0 0 0 0 0 0 0.00404837 0.000178202 0 0 0 13022
309.047 0 0 0 0 0 0 0.0142519 0.000642776 0 0.0233763 0 3960
387.758 0 0 0 0 0 0 0.0418732 0.00243566 0 0.104721 0 863
486.179 0 0 0 0 0 0 0.1084 0.00800699 0.0705944 0.167273 0.0705944 197
607.234 0 0 0 0 0 0 0.152307 0.0249981 0.11144 0.201344 0.11144 27
735.39 0 0 0 0 0 0 0.403098 0.403098 0.403098 0 0 1
