#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
3.77301e+08 3.41278e+08 3.41278e+08 3.41278e+08 0 0 5.36715e+08 5.36715e+08 5.36715e+08 0 0 1
9.24595e+08 3.3048e+08 3.3048e+08 3.3048e+08 0 0 8.10788e+08 8.10788e+08 8.10788e+08 0 0 1
1.6437e+09 4.39614e+08 3.80968e+07 4.7771e+08 0 7.61936e+07 5.70864e+08 1.03921e+08 6.74785e+08 0 2.07841e+08 2
2.26528e+09 4.37446e+08 7.28279e+07 4.01517e+08 2.50609e+08 6.55414e+07 6.85803e+08 1.99154e+07 6.74785e+08 6.82641e+07 2.41898e+07 4
4.23453e+09 4.60744e+08 4.09031e+07 4.7771e+08 1.31647e+08 1.41735e+08 5.82407e+08 4.60607e+07 6.06006e+08 1.37043e+08 1.39062e+08 6
6.98761e+09 4.30104e+08 3.50441e+07 4.58646e+08 1.5399e+07 1.2267e+08 7.56812e+08 8.72693e+07 7.43049e+08 1.34945e+08 2.06334e+08 8
1.02331e+10 6.20895e+08 4.95699e+07 6.57828e+08 6.25616e+07 1.36004e+08 6.30969e+08 4.85183e+07 6.74785e+08 1.36004e+08 2.07841e+08 8
1.62872e+10 5.21148e+08 5.46969e+07 4.54619e+08 1.8579e+08 9.44544e+07 7.0375e+08 6.7458e+07 7.43049e+08 1.34945e+08 3.60165e+08 13
2.48899e+10 6.08836e+08 6.13625e+07 5.89564e+08 2.88429e+08 2.29399e+08 7.46088e+08 7.02769e+07 6.74785e+08 4.01517e+08 1.56956e+08 16
3.99133e+10 4.89731e+08 3.85111e+07 5.02745e+08 1.43574e+08 1.7509e+08 7.0588e+08 5.65098e+07 6.74785e+08 2.69869e+08 2.07841e+08 20
6.22235e+10 5.98834e+08 3.80103e+07 5.30864e+08 3.20238e+08 1.65138e+08 7.76843e+08 3.89526e+07 7.43049e+08 3.33253e+08 2.06334e+08 40
9.58492e+10 5.26961e+08 4.87888e+07 4.5052e+08 2.73098e+08 9.03554e+07 1.01178e+09 5.56314e+07 1.0763e+09 1.93133e+08 4.01517e+08 22
1.4407e+11 4.88547e+08 6.54966e+07 4.7771e+08 1.18944e+08 1.19288e+08 9.77202e+08 1.26724e+08 1.03501e+09 2.97603e+08 5.17828e+08 8
2.09845e+11 4.66944e+08 4.66944e+08 4.66944e+08 0 0 8.0249e+08 8.0249e+08 8.0249e+08 0 0 1
