#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
39.6885 6.90657e+08 3.43249e+07 6.81088e+08 3.32286e+08 2.91126e+08 1.23729e+09 7.46859e+07 1.25149e+09 6.22628e+08 6.39673e+08 68
65.2655 1.58018e+09 9.73283e+08 2.55346e+09 0 1.94657e+09 1.2467e+09 4.73605e+08 1.7203e+09 0 9.47209e+08 2
81.2 5.57248e+08 5.57248e+08 5.57248e+08 0 0 7.73094e+08 7.73094e+08 7.73094e+08 0 0 1
104.617 5.81845e+08 4.68519e+07 5.60556e+08 2.41189e+08 2.38019e+08 7.46773e+08 5.49601e+07 6.92559e+08 3.20815e+08 1.61682e+08 19
127.12 5.36105e+08 2.76043e+07 4.79814e+08 2.9328e+08 1.58999e+08 9.17625e+08 5.49761e+07 8.53413e+08 6.33798e+08 4.03668e+08 62
160.244 6.70737e+08 2.58668e+07 5.45884e+08 4.8186e+08 2.23348e+08 9.47146e+08 3.61399e+07 8.01745e+08 6.85467e+08 3.19247e+08 184
199.984 7.66137e+08 2.6221e+07 6.29539e+08 5.05172e+08 1.92693e+08 1.0304e+09 3.34919e+07 9.26147e+08 7.16766e+08 3.9527e+08 265
249.451 8.87913e+08 3.02881e+07 7.71952e+08 6.71027e+08 3.71513e+08 9.69238e+08 3.13907e+07 8.53413e+08 5.66236e+08 3.70916e+08 277
309.631 1.00562e+09 4.56115e+07 9.10338e+08 7.30452e+08 4.27841e+08 8.89393e+08 4.11082e+07 7.73094e+08 5.57248e+08 3.06061e+08 141
392.091 1.0089e+09 6.49386e+07 7.94653e+08 7.7056e+08 2.63776e+08 7.77165e+08 4.68741e+07 6.92559e+08 4.00439e+08 2.9328e+08 68
484.169 9.16873e+08 1.01859e+08 7.22627e+08 7.45254e+08 2.38863e+08 8.72717e+08 1.01406e+08 6.92559e+08 6.37783e+08 2.42813e+08 26
588.17 1.10909e+09 3.39605e+08 1.40892e+09 4.61596e+08 1.1054e+09 1.36337e+09 2.89655e+08 1.54798e+09 3.26141e+08 1.0171e+09 4
791.227 7.031e+08 9.27673e+07 7.89499e+08 9.10966e+07 3.39754e+08 6.65892e+08 1.16407e+08 8.53413e+08 2.71828e+07 4.03668e+08 4
