#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
45.6073 4.28836e+08 1.58829e+07 3.91441e+08 1.39423e+08 5.54653e+07 6.0879e+08 2.91464e+07 6.06006e+08 2.04782e+08 2.45841e+08 63
60.6423 4.05653e+08 2.24492e+07 3.82884e+08 1.34945e+08 4.42358e+07 5.27722e+08 3.38014e+07 5.36715e+08 6.92907e+07 1.7655e+08 13
102.923 4.00541e+08 5.37068e+07 3.38648e+08 7.24017e+07 8.16848e+06 6.09089e+08 7.23239e+07 6.06006e+08 2.04782e+08 1.39062e+08 7
131.458 4.28658e+08 1.24915e+07 3.91441e+08 1.43821e+08 5.8188e+07 5.51152e+08 2.47538e+07 4.66944e+08 2.76105e+08 1.06779e+08 69
160.332 4.2465e+08 7.94827e+06 3.82884e+08 1.34945e+08 4.42358e+07 5.82603e+08 1.42778e+07 5.36715e+08 2.74073e+08 1.7655e+08 253
201.961 4.79878e+08 7.58021e+06 4.46348e+08 1.99972e+08 1.077e+08 5.98832e+08 1.02721e+07 5.36715e+08 2.74073e+08 1.7655e+08 466
249.948 5.02542e+08 8.16609e+06 4.50623e+08 2.1831e+08 1.09345e+08 6.08278e+08 1.10611e+07 5.36715e+08 2.74073e+08 1.7655e+08 460
307.461 5.10216e+08 1.28492e+07 4.54619e+08 2.19705e+08 1.13341e+08 6.21236e+08 1.5202e+07 6.06006e+08 2.04782e+08 2.45841e+08 222
387.939 5.70008e+08 2.77972e+07 5.26385e+08 2.76105e+08 1.82541e+08 5.79593e+08 2.75047e+07 5.36715e+08 2.06334e+08 1.7655e+08 55
501.379 5.18391e+08 5.09053e+07 5.43816e+08 2.31537e+08 2.02538e+08 6.30174e+08 5.17298e+07 6.74785e+08 2.03209e+08 2.07841e+08 12
588.3 4.50623e+08 4.50623e+08 4.50623e+08 0 0 3.60165e+08 3.60165e+08 3.60165e+08 0 0 1
