#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
44.4477 5.90205e+08 5.05322e+06 4.76928e+08 3.51715e+08 1.45185e+08 2.51694e+09 1.78491e+07 2.45504e+09 1.61803e+09 1.53825e+09 5782
63.9552 5.2333e+08 4.18433e+06 4.17267e+08 3.30683e+08 8.3706e+07 1.34399e+09 1.51542e+07 1.0412e+09 9.99849e+08 4.17209e+08 3610
81.5747 5.88159e+08 2.91979e+06 4.99584e+08 3.34801e+08 1.66023e+08 1.3812e+09 7.82021e+06 1.20812e+09 9.98802e+08 5.84132e+08 10954
100.905 6.67234e+08 2.44036e+06 5.71469e+08 4.2838e+08 2.37804e+08 1.55003e+09 6.07843e+06 1.29157e+09 1.24596e+09 6.67579e+08 23945
126.154 7.63084e+08 2.65175e+06 6.23988e+08 5.42784e+08 2.90153e+08 1.71573e+09 5.90016e+06 1.4584e+09 1.40781e+09 7.51008e+08 31601
157.613 9.10604e+08 3.47748e+06 7.45028e+08 7.13375e+08 3.36796e+08 1.83533e+09 6.70703e+06 1.54178e+09 1.56938e+09 8.34385e+08 28729
196.874 1.15514e+09 5.94094e+06 9.17138e+08 9.9134e+08 4.99844e+08 1.80908e+09 8.7817e+06 1.54178e+09 1.4879e+09 8.34385e+08 17468
245.802 1.50729e+09 1.19951e+07 1.238e+09 1.37187e+09 6.86165e+08 1.64963e+09 1.27657e+07 1.375e+09 1.36976e+09 7.51009e+08 7162
308.272 2.01886e+09 2.8909e+07 1.74765e+09 1.78002e+09 1.08013e+09 1.39072e+09 2.14089e+07 1.12466e+09 1.08226e+09 5.84053e+08 2053
386.979 2.5495e+09 6.94711e+07 2.37244e+09 2.01321e+09 1.54727e+09 1.15197e+09 3.68787e+07 8.74274e+08 9.17399e+08 3.33665e+08 506
488.212 3.37115e+09 1.54949e+08 3.60055e+09 1.57874e+09 2.20841e+09 1.03666e+09 6.90921e+07 8.0394e+08 9.87732e+08 3.46677e+08 114
609.063 4.16275e+09 3.4799e+08 4.39601e+09 1.80558e+09 3.02101e+09 9.85593e+08 9.83229e+07 7.90825e+08 5.01257e+08 1.66837e+08 29
756.632 3.86806e+09 8.54019e+08 5.11707e+09 8.30482e+08 3.87906e+09 1.19594e+09 2.17935e+08 1.0412e+09 7.50476e+08 5.00587e+08 7
