#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.202435 (z=3.939857)
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final a=0.202435 (z=3.939857) stellar mass
#sm range: 8.75 - 9.25
#HM    Stats: 2.247060e+11 (median) + 9.985301e+10  / - 6.750000e+10
#SM    Stats: 8.796990e+08 (median) + 4.779210e+08  / - 2.421410e+08
#ObsSM Stats: 8.736690e+08 (median) + 1.017421e+09  / - 4.643700e+08
#VMP   Stats: 1.619100e+02 (median) + 2.173000e+01  / - 1.808000e+01
#ICL   Stats: 9.677360e+06 (median) + 2.628634e+07  / - 8.531340e+06
#SSFR  Stats: 1.995377e-09 (median) + 4.017108e-09  / - 1.334251e-09
sfh 0.055623 0 0 0 #avg: 1.61079e-17; avg_err: 1.53632e-17; sd: 3.94899e-15; counts: 66072
sfh 0.060123 0 0 0 #avg: 5.39408e-14; avg_err: 8.9378e-15; sd: 2.2974e-12; counts: 66072
sfh 0.062373 0 0 0 #avg: 4.23638e-13; avg_err: 4.60936e-14; sd: 1.1848e-11; counts: 66072
sfh 0.064623 0 0 0 #avg: 1.54826e-12; avg_err: 1.11414e-13; sd: 2.86381e-11; counts: 66072
sfh 0.066873 0 0 0 #avg: 4.09143e-12; avg_err: 2.13069e-13; sd: 5.47678e-11; counts: 66072
sfh 0.069123 0 0 0 #avg: 8.32513e-12; avg_err: 3.42329e-13; sd: 8.79933e-11; counts: 66072
sfh 0.071373 0 0 0 #avg: 1.48124e-11; avg_err: 5.1292e-13; sd: 1.31842e-10; counts: 66072
sfh 0.073623 0 0 0 #avg: 2.23444e-11; avg_err: 6.31741e-13; sd: 1.62385e-10; counts: 66072
sfh 0.075873 0 2.89256e-12 0 #avg: 3.14462e-11; avg_err: 7.16796e-13; sd: 1.84247e-10; counts: 66072
sfh 0.078123 0 2.18108e-11 0 #avg: 4.41538e-11; avg_err: 9.2732e-13; sd: 2.38361e-10; counts: 66072
sfh 0.080373 0 5.22105e-11 0 #avg: 5.7801e-11; avg_err: 1.00154e-12; sd: 2.57438e-10; counts: 66072
sfh 0.082623 0 8.81527e-11 0 #avg: 6.89568e-11; avg_err: 1.01538e-12; sd: 2.60996e-10; counts: 66072
sfh 0.085998 4.91081e-13 1.51906e-10 4.91081e-13 #avg: 9.93579e-11; avg_err: 1.20053e-12; sd: 3.08588e-10; counts: 66072
sfh 0.089373 1.50052e-11 2.06082e-10 1.50052e-11 #avg: 1.30709e-10; avg_err: 1.31876e-12; sd: 3.38977e-10; counts: 66072
sfh 0.092748 3.78387e-11 2.48913e-10 3.78387e-11 #avg: 1.6484e-10; avg_err: 1.48732e-12; sd: 3.82305e-10; counts: 66072
sfh 0.096123 6.52705e-11 2.96113e-10 6.52705e-11 #avg: 2.04901e-10; avg_err: 1.64381e-12; sd: 4.22529e-10; counts: 66072
sfh 0.099498 9.53733e-11 3.35771e-10 9.32356e-11 #avg: 2.48127e-10; avg_err: 1.89669e-12; sd: 4.87531e-10; counts: 66072
sfh 0.102873 1.2529e-10 3.91285e-10 1.14331e-10 #avg: 2.95598e-10; avg_err: 2.11664e-12; sd: 5.44067e-10; counts: 66072
sfh 0.106248 1.5671e-10 4.45998e-10 1.3406e-10 #avg: 3.45596e-10; avg_err: 2.26601e-12; sd: 5.82462e-10; counts: 66072
sfh 0.109623 1.91037e-10 5.09104e-10 1.56316e-10 #avg: 4.00266e-10; avg_err: 2.47249e-12; sd: 6.35535e-10; counts: 66072
sfh 0.112998 2.28584e-10 5.80358e-10 1.80948e-10 #avg: 4.58281e-10; avg_err: 2.71352e-12; sd: 6.97491e-10; counts: 66072
sfh 0.116373 2.67404e-10 6.42782e-10 2.07119e-10 #avg: 5.14728e-10; avg_err: 2.8878e-12; sd: 7.42287e-10; counts: 66072
sfh 0.119748 3.1427e-10 7.18906e-10 2.39254e-10 #avg: 5.76783e-10; avg_err: 3.05175e-12; sd: 7.84429e-10; counts: 66072
