#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.72628e+09 0.0125062 0.0131624 0.000179279 0 0 0 0.00147074 1.59298e-05 0 0 0 446499
1.58102e+10 0.0268012 0.0287679 0.000324394 0 0 0 0.00314748 2.93455e-05 0 0 0 304576
2.48725e+10 0.0462979 0.0515249 0.000482187 0 0 0 0.00550604 4.39181e-05 0 0 0 259234
3.92135e+10 0.0831442 0.0951513 0.00075201 0 0 0 0.0102116 7.26378e-05 0 0.00977219 0 198715
6.21677e+10 0.145199 0.173661 0.00121795 0 0 0 0.0188066 0.000123039 0 0.0357749 0 140118
9.84245e+10 0.224369 0.27788 0.00184496 0 1 0 0.0308521 0.000195827 0 0.0685818 0 95401
1.55389e+11 0.314676 0.406902 0.00278861 0 1 0 0.0465885 0.000313735 0.00914361 0.0969222 0.00914361 59029
2.45562e+11 0.422716 0.577109 0.00423917 0 1 0 0.0664337 0.000485914 0.0274087 0.119527 0.0274087 34354
3.88663e+11 0.540168 0.793096 0.00644265 1 1 1 0.0955922 0.000786331 0.0581717 0.140701 0.0581717 19207
6.16541e+11 0.667857 1.0529 0.00949483 1 1 1 0.134454 0.0012545 0.100718 0.16663 0.0912617 10360
9.73572e+11 0.773563 1.34231 0.0143056 1 1 1 0.182497 0.00199192 0.155301 0.180225 0.122853 5273
1.53802e+12 0.828531 1.57702 0.0206064 2 1 2 0.231421 0.00300313 0.212078 0.193417 0.153126 2811
2.43644e+12 0.871041 1.79789 0.0309578 2 1 1 0.300027 0.00475613 0.297425 0.184142 0.193776 1326
3.85879e+12 0.898527 1.86088 0.0448937 2 1 1 0.352665 0.00768394 0.362252 0.188244 0.232486 611
6.02625e+12 0.905797 1.82246 0.0663663 2 1 1 0.417951 0.0118643 0.428023 0.209338 0.236942 276
9.59053e+12 0.858333 1.60833 0.101319 1 2 0 0.500008 0.019311 0.521232 0.192996 0.213388 120
1.56922e+13 0.830508 1.55932 0.147592 1 2 1 0.479902 0.0313293 0.566688 0.129885 0.413091 59
2.45745e+13 0.809524 1.2381 0.205921 1 1 1 0.634568 0.0369749 0.699942 0.0883435 0.213566 21
3.69535e+13 0.846154 1.53846 0.351104 1 1 0 0.683345 0.0327706 0.676505 0.107655 0.0590414 13
6.19828e+13 1 1 0 1 0 0 0.753335 0.0405645 0.800399 0.0256944 0.157266 4
9.18462e+13 0.5 0.5 0.5 1 0 1 0.359522 0.359522 0.719043 0 0.719043 2
1.68579e+14 1 1.5 0.5 2 0 1 0.502708 0.340026 0.842734 0 0.680051 2
