#For SF galaxies, QTime is the duration of the last period when they were quenched.
#obs_sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.4478e+07 1 0 4.28383e+08 7.23808e+06 0 9.57732e+08 0 0.239981 0.0009878 0.226941 0.084181 0.0597394 0.438212 0.000843536 0.444125 0.0562351 0.0698681 0.586105 0.000433098 0.592415 0.0253542 0.0385665 6331
1.59644e+08 1 0 4.82408e+08 8.81267e+06 3.31744e+08 7.09453e+08 3.31744e+08 0.241416 0.0010595 0.230245 0.078803 0.0589305 0.443449 0.000885016 0.448322 0.0543844 0.0649133 0.586606 0.000500274 0.593874 0.0252782 0.0400606 4908
2.51552e+08 1 0 5.26803e+08 8.86105e+06 4.57264e+08 7.04231e+08 4.57264e+08 0.250312 0.00102061 0.241385 0.078471 0.0629015 0.448447 0.000812297 0.453609 0.0519666 0.0629311 0.587125 0.000491882 0.594943 0.0249825 0.0420055 5390
3.98074e+08 1 0 6.22112e+08 9.46081e+06 4.84981e+08 8.06586e+08 4.84981e+08 0.254528 0.000958983 0.247507 0.0752477 0.0635574 0.451988 0.000792778 0.457637 0.0521709 0.0637717 0.586055 0.000513405 0.59459 0.0270705 0.045643 5791
6.29464e+08 1 0 7.14433e+08 1.01055e+07 5.40609e+08 9.17794e+08 5.40609e+08 0.265122 0.000938313 0.258076 0.075361 0.0627088 0.458957 0.000756452 0.464098 0.0499848 0.0611603 0.585656 0.000527648 0.595333 0.0270666 0.0480165 5968
1.00019e+09 1 0 7.76959e+08 1.09272e+07 6.23988e+08 9.17793e+08 6.23988e+08 0.276511 0.000953706 0.272067 0.0738557 0.0690138 0.467236 0.000766091 0.473601 0.0504259 0.0656776 0.586181 0.0005605 0.596283 0.028875 0.0497308 6014
1.58296e+09 1 0 8.72559e+08 1.16394e+07 7.07395e+08 1.00103e+09 7.07395e+08 0.286229 0.000954291 0.281269 0.0753886 0.0686209 0.471911 0.000761801 0.478306 0.049354 0.062737 0.58459 0.000582904 0.594803 0.0298108 0.0510762 5955
2.51498e+09 1 0 9.82245e+08 1.28395e+07 7.07395e+08 1.16747e+09 7.07395e+08 0.296311 0.000938 0.294012 0.0712028 0.0706122 0.47409 0.000776817 0.482075 0.0494756 0.0656339 0.580138 0.000638185 0.592949 0.0306194 0.0577208 5943
3.98685e+09 1 0 1.09676e+09 1.37025e+07 8.74274e+08 1.17684e+09 8.74274e+08 0.307525 0.0009284 0.306233 0.0703175 0.0698228 0.476054 0.000782616 0.4853 0.0480486 0.0672214 0.575362 0.000681278 0.588391 0.0336654 0.0618815 6019
6.31035e+09 1 0 1.2557e+09 1.47975e+07 9.57732e+08 1.36787e+09 9.57732e+08 0.313582 0.000908211 0.311424 0.070487 0.0686339 0.469941 0.000813647 0.478725 0.0517192 0.0689056 0.565007 0.000758283 0.579753 0.0378858 0.069069 6144
1.00381e+10 1 0 1.44085e+09 1.59683e+07 1.12466e+09 1.57748e+09 8.03847e+08 0.317071 0.000891772 0.316003 0.0713737 0.0729762 0.4579 0.000835327 0.468125 0.0533729 0.075435 0.550847 0.000822216 0.567289 0.043951 0.0788524 6491
1.58895e+10 1 0 1.60233e+09 1.61103e+07 1.29157e+09 1.65646e+09 8.34304e+08 0.316028 0.000868031 0.316034 0.0719913 0.0738592 0.443151 0.000838266 0.453115 0.0568773 0.0775094 0.535271 0.000867183 0.551011 0.0521418 0.0857551 6921
2.50795e+10 1 0 1.79152e+09 1.68747e+07 1.4584e+09 1.81521e+09 9.57935e+08 0.310587 0.000849821 0.310376 0.072579 0.0741046 0.421811 0.000862793 0.431546 0.0615622 0.0833234 0.516144 0.000921078 0.532165 0.0588067 0.0957483 7118
3.96935e+10 1 0 2.01418e+09 1.79101e+07 1.70842e+09 1.88772e+09 1.12663e+09 0.30015 0.000857981 0.299883 0.0707731 0.0739948 0.398431 0.000889849 0.404555 0.0664291 0.0808501 0.492065 0.00100012 0.504147 0.0696499 0.097676 6628
6.21048e+10 1 0 2.20781e+09 2.09302e+07 1.95799e+09 1.87774e+09 1.25059e+09 0.284999 0.000936643 0.284504 0.0687918 0.0703357 0.373718 0.00101179 0.377933 0.0690088 0.0787097 0.469105 0.0011852 0.477395 0.0795074 0.0943797 5048
9.70398e+10 1 0 2.39726e+09 2.72729e+07 2.20692e+09 1.7873e+09 1.37262e+09 0.269628 0.0011345 0.269102 0.0635281 0.0647691 0.349042 0.00123907 0.350779 0.0673479 0.0731535 0.444684 0.00151481 0.448458 0.0832987 0.0898485 2954
1.51068e+11 1 0 2.53492e+09 4.4011e+07 2.37244e+09 1.85751e+09 1.41471e+09 0.256739 0.00166893 0.255929 0.0581966 0.0594494 0.32991 0.00185394 0.329717 0.0661656 0.0649581 0.425839 0.00234806 0.426745 0.0841847 0.0849777 1134
2.35722e+11 1 0 2.70203e+09 7.85524e+07 2.53753e+09 1.61412e+09 1.24596e+09 0.232547 0.00299055 0.227355 0.0600466 0.0491299 0.304874 0.00321826 0.301474 0.0570711 0.0495027 0.397524 0.00396306 0.394598 0.0783709 0.0638826 281
