#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.668185 (z=0.496592)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 8.25 - 8.75
#HM    Stats: 1.112060e+11 (median) + 4.232301e+10  / - 3.076480e+10
#SM    Stats: 2.910840e+08 (median) + 1.537430e+08  / - 8.566499e+07
#ObsSM Stats: 2.920660e+08 (median) + 1.655970e+08  / - 9.847198e+07
#VMP   Stats: 8.617000e+01 (median) + 6.730003e+00  / - 6.099998e+00
#ICL   Stats: 1.591140e+06 (median) + 6.045440e+06  / - 1.501243e+06
#SSFR  Stats: 4.338538e-10 (median) + 4.236038e-10  / - 2.163840e-10
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 328940
sfh 0.060123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 328940
sfh 0.062373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 328940
sfh 0.064623 0 0 0 #avg: 4.13224e-07; avg_err: 4.13224e-07; sd: 0.000236997; counts: 328940
sfh 0.066873 0 0 0 #avg: 2.1021e-07; avg_err: 2.1021e-07; sd: 0.000120562; counts: 328940
sfh 0.069123 0 0 0 #avg: 8.0474e-07; avg_err: 6.18944e-07; sd: 0.000354984; counts: 328940
sfh 0.071373 0 0 0 #avg: 2.22671e-06; avg_err: 9.73452e-07; sd: 0.000558306; counts: 328940
sfh 0.073623 0 0 0 #avg: 3.59368e-06; avg_err: 8.68765e-07; sd: 0.000498265; counts: 328940
sfh 0.075873 0 0 0 #avg: 1.1266e-05; avg_err: 2.18004e-06; sd: 0.00125032; counts: 328940
sfh 0.078123 0 0 0 #avg: 2.8754e-05; avg_err: 3.80688e-06; sd: 0.00218337; counts: 328940
sfh 0.080373 0 0 0 #avg: 5.98663e-05; avg_err: 5.76947e-06; sd: 0.00330897; counts: 328940
sfh 0.082623 0 0 0 #avg: 0.000116312; avg_err: 9.04351e-06; sd: 0.00518674; counts: 328940
sfh 0.085998 0 0 0 #avg: 0.000249306; avg_err: 1.23045e-05; sd: 0.00705704; counts: 328940
sfh 0.089373 0 0 0 #avg: 0.00049616; avg_err: 1.9546e-05; sd: 0.0112103; counts: 328940
