#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
44.4238 5.91617e+08 5.06111e+06 4.76928e+08 3.52984e+08 1.45185e+08 2.51563e+09 1.78152e+07 2.45504e+09 1.61803e+09 1.58077e+09 5808
63.9621 5.23971e+08 4.1922e+06 4.17267e+08 3.30683e+08 8.3706e+07 1.34322e+09 1.51333e+07 1.0412e+09 9.99849e+08 4.17209e+08 3616
81.5787 5.88213e+08 2.91604e+06 4.99584e+08 3.34801e+08 1.66023e+08 1.38074e+09 7.81372e+06 1.20812e+09 9.98802e+08 5.84132e+08 10981
100.909 6.67604e+08 2.43602e+06 5.72581e+08 4.27268e+08 2.38916e+08 1.5487e+09 6.06301e+06 1.29157e+09 1.24596e+09 6.67579e+08 24046
126.164 7.63969e+08 2.6447e+06 6.23988e+08 5.43174e+08 2.90153e+08 1.71367e+09 5.876e+06 1.4584e+09 1.40781e+09 7.51008e+08 31830
157.645 9.11878e+08 3.46231e+06 7.45028e+08 7.13375e+08 3.36796e+08 1.83263e+09 6.65816e+06 1.54178e+09 1.56938e+09 8.34385e+08 29134
196.963 1.15941e+09 5.88879e+06 9.17399e+08 9.95103e+08 5.00105e+08 1.802e+09 8.6531e+06 1.48604e+09 1.54364e+09 7.78641e+08 17917
245.941 1.51337e+09 1.1732e+07 1.24374e+09 1.37616e+09 6.83181e+08 1.64235e+09 1.24209e+07 1.375e+09 1.32714e+09 7.51009e+08 7507
308.676 2.04036e+09 2.75536e+07 1.79167e+09 1.7537e+09 1.12379e+09 1.37479e+09 2.02281e+07 1.07582e+09 1.1311e+09 5.35213e+08 2269
387.233 2.48963e+09 6.38274e+07 2.24364e+09 2.06431e+09 1.45281e+09 1.16768e+09 3.4259e+07 8.74274e+08 9.35889e+08 3.33665e+08 591
488.181 3.30375e+09 1.43171e+08 3.35567e+09 1.82362e+09 2.02529e+09 1.03842e+09 5.95196e+07 8.26259e+08 9.19365e+08 3.68996e+08 141
606.997 4.20008e+09 2.76106e+08 4.32117e+09 1.81724e+09 1.61903e+09 9.10691e+08 8.26239e+07 7.90825e+08 4.62668e+08 3.33561e+08 38
761.593 3.93914e+09 6.56589e+08 4.54011e+09 1.40744e+09 3.3021e+09 1.10943e+09 1.79222e+08 1.0093e+09 7.82377e+08 4.68687e+08 9
969.238 2.79048e+09 2.24988e+09 5.04036e+09 0 4.49975e+09 4.78866e+08 6.17431e+07 5.40609e+08 0 1.23486e+08 2
1131.47 1.29157e+09 1.29157e+09 1.29157e+09 0 0 8.32459e+08 8.32459e+08 8.32459e+08 0 0 1
